#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2024 10 05 16 40 162 12.8 999 99.0 9999
2024 10 05 16 50 153 11.7 999 99.0 9999
2024 10 05 17 00 153 13.5 169 17.2 1608
2024 10 05 17 10 153 14.1 999 99.0 9999
2024 10 05 17 20 154 14.3 999 99.0 9999
2024 10 05 17 30 151 14.2 999 99.0 9999
2024 10 05 17 40 153 14.2 999 99.0 9999
2024 10 05 17 50 151 14.3 999 99.0 9999
2024 10 05 18 00 148 14.0 153 16.1 1708
2024 10 05 18 10 149 13.4 999 99.0 9999
2024 10 05 18 20 148 13.9 999 99.0 9999
2024 10 05 18 30 151 14.6 999 99.0 9999
2024 10 05 18 40 153 14.6 999 99.0 9999
2024 10 05 18 50 151 14.9 999 99.0 9999
2024 10 05 19 00 146 14.3 151 16.4 1847
2024 10 05 19 10 143 13.5 999 99.0 9999
2024 10 05 19 20 138 12.4 999 99.0 9999
2024 10 05 19 30 139 13.5 999 99.0 9999
2024 10 05 19 40 141 13.7 999 99.0 9999
2024 10 05 19 50 138 12.5 999 99.0 9999
2024 10 05 20 00 136 13.1 140 15.3 1934
2024 10 05 20 10 133 12.9 999 99.0 9999
2024 10 05 20 20 131 13.4 999 99.0 9999
2024 10 05 20 30 134 13.4 999 99.0 9999
2024 10 05 20 40 134 13.4 999 99.0 9999
2024 10 05 20 50 134 13.4 999 99.0 9999
2024 10 05 21 00 133 13.4 133 14.7 2039
2024 10 05 21 10 132 13.3 999 99.0 9999
2024 10 05 21 20 134 13.8 999 99.0 9999
2024 10 05 21 30 134 14.4 999 99.0 9999
2024 10 05 21 40 136 14.1 999 99.0 9999
2024 10 05 21 50 137 13.3 999 99.0 9999
2024 10 05 22 00 139 14.4 134 15.3 2126
2024 10 05 22 10 142 14.1 999 99.0 9999
2024 10 05 22 20 144 13.8 999 99.0 9999
2024 10 05 22 30 143 13.0 999 99.0 9999
2024 10 05 22 40 143 12.1 999 99.0 9999
2024 10 05 22 50 145 12.5 999 99.0 9999
2024 10 05 23 00 148 12.4 143 14.9 2200
2024 10 05 23 10 153 12.3 999 99.0 9999
2024 10 05 23 20 159 13.3 999 99.0 9999
2024 10 05 23 30 170 12.8 999 99.0 9999
2024 10 05 23 40 190 13.1 999 99.0 9999
2024 10 05 23 50 204 14.3 999 99.0 9999
2024 10 06 00 00 210 15.3 188 17.9 2337
2024 10 06 00 10 208 14.7 999 99.0 9999
2024 10 06 00 20 202 13.8 999 99.0 9999
2024 10 06 00 30 196 12.8 999 99.0 9999
2024 10 06 00 40 196 11.7 999 99.0 9999
2024 10 06 00 50 193 11.3 999 99.0 9999
2024 10 06 01 00 189 11.6 208 16.1 0001
2024 10 06 01 10 187 12.1 999 99.0 9999
2024 10 06 01 20 204  9.1 999 99.0 9999
2024 10 06 01 30 215  8.4 999 99.0 9999
2024 10 06 01 40 233 14.4 999 99.0 9999
2024 10 06 01 50 235 15.6 999 99.0 9999
2024 10 06 02 00 240 14.5 235 20.6 0133
2024 10 06 02 10 236 11.6 999 99.0 9999
2024 10 06 02 20 236 10.8 999 99.0 9999
2024 10 06 02 30 237 10.8 999 99.0 9999
2024 10 06 02 40 236 10.3 999 99.0 9999
2024 10 06 02 50 239  9.9 999 99.0 9999
2024 10 06 03 00 238  9.8 238 14.4 0200
2024 10 06 03 10 239 10.1 999 99.0 9999
2024 10 06 03 20 240 10.1 999 99.0 9999
2024 10 06 03 30 237 10.8 999 99.0 9999
2024 10 06 03 40 235  9.7 999 99.0 9999
2024 10 06 03 50 232  8.3 999 99.0 9999
2024 10 06 04 00 229  7.8 237 11.5 0324
2024 10 06 04 10 231  8.1 999 99.0 9999
2024 10 06 04 20 227  9.1 999 99.0 9999
2024 10 06 04 30 223  8.4 999 99.0 9999
2024 10 06 04 40 220  8.6 999 99.0 9999
2024 10 06 04 50 212  9.0 999 99.0 9999
2024 10 06 05 00 209  8.9 227  9.7 0416
2024 10 06 05 10 211  9.8 999 99.0 9999
2024 10 06 05 20 210 11.3 999 99.0 9999
2024 10 06 05 30 208 12.1 999 99.0 9999
2024 10 06 05 40 207 12.3 999 99.0 9999
2024 10 06 05 50 214 12.9 999 99.0 9999
2024 10 06 06 00 217 13.3 213 14.9 0540
2024 10 06 06 10 213 12.9 999 99.0 9999
2024 10 06 06 20 215 13.2 999 99.0 9999
2024 10 06 06 30 224 13.0 999 99.0 9999
2024 10 06 06 40 233 14.1 999 99.0 9999
2024 10 06 06 50 238 14.4 999 99.0 9999
2024 10 06 07 00 233 13.5 239 16.2 0645
2024 10 06 07 10 234 13.6 999 99.0 9999
2024 10 06 07 20 234 13.0 999 99.0 9999
2024 10 06 07 30 241 12.4 999 99.0 9999
2024 10 06 07 40 257 15.0 999 99.0 9999
2024 10 06 07 50 267 15.9 999 99.0 9999
2024 10 06 08 00 283 17.2 284 20.1 0756
2024 10 06 08 10 277 16.0 999 99.0 9999
2024 10 06 08 20 269 15.9 999 99.0 9999
2024 10 06 08 30 271 17.0 999 99.0 9999
2024 10 06 08 40 272 16.1 999 99.0 9999
2024 10 06 08 50 274 16.0 999 99.0 9999
2024 10 06 09 00 262 14.8 270 20.0 0827
2024 10 06 09 10 264 16.2 999 99.0 9999
2024 10 06 09 20 274 16.0 999 99.0 9999
2024 10 06 09 30 279 16.3 999 99.0 9999
2024 10 06 09 40 270 14.7 999 99.0 9999
2024 10 06 09 50 268 16.6 999 99.0 9999
2024 10 06 10 00 272 16.8 267 19.2 0940
2024 10 06 10 10 276 17.9 999 99.0 9999
2024 10 06 10 20 273 18.6 999 99.0 9999
2024 10 06 10 30 271 18.0 999 99.0 9999
2024 10 06 10 40 271 16.6 999 99.0 9999
2024 10 06 10 50 267 15.2 999 99.0 9999
2024 10 06 11 00 261 17.6 276 21.3 1015
2024 10 06 11 10 260 17.4 999 99.0 9999
2024 10 06 11 20 261 17.8 999 99.0 9999
2024 10 06 11 30 263 20.7 999 99.0 9999
2024 10 06 11 40 265 19.8 999 99.0 9999
2024 10 06 11 50 262 16.9 999 99.0 9999
2024 10 06 12 00 263 17.9 262 23.3 1126
2024 10 06 12 10 258 17.3 999 99.0 9999
2024 10 06 12 20 259 17.5 999 99.0 9999
2024 10 06 12 30 258 18.0 999 99.0 9999
2024 10 06 12 40 260 18.0 999 99.0 9999
2024 10 06 12 50 258 16.7 999 99.0 9999
2024 10 06 13 00 259 15.6 260 20.6 1233
2024 10 06 13 10 257 15.5 999 99.0 9999
2024 10 06 13 20 260 15.8 999 99.0 9999
2024 10 06 13 30 258 15.5 999 99.0 9999
2024 10 06 13 40 257 15.7 999 99.0 9999
2024 10 06 13 50 253 15.8 999 99.0 9999
2024 10 06 14 00 251 16.1 258 18.9 1300
2024 10 06 14 10 252 16.2 999 99.0 9999
2024 10 06 14 20 252 16.6 999 99.0 9999
2024 10 06 14 30 255 16.2 999 99.0 9999
2024 10 06 14 40 254 15.9 999 99.0 9999
2024 10 06 14 50 257 15.9 999 99.0 9999
2024 10 06 15 00 259 15.2 249 18.5 1410
2024 10 06 15 10 259 15.1 999 99.0 9999
2024 10 06 15 20 262 15.1 999 99.0 9999
2024 10 06 15 30 258 13.9 999 99.0 9999
2024 10 06 15 40 261 14.4 999 99.0 9999
2024 10 06 15 50 262 14.5 999 99.0 9999
2024 10 06 16 00 258 15.5 258 17.6 1557
2024 10 06 16 10 269 15.1 999 99.0 9999
2024 10 06 16 20 273 16.1 999 99.0 9999
2024 10 06 16 30 278 15.4 999 99.0 9999
2024 10 06 16 40 282 14.5 999 99.0 9999
2024 10 06 16 50 289 15.1 999 99.0 9999
2024 10 06 17 00 299 16.1 299 18.8 1650
2024 10 06 17 10 296 16.3 999 99.0 9999
2024 10 06 17 20 296 16.6 999 99.0 9999
2024 10 06 17 30 297 15.7 999 99.0 9999
2024 10 06 17 40 292 13.7 999 99.0 9999
2024 10 06 17 50 285 13.5 999 99.0 9999
2024 10 06 18 00 293 13.0 296 18.6 1709
2024 10 06 18 10 291 12.7 999 99.0 9999
2024 10 06 18 20 292 15.1 999 99.0 9999
2024 10 06 18 30 303 14.7 999 99.0 9999
2024 10 06 18 40 302 14.7 999 99.0 9999
2024 10 06 18 50 303 15.8 999 99.0 9999
2024 10 06 19 00 299 14.6 305 19.4 1854
2024 10 06 19 10 294 12.9 999 99.0 9999
2024 10 06 19 20 299 13.3 999 99.0 9999
2024 10 06 19 30 295 13.9 999 99.0 9999
2024 10 06 19 40 299 15.1 999 99.0 9999
2024 10 06 19 50 298 14.1 999 99.0 9999
2024 10 06 20 00 300 14.3 297 18.7 1933
2024 10 06 20 10 302 15.6 999 99.0 9999
2024 10 06 20 20 300 15.6 999 99.0 9999
2024 10 06 20 30 303 15.2 999 99.0 9999
2024 10 06 20 40 294 14.4 999 99.0 9999
2024 10 06 20 50 299 14.6 999 99.0 9999
2024 10 06 21 00 306 16.2 302 19.6 2054
2024 10 06 21 10 307 14.3 999 99.0 9999
2024 10 06 21 20 303 14.4 999 99.0 9999
2024 10 06 21 30 302 13.2 999 99.0 9999
2024 10 06 21 40 305 13.7 999 99.0 9999
2024 10 06 21 50 301 11.8 999 99.0 9999
2024 10 06 22 00 294 11.8 307 17.0 2102
2024 10 06 22 10 293 11.9 999 99.0 9999
2024 10 06 22 20 289 12.6 999 99.0 9999
2024 10 06 22 30 290 12.8 999 99.0 9999
2024 10 06 22 40 297 14.0 999 99.0 9999
2024 10 06 22 50 297 12.1 999 99.0 9999
2024 10 06 23 00 298 11.5 300 16.5 2230
2024 10 06 23 10 295 12.0 999 99.0 9999
2024 10 06 23 20 294 12.3 999 99.0 9999
2024 10 06 23 30 299 12.0 999 99.0 9999
2024 10 06 23 40 297 12.7 999 99.0 9999
2024 10 06 23 50 292 11.8 999 99.0 9999
2024 10 07 00 00 284 10.6 296 16.5 2337
2024 10 07 00 10 278 10.0 999 99.0 9999
2024 10 07 00 20 276  9.6 999 99.0 9999
2024 10 07 00 30 276  9.8 999 99.0 9999
2024 10 07 00 40 275  9.7 999 99.0 9999
2024 10 07 00 50 273  9.2 999 99.0 9999
2024 10 07 01 00 277  9.8 275 12.5 0055
2024 10 07 01 10 283 10.0 999 99.0 9999
2024 10 07 01 20 289 10.8 999 99.0 9999
2024 10 07 01 30 289  9.9 999 99.0 9999
2024 10 07 01 40 286  9.3 999 99.0 9999
2024 10 07 01 50 283  8.8 999 99.0 9999
2024 10 07 02 00 280  8.2 286 13.7 0111
2024 10 07 02 10 282  8.0 999 99.0 9999
2024 10 07 02 20 284  9.0 999 99.0 9999
2024 10 07 02 30 291 10.3 999 99.0 9999
2024 10 07 02 40 291 10.6 999 99.0 9999
2024 10 07 02 50 295 11.6 999 99.0 9999
2024 10 07 03 00 297 12.1 297 14.4 0259
2024 10 07 03 10 295 12.3 999 99.0 9999
2024 10 07 03 20 299 12.7 999 99.0 9999
2024 10 07 03 30 300 12.9 999 99.0 9999
2024 10 07 03 40 302 13.2 999 99.0 9999
2024 10 07 03 50 304 14.1 999 99.0 9999
2024 10 07 04 00 302 14.1 302 17.2 0359
2024 10 07 04 10 300 15.4 999 99.0 9999
2024 10 07 04 20 300 14.8 999 99.0 9999
2024 10 07 04 30 300 14.8 999 99.0 9999
2024 10 07 04 40 301 14.6 999 99.0 9999
2024 10 07 04 50 298 15.1 999 99.0 9999
2024 10 07 05 00 299 14.4 301 17.6 0407
2024 10 07 05 10 297 14.4 999 99.0 9999
2024 10 07 05 20 297 14.0 999 99.0 9999
2024 10 07 05 30 297 13.6 999 99.0 9999
2024 10 07 05 40 297 13.2 999 99.0 9999
2024 10 07 05 50 297 13.0 999 99.0 9999
2024 10 07 06 00 296 13.0 297 16.2 0505
2024 10 07 06 10 296 12.9 999 99.0 9999
2024 10 07 06 20 298 12.3 999 99.0 9999
2024 10 07 06 30 296 12.4 999 99.0 9999
2024 10 07 06 40 297 13.0 999 99.0 9999
2024 10 07 06 50 299 12.6 999 99.0 9999
2024 10 07 07 00 300 12.6 297 14.9 0639
2024 10 07 07 10 302 13.0 999 99.0 9999
2024 10 07 07 20 303 12.8 999 99.0 9999
2024 10 07 07 30 304 13.2 999 99.0 9999
2024 10 07 07 40 304 12.6 999 99.0 9999
2024 10 07 07 50 303 13.4 999 99.0 9999
2024 10 07 08 00 303 13.5 305 14.9 0740
2024 10 07 08 10 306 12.9 999 99.0 9999
2024 10 07 08 20 309 11.5 999 99.0 9999
2024 10 07 08 30 304 11.0 999 99.0 9999
2024 10 07 08 40 298 10.3 999 99.0 9999
2024 10 07 08 50 294  8.8 999 99.0 9999
2024 10 07 09 00 291  8.2 305 14.6 0800
2024 10 07 09 10 288  7.9 999 99.0 9999
2024 10 07 09 20 290  7.6 999 99.0 9999
2024 10 07 09 30 291  7.2 999 99.0 9999
2024 10 07 09 40 293  7.6 999 99.0 9999
2024 10 07 09 50 297  6.9 999 99.0 9999
2024 10 07 10 00 283  6.4 290  9.3 0900
2024 10 07 10 10 262  6.1 999 99.0 9999
2024 10 07 10 20 271  5.3 999 99.0 9999
2024 10 07 10 30 273  5.7 999 99.0 9999
2024 10 07 10 40 272  6.1 999 99.0 9999
2024 10 07 10 50 270  5.6 999 99.0 9999
2024 10 07 11 00 261  4.9 267  7.6 1003
2024 10 07 11 10 273  5.7 999 99.0 9999
2024 10 07 11 20 267  5.7 999 99.0 9999
2024 10 07 11 30 234  6.4 999 99.0 9999
2024 10 07 11 40 233  5.5 999 99.0 9999
2024 10 07 11 50 232  6.4 999 99.0 9999
2024 10 07 12 00 233  6.5 235  7.3 1145
2024 10 07 12 10 233  7.2 999 99.0 9999
2024 10 07 12 20 237  8.0 999 99.0 9999
2024 10 07 12 30 234  8.2 999 99.0 9999
2024 10 07 12 40 227  9.2 999 99.0 9999
2024 10 07 12 50 219  9.5 999 99.0 9999
2024 10 07 13 00 227  9.1 227 11.6 1259
2024 10 07 13 10 227 11.0 999 99.0 9999
2024 10 07 13 20 234 10.5 999 99.0 9999
2024 10 07 13 30 235 10.8 999 99.0 9999
2024 10 07 13 40 237 10.6 999 99.0 9999
2024 10 07 13 50 237 10.5 999 99.0 9999
2024 10 07 14 00 240 10.4 235 12.3 1329
2024 10 07 14 10 243 10.8 999 99.0 9999
2024 10 07 14 20 247 10.7 999 99.0 9999
2024 10 07 14 30 246 10.7 999 99.0 9999
2024 10 07 14 40 243 10.4 999 99.0 9999
2024 10 07 14 50 242 10.4 999 99.0 9999
2024 10 07 15 00 245  9.6 245 11.8 1416
2024 10 07 15 10 253  9.2 999 99.0 9999
2024 10 07 15 20 247  9.1 999 99.0 9999
2024 10 07 15 30 256  8.5 999 99.0 9999
2024 10 07 15 40 254  7.2 999 99.0 9999
2024 10 07 15 50 249  6.5 999 99.0 9999
2024 10 07 16 00 254  5.9 252 10.3 1507
2024 10 07 16 10 269  6.2 999 99.0 9999
2024 10 07 16 20 271  6.6 999 99.0 9999
2024 10 07 16 30 270  6.2 999 99.0 9999
2024 10 07 16 40 258  6.5 999 99.0 9999
2024 10 07 16 50 248  6.7 999 99.0 9999
2024 10 07 17 00 248  6.8 248  7.9 1655
2024 10 07 17 10 250  5.8 999 99.0 9999
2024 10 07 17 20 286  6.9 999 99.0 9999
2024 10 07 17 30 291  6.2 999 99.0 9999
2024 10 07 17 40 307  7.2 999 99.0 9999
2024 10 07 17 50 310  8.7 999 99.0 9999
2024 10 07 18 00 307  8.1 312  9.9 1743
2024 10 07 18 10 301  7.8 999 99.0 9999
2024 10 07 18 20 297  7.4 999 99.0 9999
2024 10 07 18 30 301  6.5 999 99.0 9999
2024 10 07 18 40 300  5.4 999 99.0 9999
2024 10 07 18 50 289  4.8 999 99.0 9999
2024 10 07 19 00 303  6.0 296  8.9 1818
2024 10 07 19 10 294  5.3 999 99.0 9999
2024 10 07 19 20 291  4.2 999 99.0 9999
2024 10 07 19 30 293  4.5 999 99.0 9999
2024 10 07 19 40 303  4.8 999 99.0 9999
2024 10 07 19 50 301  5.1 999 99.0 9999
2024 10 07 20 00 302  7.5 302  8.7 1959
2024 10 07 20 10 305  6.9 999 99.0 9999
2024 10 07 20 20 297  7.4 999 99.0 9999
2024 10 07 20 30 298  7.9 999 99.0 9999
2024 10 07 20 40 296  7.3 999 99.0 9999
2024 10 07 20 50 295  9.3 999 99.0 9999
2024 10 07 21 00 298  9.8 298 11.9 2059
2024 10 07 21 10 301 10.7 999 99.0 9999
2024 10 07 21 20 310 11.0 999 99.0 9999
2024 10 07 21 30 308 11.3 999 99.0 9999
2024 10 07 21 40 310 10.7 999 99.0 9999
2024 10 07 21 50 306 10.5 999 99.0 9999
2024 10 07 22 00 314  9.3 298 13.4 2140
2024 10 07 22 10 322  9.2 999 99.0 9999
2024 10 07 22 20 330  7.1 999 99.0 9999
2024 10 07 22 30 326  6.6 999 99.0 9999
2024 10 07 22 40 328  7.2 999 99.0 9999
2024 10 07 22 50 324  7.3 999 99.0 9999
2024 10 07 23 00 318  7.8 321 10.4 2203
2024 10 07 23 10 325  7.2 999 99.0 9999
2024 10 07 23 20 327  6.7 999 99.0 9999
2024 10 07 23 30 326  7.5 999 99.0 9999
2024 10 07 23 40 322  7.2 999 99.0 9999
2024 10 07 23 50 321  6.7 999 99.0 9999
2024 10 08 00 00 323  7.4 323  9.0 2359
2024 10 08 00 10 326  9.0 999 99.0 9999
2024 10 08 00 20 329  8.6 999 99.0 9999
2024 10 08 00 30 328  8.2 999 99.0 9999
2024 10 08 00 40 325  7.5 999 99.0 9999
2024 10 08 00 50 321  7.5 999 99.0 9999
2024 10 08 01 00 321  8.2 324 10.2 0005
2024 10 08 01 10 321  8.0 999 99.0 9999
2024 10 08 01 20 322  7.4 999 99.0 9999
2024 10 08 01 30 319  7.1 999 99.0 9999
2024 10 08 01 40 324  6.6 999 99.0 9999
2024 10 08 01 50 326  6.0 999 99.0 9999
2024 10 08 02 00 326  5.9 320  9.4 0100
2024 10 08 02 10 332  6.8 999 99.0 9999
2024 10 08 02 20 335  7.5 999 99.0 9999
2024 10 08 02 30 344  7.9 999 99.0 9999
2024 10 08 02 40 341  7.2 999 99.0 9999
2024 10 08 02 50 343  6.5 999 99.0 9999
2024 10 08 03 00 352  6.3 334 10.0 0218
2024 10 08 03 10 358  7.2 999 99.0 9999
2024 10 08 03 20 357  6.9 999 99.0 9999
2024 10 08 03 30 347  7.3 999 99.0 9999
2024 10 08 03 40 343  8.1 999 99.0 9999
2024 10 08 03 50 342  7.1 999 99.0 9999
2024 10 08 04 00 339  7.4 344  9.4 0333
2024 10 08 04 10 356  7.4 999 99.0 9999
2024 10 08 04 20 354  7.3 999 99.0 9999
2024 10 08 04 30 349  6.9 999 99.0 9999
2024 10 08 04 40 346  5.9 999 99.0 9999
2024 10 08 04 50 345  6.1 999 99.0 9999
2024 10 08 05 00 333  6.5 355  8.2 0418
2024 10 08 05 10 330  6.3 999 99.0 9999
2024 10 08 05 20 334  8.6 999 99.0 9999
2024 10 08 05 30 340  8.6 999 99.0 9999
2024 10 08 05 40 345  8.4 999 99.0 9999
2024 10 08 05 50 344  9.1 999 99.0 9999
2024 10 08 06 00 350  9.9 348 11.3 0557
2024 10 08 06 10 349 10.2 999 99.0 9999
2024 10 08 06 20 349 10.2 999 99.0 9999
2024 10 08 06 30 346  9.5 999 99.0 9999
2024 10 08 06 40 350  8.3 999 99.0 9999
2024 10 08 06 50 346  7.7 999 99.0 9999
2024 10 08 07 00 339  7.1 347 12.0 0620
2024 10 08 07 10 345  6.7 999 99.0 9999
2024 10 08 07 20 344  6.7 999 99.0 9999
2024 10 08 07 30 343  6.8 999 99.0 9999
2024 10 08 07 40 350  6.6 999 99.0 9999
2024 10 08 07 50 348  6.9 999 99.0 9999
2024 10 08 08 00 345  7.2 348  8.4 0736
2024 10 08 08 10 342  6.9 999 99.0 9999
2024 10 08 08 20 344  6.2 999 99.0 9999
2024 10 08 08 30 345  6.6 999 99.0 9999
2024 10 08 08 40 345  6.7 999 99.0 9999
2024 10 08 08 50 339  6.6 999 99.0 9999
2024 10 08 09 00 332  6.9 332  8.2 0856
2024 10 08 09 10 331  7.3 999 99.0 9999
2024 10 08 09 20 332  7.2 999 99.0 9999
2024 10 08 09 30 335  6.8 999 99.0 9999
2024 10 08 09 40 336  7.0 999 99.0 9999
2024 10 08 09 50 334  7.4 999 99.0 9999
2024 10 08 10 00 334  7.6 327  8.9 0901
2024 10 08 10 10 333  7.6 999 99.0 9999
2024 10 08 10 20 327  7.2 999 99.0 9999
2024 10 08 10 30 316  7.4 999 99.0 9999
2024 10 08 10 40 315  7.6 999 99.0 9999
2024 10 08 10 50 316  7.5 999 99.0 9999
2024 10 08 11 00 315  6.7 314  8.8 1041
2024 10 08 11 10 311  6.7 999 99.0 9999
2024 10 08 11 20 315  6.7 999 99.0 9999
2024 10 08 11 30 316  6.6 999 99.0 9999
2024 10 08 11 40 314  6.5 999 99.0 9999
2024 10 08 11 50 310  5.9 999 99.0 9999
2024 10 08 12 00 313  5.7 312  8.1 1105
2024 10 08 12 10 309  5.7 999 99.0 9999
2024 10 08 12 20 311  5.1 999 99.0 9999
2024 10 08 12 30 310  5.7 999 99.0 9999
2024 10 08 12 40 315  5.7 999 99.0 9999
2024 10 08 12 50 313  6.0 999 99.0 9999
2024 10 08 13 00 314  5.9 314  7.0 1245
2024 10 08 13 10 316  5.8 999 99.0 9999
2024 10 08 13 20 312  6.0 999 99.0 9999
2024 10 08 13 30 317  5.9 999 99.0 9999
2024 10 08 13 40 319  6.1 999 99.0 9999
2024 10 08 13 50 320  6.0 999 99.0 9999
2024 10 08 14 00 322  5.5 319  7.2 1339
2024 10 08 14 10 330  5.3 999 99.0 9999
2024 10 08 14 20 327  5.3 999 99.0 9999
2024 10 08 14 30 333  5.7 999 99.0 9999
2024 10 08 14 40 329  6.0 999 99.0 9999
2024 10 08 14 50 324  6.2 999 99.0 9999
2024 10 08 15 00 322  6.1 327  7.6 1445
2024 10 08 15 10 329  5.5 999 99.0 9999
2024 10 08 15 20 334  5.0 999 99.0 9999
2024 10 08 15 30 333  4.2 999 99.0 9999
2024 10 08 15 40 333  3.0 999 99.0 9999
2024 10 08 15 50 307  2.2 999 99.0 9999
2024 10 08 16 00 312  2.9 320  6.8 1501
2024 10 08 16 10 340  3.6 999 99.0 9999
2024 10 08 16 20 349  3.3 999 99.0 9999
2024 10 08 16 30  11  2.4 999 99.0 9999
2024 10 08 16 40  18  2.2 999 99.0 9999
2024 10 08 16 50   2  2.0 999 99.0 9999
2024 10 08 17 00 357  2.3 350  4.9 1611
2024 10 08 17 10 324  1.6 999 99.0 9999
2024 10 08 17 20 246  2.1 999 99.0 9999
2024 10 08 17 30 237  2.3 999 99.0 9999
2024 10 08 17 40 208  3.7 999 99.0 9999
2024 10 08 17 50 202  4.3 999 99.0 9999
2024 10 08 18 00 204  5.0 204  6.4 1759
2024 10 08 18 10 213  5.9 999 99.0 9999
2024 10 08 18 20 211  6.7 999 99.0 9999
2024 10 08 18 30 210  7.1 999 99.0 9999
2024 10 08 18 40 206  8.1 999 99.0 9999
2024 10 08 18 50 207  7.6 999 99.0 9999
2024 10 08 19 00 206  7.5 207  8.9 1832
2024 10 08 19 10 205  7.8 999 99.0 9999
2024 10 08 19 20 207  7.9 999 99.0 9999
2024 10 08 19 30 210  8.2 999 99.0 9999
2024 10 08 19 40 208  8.1 999 99.0 9999
2024 10 08 19 50 210  8.0 999 99.0 9999
2024 10 08 20 00 212  7.9 210  9.2 1921
2024 10 08 20 10 211  7.5 999 99.0 9999
2024 10 08 20 20 210  7.6 999 99.0 9999
2024 10 08 20 30 213  7.6 999 99.0 9999
2024 10 08 20 40 219  7.5 999 99.0 9999
2024 10 08 20 50 225  7.4 999 99.0 9999
2024 10 08 21 00 231  8.0 212  9.0 2025
2024 10 08 21 10 234  8.2 999 99.0 9999
2024 10 08 21 20 235  8.8 999 99.0 9999
2024 10 08 21 30 238  9.1 999 99.0 9999
2024 10 08 21 40 241  9.5 999 99.0 9999
2024 10 08 21 50 243  8.5 999 99.0 9999
2024 10 08 22 00 242  8.7 240 10.5 2130
2024 10 08 22 10 243  8.0 999 99.0 9999
2024 10 08 22 20 244  8.3 999 99.0 9999
2024 10 08 22 30 246  9.1 999 99.0 9999
2024 10 08 22 40 249  8.8 999 99.0 9999
2024 10 08 22 50 249  8.6 999 99.0 9999
2024 10 08 23 00 249  8.9 246 10.3 2241
2024 10 08 23 10 251  8.4 999 99.0 9999
2024 10 08 23 20 250  7.9 999 99.0 9999
2024 10 08 23 30 251  7.6 999 99.0 9999
2024 10 08 23 40 253  7.9 999 99.0 9999
2024 10 08 23 50 251  7.7 999 99.0 9999
2024 10 09 00 00 252  7.7 249  9.8 2300
2024 10 09 00 10 255  7.3 999 99.0 9999
2024 10 09 00 20 258  6.8 999 99.0 9999
2024 10 09 00 30 258  6.6 999 99.0 9999
2024 10 09 00 40 261  6.5 999 99.0 9999
2024 10 09 00 50 266  5.8 999 99.0 9999
2024 10 09 01 00 269  5.7 255  8.3 0000
2024 10 09 01 10 278  5.3 999 99.0 9999
2024 10 09 01 20 285  4.8 999 99.0 9999
2024 10 09 01 30 295  4.4 999 99.0 9999
2024 10 09 01 40 309  4.5 999 99.0 9999
2024 10 09 01 50 342  5.7 999 99.0 9999
2024 10 09 02 00 357  8.8 359 10.2 0153
2024 10 09 02 10 354  8.3 999 99.0 9999
2024 10 09 02 20 354  8.2 999 99.0 9999
2024 10 09 02 30 357  8.1 999 99.0 9999
2024 10 09 02 40 359  8.2 999 99.0 9999
2024 10 09 02 50   1  8.0 999 99.0 9999
2024 10 09 03 00   4  8.1 358  9.4 0236
2024 10 09 03 10   9  9.4 999 99.0 9999
2024 10 09 03 20   8 10.0 999 99.0 9999
2024 10 09 03 30   8 10.7 999 99.0 9999
2024 10 09 03 40   7 10.0 999 99.0 9999
2024 10 09 03 50   3  9.8 999 99.0 9999
2024 10 09 04 00   4  8.4   9 12.5 0332
2024 10 09 04 10   6  8.9 999 99.0 9999
2024 10 09 04 20  11  9.1 999 99.0 9999
2024 10 09 04 30  11  9.0 999 99.0 9999
2024 10 09 04 40   9  8.5 999 99.0 9999
2024 10 09 04 50   3  8.0 999 99.0 9999
2024 10 09 05 00   1  7.6  11 10.3 0419
2024 10 09 05 10   0  7.8 999 99.0 9999
2024 10 09 05 20 359  7.3 999 99.0 9999
2024 10 09 05 30 359  6.7 999 99.0 9999
2024 10 09 05 40   1  6.4 999 99.0 9999
2024 10 09 05 50 353  6.2 999 99.0 9999
2024 10 09 06 00 346  6.2 359  9.7 0501
2024 10 09 06 10 344  6.0 999 99.0 9999
2024 10 09 06 20 344  6.3 999 99.0 9999
2024 10 09 06 30 349  6.8 999 99.0 9999
2024 10 09 06 40 353  6.7 999 99.0 9999
2024 10 09 06 50 354  6.3 999 99.0 9999
2024 10 09 07 00 353  6.8 350  7.8 0653
2024 10 09 07 10 354  6.4 999 99.0 9999
2024 10 09 07 20 354  6.3 999 99.0 9999
2024 10 09 07 30 352  6.0 999 99.0 9999
2024 10 09 07 40 352  5.7 999 99.0 9999
2024 10 09 07 50 351  5.5 999 99.0 9999
2024 10 09 08 00 347  5.5 356  7.4 0702
2024 10 09 08 10 354  5.8 999 99.0 9999
2024 10 09 08 20 348  5.9 999 99.0 9999
2024 10 09 08 30 342  6.4 999 99.0 9999
2024 10 09 08 40 342  6.0 999 99.0 9999
2024 10 09 08 50 343  6.0 999 99.0 9999
2024 10 09 09 00 347  5.9 343  7.7 0826
2024 10 09 09 10 338  5.9 999 99.0 9999
2024 10 09 09 20 336  6.1 999 99.0 9999
2024 10 09 09 30 338  6.3 999 99.0 9999
2024 10 09 09 40 341  6.5 999 99.0 9999
2024 10 09 09 50 342  6.4 999 99.0 9999
