#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2024 02 16 22 10 318  6.9 999 99.0 9999
2024 02 16 22 20 327  7.3 999 99.0 9999
2024 02 16 22 30 318  7.2 999 99.0 9999
2024 02 16 22 40 330  7.5 999 99.0 9999
2024 02 16 22 50 328  7.3 999 99.0 9999
2024 02 16 23 00 322  6.7 330  9.9 2237
2024 02 16 23 10 324  6.9 999 99.0 9999
2024 02 16 23 20 324  7.4 999 99.0 9999
2024 02 16 23 30 317  7.5 999 99.0 9999
2024 02 16 23 40 315  8.1 999 99.0 9999
2024 02 16 23 50 315  7.8 999 99.0 9999
2024 02 17 00 00 310  8.0 316 11.3 2344
2024 02 17 00 10 316  9.4 999 99.0 9999
2024 02 17 00 20 314  9.5 999 99.0 9999
2024 02 17 00 30 318  9.0 999 99.0 9999
2024 02 17 00 40 323  9.6 999 99.0 9999
2024 02 17 00 50 325  8.9 999 99.0 9999
2024 02 17 01 00 325  9.9 317 12.7 0006
2024 02 17 01 10 320 10.1 999 99.0 9999
2024 02 17 01 20 312 10.9 999 99.0 9999
2024 02 17 01 30 321 10.1 999 99.0 9999
2024 02 17 01 40 320 10.3 999 99.0 9999
2024 02 17 01 50 327 11.4 999 99.0 9999
2024 02 17 02 00 321 11.0 309 14.0 0116
2024 02 17 02 10 325 11.2 999 99.0 9999
2024 02 17 02 20 323 10.4 999 99.0 9999
2024 02 17 02 30 328 10.1 999 99.0 9999
2024 02 17 02 40 334  9.9 999 99.0 9999
2024 02 17 02 50 331  9.6 999 99.0 9999
2024 02 17 03 00 327  9.5 321 13.5 0205
2024 02 17 03 10 329 10.1 999 99.0 9999
2024 02 17 03 20 333  9.2 999 99.0 9999
2024 02 17 03 30 330  9.2 999 99.0 9999
2024 02 17 03 40 325  9.0 999 99.0 9999
2024 02 17 03 50 334  9.1 999 99.0 9999
2024 02 17 04 00 327  9.0 329 12.4 0309
2024 02 17 04 10 327  8.1 999 99.0 9999
2024 02 17 04 20 338  8.1 999 99.0 9999
2024 02 17 04 30 339  8.5 999 99.0 9999
2024 02 17 04 40 329  7.5 999 99.0 9999
2024 02 17 04 50 332  7.6 999 99.0 9999
2024 02 17 05 00 323  9.0 318 11.3 0456
2024 02 17 05 10 333  8.3 999 99.0 9999
2024 02 17 05 20 336  8.5 999 99.0 9999
2024 02 17 05 30 336  8.6 999 99.0 9999
2024 02 17 05 40 333  8.4 999 99.0 9999
2024 02 17 05 50 331  8.2 999 99.0 9999
2024 02 17 06 00 323  9.3 322 11.5 0556
2024 02 17 06 10 333  8.9 999 99.0 9999
2024 02 17 06 20 336  7.3 999 99.0 9999
2024 02 17 06 30 331  7.0 999 99.0 9999
2024 02 17 06 40 336  6.6 999 99.0 9999
2024 02 17 06 50 326  6.4 999 99.0 9999
2024 02 17 07 00 326  5.7 323 11.4 0601
2024 02 17 07 10 313  5.1 999 99.0 9999
2024 02 17 07 20 301  6.5 999 99.0 9999
2024 02 17 07 30 296  7.6 999 99.0 9999
2024 02 17 07 40 300  6.0 999 99.0 9999
2024 02 17 07 50 302  6.0 999 99.0 9999
2024 02 17 08 00 309  4.2 296  9.4 0725
2024 02 17 08 10 316  5.0 999 99.0 9999
2024 02 17 08 20 298  5.9 999 99.0 9999
2024 02 17 08 30 310  5.9 999 99.0 9999
2024 02 17 08 40 303  6.1 999 99.0 9999
2024 02 17 08 50 321  6.2 999 99.0 9999
2024 02 17 09 00 316  4.7 304  8.4 0835
2024 02 17 09 10 296  5.0 999 99.0 9999
2024 02 17 09 20 293  5.6 999 99.0 9999
2024 02 17 09 30 299  5.9 999 99.0 9999
2024 02 17 09 40 310  6.5 999 99.0 9999
2024 02 17 09 50 286  5.7 999 99.0 9999
2024 02 17 10 00 294  5.6 310  8.4 0934
2024 02 17 10 10 294  5.8 999 99.0 9999
2024 02 17 10 20 280  6.3 999 99.0 9999
2024 02 17 10 30 274  5.5 999 99.0 9999
2024 02 17 10 40 269  6.0 999 99.0 9999
2024 02 17 10 50 271  6.5 999 99.0 9999
2024 02 17 11 00 270  6.6 268 10.0 1053
2024 02 17 11 10 274  6.9 999 99.0 9999
2024 02 17 11 20 255  7.5 999 99.0 9999
2024 02 17 11 30 252  8.7 999 99.0 9999
2024 02 17 11 40 270 10.3 999 99.0 9999
2024 02 17 11 50 269  9.9 999 99.0 9999
2024 02 17 12 00 270 10.3 264 13.0 1150
2024 02 17 12 10 268  9.5 999 99.0 9999
2024 02 17 12 20 272 10.3 999 99.0 9999
2024 02 17 12 30 259  8.4 999 99.0 9999
2024 02 17 12 40 255  9.2 999 99.0 9999
2024 02 17 12 50 254  9.3 999 99.0 9999
2024 02 17 13 00 255 10.3 253 13.1 1251
2024 02 17 13 10 259 10.9 999 99.0 9999
2024 02 17 13 20 261 11.0 999 99.0 9999
2024 02 17 13 30 254 11.4 999 99.0 9999
2024 02 17 13 40 255 10.7 999 99.0 9999
2024 02 17 13 50 254 11.1 999 99.0 9999
2024 02 17 14 00 255 11.0 256 15.0 1312
2024 02 17 14 10 256 11.4 999 99.0 9999
2024 02 17 14 20 248 11.5 999 99.0 9999
2024 02 17 14 30 246 11.0 999 99.0 9999
2024 02 17 14 40 249 11.9 999 99.0 9999
2024 02 17 14 50 257 11.5 999 99.0 9999
2024 02 17 15 00 263 11.1 255 14.2 1444
2024 02 17 15 10 262 11.3 999 99.0 9999
2024 02 17 15 20 251 12.2 999 99.0 9999
2024 02 17 15 30 251 13.0 999 99.0 9999
2024 02 17 15 40 252 13.4 999 99.0 9999
2024 02 17 15 50 246 14.6 999 99.0 9999
2024 02 17 16 00 249 14.3 253 16.9 1538
2024 02 17 16 10 247 14.9 999 99.0 9999
2024 02 17 16 20 246 14.9 999 99.0 9999
2024 02 17 16 30 245 14.9 999 99.0 9999
2024 02 17 16 40 247 15.9 999 99.0 9999
2024 02 17 16 50 245 15.7 999 99.0 9999
2024 02 17 17 00 243 16.2 244 18.5 1652
2024 02 17 17 10 241 16.7 999 99.0 9999
2024 02 17 17 20 238 16.5 999 99.0 9999
2024 02 17 17 30 243 17.3 999 99.0 9999
2024 02 17 17 40 246 16.8 999 99.0 9999
2024 02 17 17 50 244 17.9 999 99.0 9999
2024 02 17 18 00 247 17.8 244 19.9 1754
2024 02 17 18 10 244 16.8 999 99.0 9999
2024 02 17 18 20 242 16.9 999 99.0 9999
2024 02 17 18 30 248 17.1 999 99.0 9999
2024 02 17 18 40 249 16.6 999 99.0 9999
2024 02 17 18 50 250 15.7 999 99.0 9999
2024 02 17 19 00 248 16.3 247 20.0 1823
2024 02 17 19 10 248 16.5 999 99.0 9999
2024 02 17 19 20 252 15.6 999 99.0 9999
2024 02 17 19 30 251 15.0 999 99.0 9999
2024 02 17 19 40 253 15.5 999 99.0 9999
2024 02 17 19 50 255 15.2 999 99.0 9999
2024 02 17 20 00 254 14.7 253 18.5 1903
2024 02 17 20 10 256 15.1 999 99.0 9999
2024 02 17 20 20 255 14.6 999 99.0 9999
2024 02 17 20 30 257 14.2 999 99.0 9999
2024 02 17 20 40 260 13.0 999 99.0 9999
2024 02 17 20 50 265 12.2 999 99.0 9999
2024 02 17 21 00 263 12.0 252 18.3 2001
2024 02 17 21 10 267 11.6 999 99.0 9999
2024 02 17 21 20 274 10.3 999 99.0 9999
2024 02 17 21 30 277  9.9 999 99.0 9999
2024 02 17 21 40 292  9.7 999 99.0 9999
2024 02 17 21 50 304 10.0 999 99.0 9999
2024 02 17 22 00 299  9.9 268 14.0 2100
2024 02 17 22 10 298  9.7 999 99.0 9999
2024 02 17 22 20 289 10.6 999 99.0 9999
2024 02 17 22 30 294  9.7 999 99.0 9999
2024 02 17 22 40 288 10.3 999 99.0 9999
2024 02 17 22 50 290 10.8 999 99.0 9999
2024 02 17 23 00 292 11.6 292 13.9 2254
2024 02 17 23 10 286 11.5 999 99.0 9999
2024 02 17 23 20 292 11.9 999 99.0 9999
2024 02 17 23 30 298 11.9 999 99.0 9999
2024 02 17 23 40 292 10.8 999 99.0 9999
2024 02 17 23 50 293 11.1 999 99.0 9999
2024 02 18 00 00 294 10.8 287 15.4 2308
2024 02 18 00 10 292 10.2 999 99.0 9999
2024 02 18 00 20 295 10.3 999 99.0 9999
2024 02 18 00 30 290  9.0 999 99.0 9999
2024 02 18 00 40 286  8.5 999 99.0 9999
2024 02 18 00 50 289  9.2 999 99.0 9999
2024 02 18 01 00 284  9.5 292 13.4 0005
2024 02 18 01 10 288 10.2 999 99.0 9999
2024 02 18 01 20 286  9.4 999 99.0 9999
2024 02 18 01 30 288 10.0 999 99.0 9999
2024 02 18 01 40 280 10.0 999 99.0 9999
2024 02 18 01 50 283  9.7 999 99.0 9999
2024 02 18 02 00 283 10.0 284 12.5 0102
2024 02 18 02 10 282 10.8 999 99.0 9999
2024 02 18 02 20 284 11.2 999 99.0 9999
2024 02 18 02 30 282 11.3 999 99.0 9999
2024 02 18 02 40 286 11.4 999 99.0 9999
2024 02 18 02 50 283 11.6 999 99.0 9999
2024 02 18 03 00 283 11.2 284 13.8 0240
2024 02 18 03 10 285 10.9 999 99.0 9999
2024 02 18 03 20 285 10.7 999 99.0 9999
2024 02 18 03 30 288 10.9 999 99.0 9999
2024 02 18 03 40 291 10.4 999 99.0 9999
2024 02 18 03 50 294 10.2 999 99.0 9999
2024 02 18 04 00 289 11.1 284 13.1 0312
2024 02 18 04 10 290 10.6 999 99.0 9999
2024 02 18 04 20 287 10.8 999 99.0 9999
2024 02 18 04 30 289  9.9 999 99.0 9999
2024 02 18 04 40 288 10.0 999 99.0 9999
2024 02 18 04 50 290 10.6 999 99.0 9999
2024 02 18 05 00 290 10.1 289 13.5 0447
2024 02 18 05 10 289 11.5 999 99.0 9999
2024 02 18 05 20 296 11.3 999 99.0 9999
2024 02 18 05 30 303 10.5 999 99.0 9999
2024 02 18 05 40 305 11.9 999 99.0 9999
2024 02 18 05 50 309 12.3 999 99.0 9999
2024 02 18 06 00 309 12.0 305 15.3 0538
2024 02 18 06 10 310 12.9 999 99.0 9999
2024 02 18 06 20 309 12.5 999 99.0 9999
2024 02 18 06 30 305 12.5 999 99.0 9999
2024 02 18 06 40 308 12.8 999 99.0 9999
2024 02 18 06 50 308 12.7 999 99.0 9999
2024 02 18 07 00 309 13.3 311 15.4 0603
2024 02 18 07 10 308 13.3 999 99.0 9999
2024 02 18 07 20 305 12.9 999 99.0 9999
2024 02 18 07 30 299 12.3 999 99.0 9999
2024 02 18 07 40 295 10.8 999 99.0 9999
2024 02 18 07 50 295  9.7 999 99.0 9999
2024 02 18 08 00 296 10.8 302 15.0 0722
2024 02 18 08 10 299 12.2 999 99.0 9999
2024 02 18 08 20 304 12.1 999 99.0 9999
2024 02 18 08 30 307 12.9 999 99.0 9999
2024 02 18 08 40 305 13.5 999 99.0 9999
2024 02 18 08 50 304 13.4 999 99.0 9999
2024 02 18 09 00 308 13.3 303 16.1 0852
2024 02 18 09 10 306 13.1 999 99.0 9999
2024 02 18 09 20 308 12.9 999 99.0 9999
2024 02 18 09 30 308 12.2 999 99.0 9999
2024 02 18 09 40 306 12.3 999 99.0 9999
2024 02 18 09 50 310 11.9 999 99.0 9999
2024 02 18 10 00 308 11.3 307 15.3 0936
2024 02 18 10 10 309 10.7 999 99.0 9999
2024 02 18 10 20 310 10.5 999 99.0 9999
2024 02 18 10 30 309 10.9 999 99.0 9999
2024 02 18 10 40 308 10.5 999 99.0 9999
2024 02 18 10 50 306 10.3 999 99.0 9999
2024 02 18 11 00 307 10.7 310 13.2 1027
2024 02 18 11 10 310 10.9 999 99.0 9999
2024 02 18 11 20 316 10.4 999 99.0 9999
2024 02 18 11 30 312 11.5 999 99.0 9999
2024 02 18 11 40 320 10.9 999 99.0 9999
2024 02 18 11 50 317  9.9 999 99.0 9999
2024 02 18 12 00 316 10.0 316 14.0 1121
2024 02 18 12 10 319 10.1 999 99.0 9999
2024 02 18 12 20 317 12.0 999 99.0 9999
2024 02 18 12 30 315 10.2 999 99.0 9999
2024 02 18 12 40 316 10.7 999 99.0 9999
2024 02 18 12 50 315 11.8 999 99.0 9999
2024 02 18 13 00 322 11.7 320 14.9 1251
2024 02 18 13 10 340 14.6 999 99.0 9999
2024 02 18 13 20 349 16.5 999 99.0 9999
2024 02 18 13 30 343 15.2 999 99.0 9999
2024 02 18 13 40 343 14.7 999 99.0 9999
2024 02 18 13 50 347 13.8 999 99.0 9999
2024 02 18 14 00 342 13.7 329 21.1 1305
2024 02 18 14 10 340 12.5 999 99.0 9999
2024 02 18 14 20 343 12.8 999 99.0 9999
2024 02 18 14 30 344 12.8 999 99.0 9999
2024 02 18 14 40 345 13.2 999 99.0 9999
2024 02 18 14 50 344 11.3 999 99.0 9999
2024 02 18 15 00 344 11.2 342 16.9 1424
2024 02 18 15 10 347 10.3 999 99.0 9999
2024 02 18 15 20 345 10.5 999 99.0 9999
2024 02 18 15 30 340 11.5 999 99.0 9999
2024 02 18 15 40 341 11.1 999 99.0 9999
2024 02 18 15 50 359  9.7 999 99.0 9999
2024 02 18 16 00   3  8.9 343 13.5 1502
2024 02 18 16 10   0  9.8 999 99.0 9999
2024 02 18 16 20 358  8.6 999 99.0 9999
2024 02 18 16 30 355  9.2 999 99.0 9999
2024 02 18 16 40 347 10.1 999 99.0 9999
2024 02 18 16 50 339 10.3 999 99.0 9999
2024 02 18 17 00 345  9.0 350 13.0 1637
2024 02 18 17 10 345  8.5 999 99.0 9999
2024 02 18 17 20 345  8.8 999 99.0 9999
2024 02 18 17 30 340  8.0 999 99.0 9999
2024 02 18 17 40 340  8.7 999 99.0 9999
2024 02 18 17 50 345  8.4 999 99.0 9999
2024 02 18 18 00 344  8.6 346 11.6 1707
2024 02 18 18 10 337  8.1 999 99.0 9999
2024 02 18 18 20 340  9.5 999 99.0 9999
2024 02 18 18 30 342  9.3 999 99.0 9999
2024 02 18 18 40 334  8.9 999 99.0 9999
2024 02 18 18 50 341  7.9 999 99.0 9999
2024 02 18 19 00 340  8.8 343 12.3 1826
2024 02 18 19 10 342  8.9 999 99.0 9999
2024 02 18 19 20 345  8.2 999 99.0 9999
2024 02 18 19 30 344  8.1 999 99.0 9999
2024 02 18 19 40 347  8.0 999 99.0 9999
2024 02 18 19 50 340  6.8 999 99.0 9999
2024 02 18 20 00 337  6.3 345 11.0 1919
2024 02 18 20 10 348  5.9 999 99.0 9999
2024 02 18 20 20 345  5.9 999 99.0 9999
2024 02 18 20 30 350  5.5 999 99.0 9999
2024 02 18 20 40 355  4.6 999 99.0 9999
2024 02 18 20 50   4  3.8 999 99.0 9999
2024 02 18 21 00 340  4.1 349  7.1 2001
2024 02 18 21 10 353  3.6 999 99.0 9999
2024 02 18 21 20 348  3.4 999 99.0 9999
2024 02 18 21 30 330  4.8 999 99.0 9999
2024 02 18 21 40 327  6.7 999 99.0 9999
2024 02 18 21 50 316  6.4 999 99.0 9999
2024 02 18 22 00 317  6.5 319  8.4 2146
2024 02 18 22 10 334  6.9 999 99.0 9999
2024 02 18 22 20 331  6.5 999 99.0 9999
2024 02 18 22 30 331  6.3 999 99.0 9999
2024 02 18 22 40 330  6.7 999 99.0 9999
2024 02 18 22 50 331  6.8 999 99.0 9999
2024 02 18 23 00 336  7.1 332  9.1 2228
2024 02 18 23 10 331  7.2 999 99.0 9999
2024 02 18 23 20 333  6.5 999 99.0 9999
2024 02 18 23 30 355  5.9 999 99.0 9999
2024 02 18 23 40 357  6.2 999 99.0 9999
2024 02 18 23 50   5  6.4 999 99.0 9999
2024 02 19 00 00 358  6.3 338  8.6 2303
2024 02 19 00 10 358  6.8 999 99.0 9999
2024 02 19 00 20 359  7.2 999 99.0 9999
2024 02 19 00 30 359  7.3 999 99.0 9999
2024 02 19 00 40 356  7.2 999 99.0 9999
2024 02 19 00 50   3  7.7 999 99.0 9999
2024 02 19 01 00   4  8.0   2  9.3 0044
2024 02 19 01 10   2  7.6 999 99.0 9999
2024 02 19 01 20   3  8.3 999 99.0 9999
2024 02 19 01 30   3  8.0 999 99.0 9999
2024 02 19 01 40   1  8.4 999 99.0 9999
2024 02 19 01 50   7  8.3 999 99.0 9999
2024 02 19 02 00   4  8.3   3 10.6 0131
2024 02 19 02 10   3  8.1 999 99.0 9999
2024 02 19 02 20   6  8.8 999 99.0 9999
2024 02 19 02 30   6  9.4 999 99.0 9999
2024 02 19 02 40   7  9.7 999 99.0 9999
2024 02 19 02 50   6  9.3 999 99.0 9999
2024 02 19 03 00   7  8.8   6 11.0 0229
2024 02 19 03 10  12  8.8 999 99.0 9999
2024 02 19 03 20  10  8.9 999 99.0 9999
2024 02 19 03 30  16  9.0 999 99.0 9999
2024 02 19 03 40  34  8.5 999 99.0 9999
2024 02 19 03 50  34  8.1 999 99.0 9999
2024 02 19 04 00  35  7.8   9 11.0 0323
2024 02 19 04 10  42  7.6 999 99.0 9999
2024 02 19 04 20  45  6.5 999 99.0 9999
2024 02 19 04 30  55  8.1 999 99.0 9999
2024 02 19 04 40  66  6.7 999 99.0 9999
2024 02 19 04 50  74  6.7 999 99.0 9999
2024 02 19 05 00  88  7.1  54 10.0 0424
2024 02 19 05 10  85  7.4 999 99.0 9999
2024 02 19 05 20  89  7.6 999 99.0 9999
2024 02 19 05 30  90  7.6 999 99.0 9999
2024 02 19 05 40  81  6.8 999 99.0 9999
2024 02 19 05 50  87  7.1 999 99.0 9999
2024 02 19 06 00  90  6.3  98  9.1 0522
2024 02 19 06 10  94  7.1 999 99.0 9999
2024 02 19 06 20  93  7.7 999 99.0 9999
2024 02 19 06 30  95  7.4 999 99.0 9999
2024 02 19 06 40  92  7.1 999 99.0 9999
2024 02 19 06 50  96  7.1 999 99.0 9999
2024 02 19 07 00  89  6.8  94  8.9 0614
2024 02 19 07 10  89  6.5 999 99.0 9999
2024 02 19 07 20  85  6.4 999 99.0 9999
2024 02 19 07 30  82  6.1 999 99.0 9999
2024 02 19 07 40  76  5.8 999 99.0 9999
2024 02 19 07 50  69  5.1 999 99.0 9999
2024 02 19 08 00  73  5.1  89  7.3 0700
2024 02 19 08 10  63  5.0 999 99.0 9999
2024 02 19 08 20  61  5.0 999 99.0 9999
2024 02 19 08 30  64  4.6 999 99.0 9999
2024 02 19 08 40  66  4.7 999 99.0 9999
2024 02 19 08 50  69  5.1 999 99.0 9999
2024 02 19 09 00  54  5.3  54  6.4 0855
2024 02 19 09 10  57  5.6 999 99.0 9999
2024 02 19 09 20  62  5.3 999 99.0 9999
2024 02 19 09 30  59  5.5 999 99.0 9999
2024 02 19 09 40  66  5.7 999 99.0 9999
2024 02 19 09 50  63  5.4 999 99.0 9999
2024 02 19 10 00  66  5.3  56  6.9 0906
2024 02 19 10 10  62  5.3 999 99.0 9999
2024 02 19 10 20  58  5.1 999 99.0 9999
2024 02 19 10 30  62  5.4 999 99.0 9999
2024 02 19 10 40  60  5.2 999 99.0 9999
2024 02 19 10 50  62  5.6 999 99.0 9999
2024 02 19 11 00  57  5.9  64  6.7 1051
2024 02 19 11 10  61  6.1 999 99.0 9999
2024 02 19 11 20  72  6.5 999 99.0 9999
2024 02 19 11 30  78  6.6 999 99.0 9999
2024 02 19 11 40  69  6.7 999 99.0 9999
2024 02 19 11 50  71  6.8 999 99.0 9999
2024 02 19 12 00  79  6.9  69  7.8 1147
2024 02 19 12 10  74  6.8 999 99.0 9999
2024 02 19 12 20  71  6.9 999 99.0 9999
2024 02 19 12 30  68  7.0 999 99.0 9999
2024 02 19 12 40  70  6.9 999 99.0 9999
2024 02 19 12 50  71  6.8 999 99.0 9999
2024 02 19 13 00  74  6.9  73  8.0 1252
2024 02 19 13 10  69  6.9 999 99.0 9999
2024 02 19 13 20  74  6.9 999 99.0 9999
2024 02 19 13 30  71  6.7 999 99.0 9999
2024 02 19 13 40  71  6.8 999 99.0 9999
2024 02 19 13 50  67  6.6 999 99.0 9999
2024 02 19 14 00  70  6.0  68  7.9 1303
2024 02 19 14 10  67  6.0 999 99.0 9999
2024 02 19 14 20  70  6.0 999 99.0 9999
2024 02 19 14 30  71  5.8 999 99.0 9999
2024 02 19 14 40  67  5.9 999 99.0 9999
2024 02 19 14 50  64  5.4 999 99.0 9999
2024 02 19 15 00  60  4.6  70  7.2 1416
2024 02 19 15 10  61  4.0 999 99.0 9999
2024 02 19 15 20  62  3.8 999 99.0 9999
2024 02 19 15 30  45  4.2 999 99.0 9999
2024 02 19 15 40  45  4.8 999 99.0 9999
2024 02 19 15 50  40  5.4 999 99.0 9999
2024 02 19 16 00  39  5.3  39  6.6 1558
2024 02 19 16 10  36  5.6 999 99.0 9999
2024 02 19 16 20  41  5.8 999 99.0 9999
2024 02 19 16 30  39  6.5 999 99.0 9999
2024 02 19 16 40  32  6.7 999 99.0 9999
2024 02 19 16 50  34  7.3 999 99.0 9999
2024 02 19 17 00  40  6.8  34  8.3 1645
2024 02 19 17 10  41  6.9 999 99.0 9999
2024 02 19 17 20  39  7.5 999 99.0 9999
2024 02 19 17 30  40  7.1 999 99.0 9999
2024 02 19 17 40  39  7.1 999 99.0 9999
2024 02 19 17 50  39  7.1 999 99.0 9999
2024 02 19 18 00  40  6.9  40  8.8 1716
2024 02 19 18 10  41  6.8 999 99.0 9999
2024 02 19 18 20  43  6.6 999 99.0 9999
2024 02 19 18 30  42  7.0 999 99.0 9999
2024 02 19 18 40  43  6.8 999 99.0 9999
2024 02 19 18 50  41  6.6 999 99.0 9999
2024 02 19 19 00  38  6.0  42  8.6 1824
2024 02 19 19 10  34  5.9 999 99.0 9999
2024 02 19 19 20  37  6.0 999 99.0 9999
2024 02 19 19 30  37  5.9 999 99.0 9999
2024 02 19 19 40  43  6.1 999 99.0 9999
2024 02 19 19 50  40  5.6 999 99.0 9999
2024 02 19 20 00  43  5.6  37  7.7 1924
2024 02 19 20 10  43  6.1 999 99.0 9999
2024 02 19 20 20  48  6.1 999 99.0 9999
2024 02 19 20 30  47  4.7 999 99.0 9999
2024 02 19 20 40  45  5.1 999 99.0 9999
2024 02 19 20 50  45  4.1 999 99.0 9999
2024 02 19 21 00  79  3.9  40  7.4 2001
2024 02 19 21 10 100  3.6 999 99.0 9999
2024 02 19 21 20 114  4.3 999 99.0 9999
2024 02 19 21 30 116  4.3 999 99.0 9999
2024 02 19 21 40 120  4.0 999 99.0 9999
2024 02 19 21 50 123  3.9 999 99.0 9999
2024 02 19 22 00 121  3.8 113  5.6 2116
2024 02 19 22 10 117  4.4 999 99.0 9999
2024 02 19 22 20 109  4.1 999 99.0 9999
2024 02 19 22 30 105  4.3 999 99.0 9999
2024 02 19 22 40 113  4.6 999 99.0 9999
2024 02 19 22 50 112  4.9 999 99.0 9999
2024 02 19 23 00 110  5.4 102  6.4 2250
2024 02 19 23 10 111  6.0 999 99.0 9999
2024 02 19 23 20 142  2.2 999 99.0 9999
2024 02 19 23 30 124  3.1 999 99.0 9999
2024 02 19 23 40 118  3.8 999 99.0 9999
2024 02 19 23 50 107  5.2 999 99.0 9999
2024 02 20 00 00  99  5.9 109  7.8 2308
2024 02 20 00 10  96  5.9 999 99.0 9999
2024 02 20 00 20  97  6.2 999 99.0 9999
2024 02 20 00 30  97  7.2 999 99.0 9999
2024 02 20 00 40  97  7.1 999 99.0 9999
2024 02 20 00 50  96  7.3 999 99.0 9999
2024 02 20 01 00  96  7.3  97  8.5 0048
2024 02 20 01 10  90  7.2 999 99.0 9999
2024 02 20 01 20  88  7.1 999 99.0 9999
2024 02 20 01 30  85  7.2 999 99.0 9999
2024 02 20 01 40  82  6.9 999 99.0 9999
2024 02 20 01 50  82  6.9 999 99.0 9999
2024 02 20 02 00  81  6.3  92  8.9 0103
2024 02 20 02 10  81  5.7 999 99.0 9999
2024 02 20 02 20  78  5.5 999 99.0 9999
2024 02 20 02 30  79  5.5 999 99.0 9999
2024 02 20 02 40  75  5.2 999 99.0 9999
2024 02 20 02 50  69  5.3 999 99.0 9999
2024 02 20 03 00  70  5.5  84  6.8 0200
2024 02 20 03 10  73  5.5 999 99.0 9999
2024 02 20 03 20  67  5.8 999 99.0 9999
2024 02 20 03 30  66  6.0 999 99.0 9999
2024 02 20 03 40  66  6.0 999 99.0 9999
2024 02 20 03 50  67  5.8 999 99.0 9999
2024 02 20 04 00  68  5.7  64  7.0 0331
2024 02 20 04 10  68  5.5 999 99.0 9999
2024 02 20 04 20  70  5.4 999 99.0 9999
2024 02 20 04 30  70  5.0 999 99.0 9999
2024 02 20 04 40  71  5.0 999 99.0 9999
2024 02 20 04 50  78  4.6 999 99.0 9999
2024 02 20 05 00  81  4.7  68  6.4 0402
2024 02 20 05 10  82  4.9 999 99.0 9999
2024 02 20 05 20  86  4.8 999 99.0 9999
2024 02 20 05 30  87  4.7 999 99.0 9999
2024 02 20 05 40 106  5.5 999 99.0 9999
2024 02 20 05 50 119  7.4 999 99.0 9999
2024 02 20 06 00 109  6.1 119  9.3 0549
2024 02 20 06 10 102  5.6 999 99.0 9999
2024 02 20 06 20  75  5.1 999 99.0 9999
2024 02 20 06 30  70  4.7 999 99.0 9999
2024 02 20 06 40  76  4.7 999 99.0 9999
2024 02 20 06 50  88  4.1 999 99.0 9999
2024 02 20 07 00  84  4.1 115  7.8 0602
2024 02 20 07 10 120  6.9 999 99.0 9999
2024 02 20 07 20 121  7.3 999 99.0 9999
2024 02 20 07 30 128  7.5 999 99.0 9999
2024 02 20 07 40 131  7.3 999 99.0 9999
2024 02 20 07 50 122  6.9 999 99.0 9999
2024 02 20 08 00 102  6.2 126  9.9 0724
2024 02 20 08 10  82  5.3 999 99.0 9999
2024 02 20 08 20  79  4.7 999 99.0 9999
2024 02 20 08 30  87  4.6 999 99.0 9999
2024 02 20 08 40 115  5.0 999 99.0 9999
2024 02 20 08 50 134  7.4 999 99.0 9999
2024 02 20 09 00 134  7.2 136  9.4 0851
2024 02 20 09 10 135  7.0 999 99.0 9999
2024 02 20 09 20 140  7.3 999 99.0 9999
2024 02 20 09 30 139  7.2 999 99.0 9999
2024 02 20 09 40 138  6.7 999 99.0 9999
2024 02 20 09 50 139  6.3 999 99.0 9999
2024 02 20 10 00 145  6.3 135  8.4 0904
2024 02 20 10 10 142  5.8 999 99.0 9999
2024 02 20 10 20 139  5.5 999 99.0 9999
2024 02 20 10 30 140  5.6 999 99.0 9999
2024 02 20 10 40 147  5.1 999 99.0 9999
2024 02 20 10 50 141  5.4 999 99.0 9999
2024 02 20 11 00 140  5.4 141  7.1 1008
2024 02 20 11 10 138  5.6 999 99.0 9999
2024 02 20 11 20 143  5.6 999 99.0 9999
2024 02 20 11 30 146  5.3 999 99.0 9999
2024 02 20 11 40 143  5.0 999 99.0 9999
2024 02 20 11 50 147  4.2 999 99.0 9999
2024 02 20 12 00 140  4.3 146  6.5 1123
2024 02 20 12 10 142  4.7 999 99.0 9999
2024 02 20 12 20 147  5.1 999 99.0 9999
2024 02 20 12 30 156  4.5 999 99.0 9999
2024 02 20 12 40 148  4.7 999 99.0 9999
2024 02 20 12 50 145  4.8 999 99.0 9999
2024 02 20 13 00 145  5.0 141  6.0 1251
2024 02 20 13 10 139  5.1 999 99.0 9999
2024 02 20 13 20 148  5.6 999 99.0 9999
2024 02 20 13 30 151  5.5 999 99.0 9999
2024 02 20 13 40 155  5.6 999 99.0 9999
2024 02 20 13 50 150  5.3 999 99.0 9999
2024 02 20 14 00 148  5.0 132  7.0 1310
2024 02 20 14 10 141  5.6 999 99.0 9999
2024 02 20 14 20 137  5.6 999 99.0 9999
2024 02 20 14 30 136  5.8 999 99.0 9999
2024 02 20 14 40 139  6.2 999 99.0 9999
2024 02 20 14 50 139  6.5 999 99.0 9999
2024 02 20 15 00 144  6.6 144  7.8 1459
2024 02 20 15 10 138  6.9 999 99.0 9999
2024 02 20 15 20 139  6.5 999 99.0 9999
