clade_name	TrimGalore/WM01_S1_R1_001_val_1.fq.gz	TrimGalore/WM02_S2_R1_001_val_1.fq.gz	TrimGalore/WM03_S3_R1_001_val_1.fq.gz	TrimGalore/WM04_S4_R1_001_val_1.fq.gz	TrimGalore/WM05_S5_R1_001_val_1.fq.gz	TrimGalore/WM11_S6_R1_001_val_1.fq.gz	TrimGalore/WM12_S7_R1_001_val_1.fq.gz	TrimGalore/WM13_S8_R1_001_val_1.fq.gz	TrimGalore/WM14_S9_R1_001_val_1.fq.gz	TrimGalore/WM15_S10_R1_001_val_1.fq.gz	TrimGalore/WM16_S11_R1_001_val_1.fq.gz	TrimGalore/WM17_S12_R1_001_val_1.fq.gz	TrimGalore/WM18_S13_R1_001_val_1.fq.gz	TrimGalore/WM19_S14_R1_001_val_1.fq.gz	TrimGalore/WM20_S15_R1_001_val_1.fq.gz	TrimGalore/WM21_S16_R1_001_val_1.fq.gz	TrimGalore/WM22_S17_R1_001_val_1.fq.gz	TrimGalore/WM23_S18_R1_001_val_1.fq.gz	TrimGalore/WM24_S19_R1_001_val_1.fq.gz
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__Casp-actino8|s__Casp-actino8 sp945896935|t__GCA_945896935.1	0.0946	0.0672	0.0303	0.1395	0.13	0.1386	0.0903	0.055	0.0905	0.0557	0.1011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__F1-20-MAGs119	0.0	0.0	0.0102	0.0	0.0228	0.0365	0.0422	0.0494	0.0708	0.0519	0.0627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__F1-20-MAGs119|s__F1-20-MAGs119 sp013205145	0.0	0.0	0.0102	0.0	0.0228	0.0365	0.0422	0.0494	0.0708	0.0519	0.0627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__F1-20-MAGs119|s__F1-20-MAGs119 sp013205145|t__GCA_013205145.1	0.0	0.0	0.0102	0.0	0.0228	0.0365	0.0422	0.0494	0.0708	0.0519	0.0627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__F1-60-MAGs027	0.0413	0.077	0.0211	0.0423	0.072	0.0515	0.0444	0.0669	0.0576	0.0548	0.0489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__F1-60-MAGs027|s__F1-60-MAGs027 sp016463775	0.0413	0.077	0.0211	0.0423	0.072	0.0515	0.0444	0.0669	0.0576	0.0548	0.0489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__F1-60-MAGs027|s__F1-60-MAGs027 sp016463775|t__GCA_016463775.1	0.0413	0.077	0.0211	0.0423	0.072	0.0515	0.0444	0.0669	0.0576	0.0548	0.0489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__UBA2093	0.0482	0.061	0.01	0.0518	0.069	0.0846	0.1264	0.0607	0.1	0.1062	0.1312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__UBA2093|s__UBA2093 sp016463545	0.0482	0.061	0.01	0.0518	0.069	0.0846	0.1264	0.0607	0.1	0.1062	0.1312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__UBA2093|s__UBA2093 sp016463545|t__GCA_016463545.1	0.0482	0.061	0.01	0.0518	0.069	0.0846	0.1264	0.0607	0.1	0.1062	0.1312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__UBA3006	0.257	0.2379	0.1008	0.2659	0.294	0.2081	0.2187	0.2055	0.2083	0.1668	0.2618	0.0353	0.0	0.0	0.0497	0.0436	0.0	0.0259	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__UBA3006|s__UBA3006 sp027592925	0.257	0.2379	0.1008	0.2659	0.294	0.2081	0.1857	0.1726	0.2083	0.1668	0.2618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__UBA3006|s__UBA3006 sp027592925|t__GCA_027592925.1	0.257	0.2379	0.1008	0.2659	0.294	0.2081	0.1857	0.1726	0.2083	0.1668	0.2618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__UBA3006|s__UBA3006 sp903895515	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0329	0.0	0.0	0.0	0.0353	0.0	0.0	0.0497	0.0436	0.0	0.0259	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__UBA3006|s__UBA3006 sp903895515|t__GCA_903895515.1	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0329	0.0	0.0	0.0	0.0353	0.0	0.0	0.0497	0.0436	0.0	0.0259	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__VFMC01	0.0	0.0	0.0	0.0	0.2765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1895	0.3112	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__VFMC01|s__VFMC01 sp026393475	0.0	0.0	0.0	0.0	0.2765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1895	0.3112	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__VFMC01|s__VFMC01 sp026393475|t__GCA_026393475.1	0.0	0.0	0.0	0.0	0.2765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1895	0.3112	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__WLJO01	0.1381	0.254	0.0	0.3544	0.2477	0.3442	0.3152	0.4326	0.338	0.3485	0.3745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__WLJO01|s__WLJO01 sp945889085	0.1381	0.254	0.0	0.3544	0.2477	0.3442	0.3152	0.4326	0.338	0.3485	0.3745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__WLJO01|s__WLJO01 sp945889085|t__GCA_945889085.1	0.1381	0.254	0.0	0.3544	0.2477	0.3442	0.3152	0.4326	0.338	0.3485	0.3745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__WLMZ01	0.1142	0.0	0.062	0.076	0.1279	0.0992	0.0919	0.0739	0.0548	0.0547	0.0534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__WLMZ01|s__WLMZ01 sp945861025	0.1142	0.0	0.062	0.076	0.1279	0.0992	0.0919	0.0739	0.0548	0.0547	0.0534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__WLMZ01|s__WLMZ01 sp945861025|t__GCA_945861025.1	0.1142	0.0	0.062	0.076	0.1279	0.0992	0.0919	0.0739	0.0548	0.0547	0.0534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__JACDCH01	0.203	0.2137	0.1092	0.3951	0.2675	1.0823	0.8287	1.4243	0.6105	0.8783	0.8972	0.1183	0.0682	0.07	0.0618	0.1577	0.2441	0.1505	0.2045
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__JACDCH01|g__VFJN01	0.203	0.2137	0.1092	0.3951	0.2675	1.0823	0.8287	1.4243	0.6105	0.8783	0.8972	0.1183	0.0682	0.07	0.0618	0.1577	0.2441	0.1505	0.2045
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__JACDCH01|g__VFJN01|s__VFJN01 sp009886035	0.203	0.2137	0.1092	0.3951	0.2675	1.0823	0.8287	1.4243	0.6105	0.8783	0.8972	0.1183	0.0682	0.07	0.0618	0.1577	0.2441	0.1505	0.2045
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__JACDCH01|g__VFJN01|s__VFJN01 sp009886035|t__GCA_009886035.1	0.203	0.2137	0.1092	0.3951	0.2675	1.0823	0.8287	1.4243	0.6105	0.8783	0.8972	0.1183	0.0682	0.07	0.0618	0.1577	0.2441	0.1505	0.2045
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Microtrichaceae	0.202	0.2091	0.8798	0.2586	0.2335	0.2392	0.1899	0.1713	0.0954	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Microtrichaceae|g__IMCC26207	0.202	0.2091	0.8798	0.2586	0.2335	0.2392	0.1899	0.1713	0.0954	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Microtrichaceae|g__IMCC26207|s__IMCC26207 sp945888825	0.202	0.2091	0.8798	0.2586	0.2335	0.2392	0.1899	0.1713	0.0954	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Microtrichaceae|g__IMCC26207|s__IMCC26207 sp945888825|t__GCA_945888825.1	0.202	0.2091	0.8798	0.2586	0.2335	0.2392	0.1899	0.1713	0.0954	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__UBA8139	0.2701	0.218	0.0754	0.1323	0.2451	0.2293	0.1464	0.1019	0.1096	0.0795	0.0967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__UBA8139|g__F1-20-MAGs160	0.2701	0.218	0.0754	0.1323	0.2451	0.2293	0.1464	0.1019	0.1096	0.0795	0.0967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__UBA8139|g__F1-20-MAGs160|s__F1-20-MAGs160 sp016462055	0.2701	0.218	0.0754	0.1323	0.2451	0.2293	0.1464	0.1019	0.1096	0.0795	0.0967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__UBA8139|g__F1-20-MAGs160|s__F1-20-MAGs160 sp016462055|t__GCA_016462055.1	0.2701	0.218	0.0754	0.1323	0.2451	0.2293	0.1464	0.1019	0.1096	0.0795	0.0967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__WLNW01	0.0	0.0	0.0	0.1018	0.1501	0.1531	0.1391	0.154	0.1522	0.1386	0.1574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__WLNW01|g__WLNW01	0.0	0.0	0.0	0.1018	0.1501	0.1531	0.1391	0.154	0.1522	0.1386	0.1574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__WLNW01|g__WLNW01|s__WLNW01 sp009699605	0.0	0.0	0.0	0.1018	0.1501	0.1531	0.1391	0.154	0.1522	0.1386	0.1574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__WLNW01|g__WLNW01|s__WLNW01 sp009699605|t__GCA_009699605.1	0.0	0.0	0.0	0.1018	0.1501	0.1531	0.1391	0.154	0.1522	0.1386	0.1574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256	0.6743	1.5262	0.4002	1.9161	0.9484	1.772	0.9346	0.651	0.6758	0.4163	0.5738000000000001	0.0852	0.0203	0.0549	0.042	0.0794	0.1409	0.0861	0.0936
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__IMCC26256	0.1192	0.1451	0.0349	0.5454	0.1876	0.2621	0.1572	0.1598	0.1312	0.1179	0.2106	0.0	0.0	0.0	0.0	0.0	0.0336	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__IMCC26256|g__IMCC26256	0.1192	0.1451	0.0349	0.5454	0.1876	0.2621	0.1572	0.1598	0.1312	0.1179	0.2106	0.0	0.0	0.0	0.0	0.0	0.0336	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__IMCC26256|g__IMCC26256|s__IMCC26256 sp943328625	0.0	0.0	0.0	0.2389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0336	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__IMCC26256|g__IMCC26256|s__IMCC26256 sp943328625|t__GCA_943328625.2	0.0	0.0	0.0	0.2389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0336	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__IMCC26256|g__IMCC26256|s__IMCC26256 sp945907055	0.1192	0.1451	0.0349	0.3065	0.1876	0.2621	0.1572	0.1598	0.1312	0.1179	0.2106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__IMCC26256|g__IMCC26256|s__IMCC26256 sp945907055|t__GCA_945907055.1	0.1192	0.1451	0.0349	0.3065	0.1876	0.2621	0.1572	0.1598	0.1312	0.1179	0.2106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__PALSA-555	0.5551	1.3811	0.3653	1.3707	0.7608	1.5099	0.7774	0.4912	0.5446	0.2984	0.3632	0.0852	0.0203	0.0549	0.042	0.0794	0.1073	0.0861	0.0936
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__PALSA-555|g__SHUY01	0.5551	1.3811	0.3653	1.3707	0.7608	1.5099	0.7774	0.4912	0.5446	0.2984	0.3632	0.0852	0.0203	0.0549	0.042	0.0794	0.1073	0.0861	0.0936
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__PALSA-555|g__SHUY01|s__SHUY01 sp009694435	0.5551	1.3811	0.3653	1.3707	0.7608	1.5099	0.7774	0.4912	0.5446	0.2984	0.3632	0.0852	0.0203	0.0549	0.042	0.0794	0.1073	0.0861	0.0936
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__PALSA-555|g__SHUY01|s__SHUY01 sp009694435|t__GCA_009694435.1	0.5551	1.3811	0.3653	1.3707	0.7608	1.5099	0.7774	0.4912	0.5446	0.2984	0.3632	0.0852	0.0203	0.0549	0.042	0.0794	0.1073	0.0861	0.0936
d__Bacteria|p__Actinomycetota|c__Actinomycetes	25.5736	33.21	17.821699999999993	15.362600000000002	17.986900000000002	10.835899999999995	7.8889	9.2864	10.466500000000002	8.293800000000001	15.0485	10.590099999999998	5.1197	3.6125	8.322299999999998	12.9552	14.5956	15.202100000000002	20.8597
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales	14.6064	23.5903	14.887199999999998	5.0547	2.0809	1.5195	0.8634	0.4085	1.7326	1.1386	3.8622	8.9276	4.737	2.8615000000000004	7.4833	11.9944	11.781	13.8724	17.538000000000004
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Dermatophilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Dermatophilaceae|g__Pedococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Dermatophilaceae|g__Pedococcus|s__Pedococcus sp001426245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Dermatophilaceae|g__Pedococcus|s__Pedococcus sp001426245|t__GCF_001426245.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae	14.6064	23.5903	14.887199999999998	5.0547	2.0809	1.5195	0.8634	0.4085	1.6464	1.006	3.8622	8.9276	4.737	2.8615000000000004	7.4833	11.9944	11.781	13.8724	17.538000000000004
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Herbiconiux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1182	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Herbiconiux|s__Herbiconiux sp023264855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1182	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Herbiconiux|s__Herbiconiux sp023264855|t__GCF_023264855.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1182	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__MWH-TA3	0.0	0.0	0.0144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__MWH-TA3|s__MWH-TA3 sp016463265	0.0	0.0	0.0144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__MWH-TA3|s__MWH-TA3 sp016463265|t__GCA_016463265.1	0.0	0.0	0.0144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium	0.1228	0.105	0.0229	0.4359999999999999	0.1139	0.0545	0.0	0.0	0.0	0.034	0.0	0.3842	0.1357	0.196	0.3585	0.3795	0.5226	0.4286	0.7367
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium maritypicum	0.0	0.0	0.0	0.0718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium maritypicum|t__GCA_008868125.1	0.0	0.0	0.0	0.0718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium oxydans	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium oxydans|t__GCF_006540085.1	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium sp000411455	0.1228	0.0	0.0229	0.1114	0.0	0.0545	0.0	0.0	0.0	0.034	0.0	0.1725	0.1357	0.196	0.1644	0.2451	0.5226	0.2858	0.4887
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium sp000411455|t__GCF_000411455.1	0.1228	0.0	0.0229	0.1114	0.0	0.0545	0.0	0.0	0.0	0.034	0.0	0.1725	0.1357	0.196	0.1644	0.2451	0.5226	0.2858	0.4887
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium sp001897105	0.0	0.0	0.0	0.1051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium sp001897105|t__GCF_017306415.1	0.0	0.0	0.0	0.1051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium sp002456035	0.0	0.0	0.0	0.0	0.1139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium sp002456035|t__GCF_904066215.1	0.0	0.0	0.0	0.0	0.1139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium sp005774735	0.0	0.0	0.0	0.1477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2117	0.0	0.0	0.1941	0.1344	0.0	0.1428	0.248
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium sp005774735|t__GCF_005774735.1	0.0	0.0	0.0	0.1477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2117	0.0	0.0	0.1941	0.1344	0.0	0.1428	0.248
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Rhodoglobus	14.4836	23.4853	14.8267	4.6187000000000005	1.967	1.465	0.8634	0.4085	1.6464	0.972	3.8622	8.5434	4.6013	2.6655	7.1248000000000005	11.6149	11.2584	13.3256	16.8013
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Rhodoglobus|s__Rhodoglobus sp020160915	0.2228	0.3003	1.0285	0.2944	0.0	0.0	0.0	0.0	0.0	0.0	0.2985	4.2717	2.3925	0.0	3.6232	4.2562	6.5115	8.2113	8.8948
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Rhodoglobus|s__Rhodoglobus sp020160915|t__GCA_020160915.1	0.2228	0.3003	1.0285	0.2944	0.0	0.0	0.0	0.0	0.0	0.0	0.2985	4.2717	2.3925	0.0	3.6232	4.2562	6.5115	8.2113	8.8948
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Rhodoglobus|s__Rhodoglobus sp903920435	14.2608	23.185	13.7982	4.3243	1.967	1.465	0.8634	0.4085	1.6464	0.972	3.5637	4.2717	2.2088	2.6655	3.5016	7.3587	4.7469	5.1143	7.9065
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Rhodoglobus|s__Rhodoglobus sp903920435|t__GCA_903920435.1	14.2608	23.185	13.7982	4.3243	1.967	1.465	0.8634	0.4085	1.6464	0.972	3.5637	4.2717	2.2088	2.6655	3.5016	7.3587	4.7469	5.1143	7.9065
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Rhodoluna	0.0	0.0	0.0232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Rhodoluna|s__Rhodoluna sp016462375	0.0	0.0	0.0232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae|g__Rhodoluna|s__Rhodoluna sp016462375|t__GCA_016462375.1	0.0	0.0	0.0232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
