bin	id
WM11_S6_019	K11755
WM11_S6_019	K11782
WM11_S6_019	K11783
WM11_S6_019	K11784
WM11_S6_019	K11785
WM11_S6_019	K11808
WM11_S6_019	K11927
WM11_S6_019	K11936
WM11_S6_019	K11942
WM11_S6_019	K11991
WM11_S6_019	K12035
WM11_S6_019	K12146
WM11_S6_019	K12243
WM11_S6_019	K12257
WM11_S6_019	K12263
WM11_S6_019	K12282
WM11_S6_019	K12340
WM11_S6_019	K12410
WM11_S6_019	K12524
WM11_S6_019	K12573
WM11_S6_019	K12984
WM11_S6_019	K12987
WM11_S6_019	K12998
WM11_S6_019	K13002
WM11_S6_019	K13010
WM11_S6_019	K13017
WM11_S6_019	K13020
WM11_S6_019	K13038
WM11_S6_019	K13051
WM11_S6_019	K13075
WM11_S6_019	K13274
WM11_S6_019	K13278
WM11_S6_019	K13282
WM11_S6_019	K13283
WM11_S6_019	K13292
WM11_S6_019	K13310
WM11_S6_019	K13384
WM11_S6_019	K13444
WM11_S6_019	K13507
WM11_S6_019	K13522
WM11_S6_019	K13530
WM11_S6_019	K13532
WM11_S6_019	K13533
WM11_S6_019	K13542
WM11_S6_019	K13572
WM11_S6_019	K13598
WM11_S6_019	K13599
WM11_S6_019	K13628
WM11_S6_019	K13633
WM11_S6_019	K13683
WM11_S6_019	K13694
WM11_S6_019	K13766
WM11_S6_019	K13770
WM11_S6_019	K13788
WM11_S6_019	K13789
WM11_S6_019	K13924
WM11_S6_019	K13926
WM11_S6_019	K13990
WM11_S6_019	K13993
WM11_S6_019	K14055
WM11_S6_019	K14085
WM11_S6_019	K14157
WM11_S6_019	K14163
WM11_S6_019	K14287
WM11_S6_019	K14340
WM11_S6_019	K14386
WM11_S6_019	K14394
WM11_S6_019	K14441
WM11_S6_019	K14445
WM11_S6_019	K14487
WM11_S6_019	K14575
WM11_S6_019	K14588
WM11_S6_019	K14645
WM11_S6_019	K14652
WM11_S6_019	K14742
WM11_S6_019	K15034
WM11_S6_019	K15055
WM11_S6_019	K15067
WM11_S6_019	K15095
WM11_S6_019	K15255
WM11_S6_019	K15268
WM11_S6_019	K15353
WM11_S6_019	K15460
WM11_S6_019	K15519
WM11_S6_019	K15537
WM11_S6_019	K15580
WM11_S6_019	K15669
WM11_S6_019	K15720
WM11_S6_019	K15725
WM11_S6_019	K15726
WM11_S6_019	K15727
WM11_S6_019	K15736
WM11_S6_019	K15738
WM11_S6_019	K15777
WM11_S6_019	K15780
WM11_S6_019	K15789
WM11_S6_019	K15837
WM11_S6_019	K15862
WM11_S6_019	K15866
WM11_S6_019	K15913
WM11_S6_019	K15915
WM11_S6_019	K15916
WM11_S6_019	K15973
WM11_S6_019	K15987
WM11_S6_019	K16066
