bin	id
WM01_S1_026	K02020
WM01_S1_026	K02027
WM01_S1_026	K02028
WM01_S1_026	K02029
WM01_S1_026	K02031
WM01_S1_026	K02032
WM01_S1_026	K02033
WM01_S1_026	K02034
WM01_S1_026	K02036
WM01_S1_026	K02038
WM01_S1_026	K02040
WM01_S1_026	K02042
WM01_S1_026	K02050
WM01_S1_026	K02051
WM01_S1_026	K02052
WM01_S1_026	K02053
WM01_S1_026	K02054
WM01_S1_026	K02055
WM01_S1_026	K02057
WM01_S1_026	K02062
WM01_S1_026	K02063
WM01_S1_026	K02064
WM01_S1_026	K02068
WM01_S1_026	K02193
WM01_S1_026	K02204
WM01_S1_026	K02316
WM01_S1_026	K02337
WM01_S1_026	K02337
WM01_S1_026	K02338
WM01_S1_026	K02338
WM01_S1_026	K02342
WM01_S1_026	K02342
WM01_S1_026	K02343
WM01_S1_026	K02343
WM01_S1_026	K02372
WM01_S1_026	K02372
WM01_S1_026	K02372
WM01_S1_026	K02372
WM01_S1_026	K02372
WM01_S1_026	K02372
WM01_S1_026	K02372
WM01_S1_026	K02372
WM01_S1_026	K02427
WM01_S1_026	K02427
WM01_S1_026	K02484
WM01_S1_026	K02484
WM01_S1_026	K02484
WM01_S1_026	K02493
WM01_S1_026	K02493
WM01_S1_026	K02502
WM01_S1_026	K02523
WM01_S1_026	K02523
WM01_S1_026	K02533
WM01_S1_026	K02533
WM01_S1_026	K02536
WM01_S1_026	K02536
WM01_S1_026	K02563
WM01_S1_026	K02563
WM01_S1_026	K02636
WM01_S1_026	K02793
WM01_S1_026	K02793
WM01_S1_026	K02793
WM01_S1_026	K02793
WM01_S1_026	K02793
WM01_S1_026	K02793
WM01_S1_026	K02793
WM01_S1_026	K02806
WM01_S1_026	K02806
WM01_S1_026	K02806
WM01_S1_026	K02806
WM01_S1_026	K02806
WM01_S1_026	K02806
WM01_S1_026	K02806
WM01_S1_026	K03185
WM01_S1_026	K03185
WM01_S1_026	K03215
WM01_S1_026	K03215
WM01_S1_026	K03331
WM01_S1_026	K03337
WM01_S1_026	K03337
WM01_S1_026	K03366
WM01_S1_026	K03366
WM01_S1_026	K03366
WM01_S1_026	K03366
WM01_S1_026	K03366
