bin	name	count
WM01_S1_012	Pyruvate fermentation to acetate and alanine	3
WM01_S1_012	Pyruvate fermentation to acetate and lactate II	4
WM01_S1_012	Pyruvate fermentation to acetate II	4
WM01_S1_012	Pyruvate fermentation to acetate V	5
WM01_S1_012	Pyruvate fermentation to acetate VI	5
WM01_S1_012	Pyruvate fermentation to acetate VIII	3
WM01_S1_012	Pyruvate fermentation to butanoate	7
WM01_S1_012	Pyruvate fermentation to ethanol III	3
WM01_S1_012	Pyruvate fermentation to propionate II (acrylate pathway)	8
WM01_S1_012	Denitrification	1
WM01_S1_012	(R)-acetoin biosynthesis I	4
WM01_S1_012	(s)-acetoin biosynthesis	4
WM01_S1_012	Meso-butanediol biosynthesis II	4
WM01_S1_012	Superpathway of (R,R)-butanediol biosynthesis	6
WM01_S1_012	Lipopolysaccharide biosynthesis	86
WM01_S1_012	Maltose	1
WM01_S1_012	Mucin type O-glycan biosynthesis	35
WM01_S1_012	N-glycan biosynthesis	39
WM01_S1_012	Pyruvate to leucine	6
WM01_S1_012	Sulfolactate degradation	4
WM01_S1_012	Sulfate reduction (assimilatory)	5
WM01_S1_012	Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	2
WM01_S1_012	Sulfate reduction (dissimilatory)	2
WM01_S1_012	Sulfite oxidation	2
WM01_S1_012	Sulfur disproportionation	2
WM01_S1_012	Thiosulfate disproportionation	4
WM01_S1_012	Oxaloacetate to aspartate and asparagine	10
WM01_S1_012	Glutamate	2
WM01_S1_012	ABC-2 type and other transporters	29
WM01_S1_012	metallic cation, iron-siderophore and vitamin b12 transporters	4
WM01_S1_012	Phosphate and amino acid transporters	1
WM01_S1_012	PEPtide and nickel transporters	4
WM01_S1_012	Monosaccharide transporters	2
WM01_S1_012	Oligosaccharide and polyol transporters	5
WM01_S1_012	Sugar transporters	3
WM01_S1_012	Acetoin biosynthesis III	2
WM01_S1_012	(s,s)-butanediol biosynthesis	2
WM01_S1_012	Meso-butanediol biosynthesis I	2
WM01_S1_012	Organic acid transporters	2
WM01_S1_012	Dissimilatory nitrate reduction	2
WM01_S1_012	Cellobiose	2
WM01_S1_012	Mineral and organic ion transporters	2
WM01_S1_012	Unknown transporters	2
WM01_S1_012	Drug transporters	6
WM01_S1_012	Protein transporters	1
WM01_S1_012	Metal transporters	1
WM01_S1_012	Lactose	1
WM01_S1_012	Pyruvate fermentation to ethanol I	1
WM01_S1_012	Pyruvate fermentation to ethanol II	1
WM01_S1_012	Sulfoacetaldehyde degradation	1
WM01_S1_016	nan	916
WM01_S1_016	Pyruvate fermentation to butanoate	12
WM01_S1_016	Pyruvate fermentation to ethanol I	11
WM01_S1_016	Pyruvate fermentation to ethanol II	10
WM01_S1_016	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	42
WM01_S1_016	Superpathway of clostridium acetobutylicum acidogenic fermentation	41
WM01_S1_016	Superpathway of clostridium acetobutylicum solventogenic fermentation	23
WM01_S1_016	Acetoin biosynthesis III	8
WM01_S1_016	(s,s)-butanediol biosynthesis	8
WM01_S1_016	Meso-butanediol biosynthesis I	8
WM01_S1_016	Superpathway of (R,R)-butanediol biosynthesis	10
WM01_S1_016	Superpathway of 2,3-butanediol biosynthesis	10
WM01_S1_016	Histidine	43
WM01_S1_016	PEP	31
WM01_S1_016	Pyruvate fermentation to acetone	7
WM01_S1_016	Pyruvate fermentation to lactate	5
WM01_S1_016	Peptidoglycan biosynthesis	27
WM01_S1_016	Murein	3
WM01_S1_016	Oxaloacetate to lysine	26
WM01_S1_016	Cysteine and methionine	43
WM01_S1_016	Pyruvate fermentation to acetate and lactate I	2
WM01_S1_016	Pyruvate fermentation to acetate I	2
WM01_S1_016	Pyruvate fermentation to acetate IV	2
WM01_S1_016	Pyruvate fermentation to acetate VII	2
WM01_S1_016	Pyruvate fermentation to propionate II (acrylate pathway)	8
WM01_S1_016	Assimilatory nitrate reduction	1
WM01_S1_016	Sulfate reduction (assimilatory)	1
WM01_S1_016	(R)-acetoin biosynthesis I	2
WM01_S1_016	(s)-acetoin biosynthesis	2
WM01_S1_016	Meso-butanediol biosynthesis II	2
WM01_S1_016	Pyruvate fermentation to acetate and lactate II	1
WM01_S1_016	Pyruvate fermentation to acetate II	1
WM01_S1_016	N-glycan biosynthesis	14
WM01_S1_016	Pyruvate fermentation to acetate and alanine	3
WM01_S1_016	Lipopolysaccharide biosynthesis	39
WM01_S1_016	Pyruvate fermentation to acetate V	1
WM01_S1_016	Pyruvate fermentation to acetate VI	1
WM01_S1_016	Pyruvate fermentation to acetate III	1
WM01_S1_016	Glutamate	1
WM01_S1_016	Oxaloacetate to aspartate and asparagine	5
WM01_S1_016	ABC-2 type and other transporters	10
WM01_S1_016	Phosphate and amino acid transporters	8
WM01_S1_016	metallic cation, iron-siderophore and vitamin b12 transporters	9
WM01_S1_016	Mineral and organic ion transporters	22
WM01_S1_016	PEPtide and nickel transporters	10
WM01_S1_016	Monosaccharide transporters	1
WM01_S1_016	Oligosaccharide and polyol transporters	16
WM01_S1_016	Thiosulfate disproportionation	2
WM01_S1_016	Enzyme I and hpr	8
WM01_S1_016	Lactose	1
WM01_S1_016	Sucrose	1
WM01_S1_016	Maltose	1
WM01_S1_016	Organic acid transporters	2
WM01_S1_016	Pyruvate fermentation to ethanol III	1
WM01_S1_016	Sulfite oxidation I (sulfite oxidoreductase)	1
WM01_S1_016	Sulfite oxidation	1
WM01_S1_016	Cellobiose	3
WM01_S1_016	Mucin type O-glycan biosynthesis	13
WM01_S1_016	Drug transporters	17
WM01_S1_016	Unknown transporters	1
WM01_S1_016	Sugar transporters	1
WM01_S1_016	Sulfolactate degradation	2
WM01_S1_016	Pyruvate to leucine	1
WM01_S1_016	Sulfoacetaldehyde degradation	1
WM01_S1_016	Denitrification	1
WM01_S1_017	nan	402
WM01_S1_017	Acetoin biosynthesis III	5
WM01_S1_017	(s,s)-butanediol biosynthesis	5
WM01_S1_017	Meso-butanediol biosynthesis I	5
WM01_S1_017	Superpathway of (R,R)-butanediol biosynthesis	5
WM01_S1_017	Superpathway of 2,3-butanediol biosynthesis	7
WM01_S1_017	Pyruvate fermentation to butanoate	5
WM01_S1_017	Pyruvate fermentation to ethanol I	4
WM01_S1_017	Pyruvate fermentation to ethanol II	4
WM01_S1_017	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	19
WM01_S1_017	Superpathway of clostridium acetobutylicum acidogenic fermentation	19
WM01_S1_017	Superpathway of clostridium acetobutylicum solventogenic fermentation	7
WM01_S1_017	Pyruvate fermentation to acetate and lactate I	1
WM01_S1_017	Pyruvate fermentation to acetate I	1
WM01_S1_017	Pyruvate fermentation to acetate IV	1
WM01_S1_017	Oxaloacetate to lysine	6
WM01_S1_017	Pyruvate fermentation to acetate VII	1
WM01_S1_017	Pyruvate fermentation to propionate II (acrylate pathway)	2
WM01_S1_017	Cysteine and methionine	8
WM01_S1_017	PEP	6
WM01_S1_017	Histidine	20
WM01_S1_017	Maltose	1
WM01_S1_017	N-glycan biosynthesis	13
WM01_S1_017	Pyruvate to leucine	1
WM01_S1_017	Sulfolactate degradation	1
WM01_S1_017	Pyruvate fermentation to acetate and alanine	2
WM01_S1_017	Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	2
WM01_S1_017	Sulfate reduction (assimilatory)	3
WM01_S1_017	Sulfate reduction (dissimilatory)	2
WM01_S1_017	Sulfite oxidation	2
WM01_S1_017	Sulfur disproportionation	2
WM01_S1_017	Thiosulfate disproportionation	2
WM01_S1_017	Peptidoglycan biosynthesis	19
WM01_S1_017	Pyruvate fermentation to acetone	1
WM01_S1_017	Pyruvate fermentation to lactate	2
WM01_S1_017	Pyruvate fermentation to acetate V	1
WM01_S1_017	Pyruvate fermentation to acetate VI	1
WM01_S1_017	Pyruvate fermentation to acetate III	1
WM01_S1_017	ABC-2 type and other transporters	24
WM01_S1_017	Phosphate and amino acid transporters	8
WM01_S1_017	PEPtide and nickel transporters	3
WM01_S1_017	Monosaccharide transporters	4
WM01_S1_017	Mineral and organic ion transporters	4
WM01_S1_017	Oligosaccharide and polyol transporters	2
WM01_S1_017	Lipopolysaccharide biosynthesis	22
WM01_S1_017	Mucin type O-glycan biosynthesis	12
WM01_S1_017	Murein	2
WM01_S1_017	Cellobiose	1
WM01_S1_017	Oxaloacetate to aspartate and asparagine	2
WM01_S1_017	Drug transporters	1
WM01_S1_017	metallic cation, iron-siderophore and vitamin b12 transporters	1
WM01_S1_023	nan	478
WM01_S1_023	Pyruvate fermentation to butanoate	3
WM01_S1_023	Pyruvate fermentation to ethanol I	2
WM01_S1_023	Pyruvate fermentation to ethanol II	2
WM01_S1_023	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	9
WM01_S1_023	Superpathway of clostridium acetobutylicum acidogenic fermentation	8
WM01_S1_023	Superpathway of clostridium acetobutylicum solventogenic fermentation	3
WM01_S1_023	Histidine	21
WM01_S1_023	PEP	13
WM01_S1_023	Oxaloacetate to lysine	18
WM01_S1_023	Cysteine and methionine	13
WM01_S1_023	Sulfate reduction (assimilatory)	1
WM01_S1_023	Pyruvate fermentation to lactate	2
WM01_S1_023	(R)-acetoin biosynthesis I	1
WM01_S1_023	(s)-acetoin biosynthesis	1
WM01_S1_023	Meso-butanediol biosynthesis II	1
WM01_S1_023	Superpathway of (R,R)-butanediol biosynthesis	3
WM01_S1_023	Pyruvate fermentation to acetone	1
WM01_S1_023	Sulfoacetaldehyde degradation	1
WM01_S1_023	Sulfolactate degradation	1
WM01_S1_023	Pyruvate fermentation to acetate and lactate I	1
WM01_S1_023	Pyruvate fermentation to acetate and lactate II	1
WM01_S1_023	Pyruvate fermentation to acetate I	1
WM01_S1_023	Pyruvate fermentation to acetate II	1
WM01_S1_023	Pyruvate fermentation to acetate IV	1
WM01_S1_023	Pyruvate fermentation to acetate VII	1
WM01_S1_023	Lipopolysaccharide biosynthesis	60
WM01_S1_023	Maltose	3
WM01_S1_023	N-glycan biosynthesis	35
WM01_S1_023	Lactose	3
WM01_S1_023	Peptidoglycan biosynthesis	38
WM01_S1_023	Glutamate	1
WM01_S1_023	Oxaloacetate to aspartate and asparagine	3
WM01_S1_023	ABC-2 type and other transporters	14
WM01_S1_023	Phosphate and amino acid transporters	8
WM01_S1_023	metallic cation, iron-siderophore and vitamin b12 transporters	9
WM01_S1_023	Oligosaccharide and polyol transporters	6
WM01_S1_023	PEPtide and nickel transporters	2
WM01_S1_023	Monosaccharide transporters	5
WM01_S1_023	Phosphate and organophosphate transporters	1
WM01_S1_023	Enzyme I and hpr	4
WM01_S1_023	Sucrose	2
WM01_S1_023	Mucin type O-glycan biosynthesis	31
WM01_S1_023	Acetoin biosynthesis III	2
WM01_S1_023	(s,s)-butanediol biosynthesis	2
WM01_S1_023	Meso-butanediol biosynthesis I	2
WM01_S1_023	Superpathway of 2,3-butanediol biosynthesis	2
WM01_S1_023	Murein	2
WM01_S1_023	Dissimilatory nitrate reduction	1
WM01_S1_023	Cellobiose	1
WM01_S1_023	Drug transporters	1
WM01_S1_023	Organic acid transporters	1
WM01_S1_025	nan	2033
WM01_S1_025	Pyruvate fermentation to butanoate	13
WM01_S1_025	Pyruvate fermentation to ethanol I	8
WM01_S1_025	Pyruvate fermentation to ethanol II	7
WM01_S1_025	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	79
WM01_S1_025	Superpathway of clostridium acetobutylicum acidogenic fermentation	77
WM01_S1_025	Superpathway of clostridium acetobutylicum solventogenic fermentation	19
WM01_S1_025	Histidine	66
WM01_S1_025	PEP	28
WM01_S1_025	Pyruvate fermentation to acetate and lactate I	5
WM01_S1_025	Pyruvate fermentation to ethanol III	3
WM01_S1_025	Cysteine and methionine	27
WM01_S1_025	Peptidoglycan biosynthesis	94
WM01_S1_025	Murein	5
WM01_S1_025	Pyruvate fermentation to acetate I	3
WM01_S1_025	Pyruvate fermentation to acetate IV	3
WM01_S1_025	Oxaloacetate to lysine	58
WM01_S1_025	Pyruvate fermentation to propionate II (acrylate pathway)	7
WM01_S1_025	Assimilatory nitrate reduction	2
WM01_S1_025	Denitrification	4
WM01_S1_025	Sulfate reduction (assimilatory)	14
WM01_S1_025	Sulfite oxidation	10
WM01_S1_025	(R)-acetoin biosynthesis I	1
WM01_S1_025	(s)-acetoin biosynthesis	1
WM01_S1_025	Meso-butanediol biosynthesis II	1
WM01_S1_025	Superpathway of (R,R)-butanediol biosynthesis	5
WM01_S1_025	Pyruvate fermentation to acetate III	2
WM01_S1_025	Pyruvate fermentation to acetate and lactate II	3
WM01_S1_025	Pyruvate fermentation to acetate II	3
WM01_S1_025	Pyruvate fermentation to acetate VII	2
WM01_S1_025	Lipopolysaccharide biosynthesis	103
WM01_S1_025	Maltose	3
WM01_S1_025	N-glycan biosynthesis	74
WM01_S1_025	Pyruvate to leucine	4
WM01_S1_025	Sulfolactate degradation	2
WM01_S1_025	Pyruvate fermentation to acetate and alanine	4
WM01_S1_025	Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	7
WM01_S1_025	Sulfate reduction (dissimilatory)	7
WM01_S1_025	Sulfur disproportionation	7
WM01_S1_025	Thiosulfate disproportionation	10
WM01_S1_025	Pyruvate fermentation to acetone	5
WM01_S1_025	Pyruvate fermentation to lactate	8
WM01_S1_025	Lactose	5
WM01_S1_025	Oxaloacetate to aspartate and asparagine	12
WM01_S1_025	Pyruvate fermentation to acetate V	2
WM01_S1_025	Pyruvate fermentation to acetate VI	2
WM01_S1_025	Glutamate	1
WM01_S1_025	metallic cation, iron-siderophore and vitamin b12 transporters	20
WM01_S1_025	ABC-2 type and other transporters	60
WM01_S1_025	Mineral and organic ion transporters	19
WM01_S1_025	Oligosaccharide and polyol transporters	6
