bin	name	count
WM01_S1_002	Acetylene degradation	4
WM01_S1_002	Heterolactic fermentation	8
WM01_S1_002	Lysine fermentation to acetate and butyrate	4
WM01_S1_002	Pyruvate Fermentation	151
WM01_S1_002	Response to osmotic stress	221
WM01_S1_002	Alanine, aspartate and glutamate metabolism (contain asparagin as well)	34
WM01_S1_002	Phenylalanine metabolism	32
WM01_S1_002	D-arginine and D-ornithine metabolism	1
WM01_S1_002	Valine, leucine and isoleucine biosynthesis	8
WM01_S1_002	Amino acid biosynthesis precursor pyruvate and oxaloacetate	220
WM01_S1_002	Starch	18
WM01_S1_002	Xylose	18
WM01_S1_002	Lysine biosynthesis	24
WM01_S1_002	Tryptophan metabolism	37
WM01_S1_002	Pyruvate fermentation to butanol	30
WM01_S1_002	Fatty acid beta-oxidation I	22
WM01_S1_002	Fatty acid beta-oxidation II (core pathway)	16
WM01_S1_002	Valine, leucine and isoleucine degradation	56
WM01_S1_002	D-glutamine and D-glutamate metabolism	4
WM01_S1_002	Succinate fermentation to butyrate	2
WM01_S1_002	Aromatic carboxylic acid degradation	10
WM01_S1_002	Mixed acid fermentation	31
WM01_S1_002	Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)	3
WM01_S1_002	Incomplete TCA fork	8
WM01_S1_002	Serine pathway for formaldehyde fixation	3
WM01_S1_002	Cellular response to stress	52
WM01_S1_002	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	4
WM01_S1_002	Homolactic fermentation	8
WM01_S1_002	Histidine biosynthesis, pRpp => histidine	10
WM01_S1_002	Glycine, serine and threonine metabolism	28
WM01_S1_002	Polysaccharide biosynthesis and assembly of cell surface structure	306
WM01_S1_002	Purine metabolism	65
WM01_S1_002	Fatty acid alpha-oxidation	1
WM01_S1_002	Fatty acid omega-oxidation	1
WM01_S1_002	Phenylalanine, tyrosine and tryptophan biosynthesis	16
WM01_S1_002	Hydrocarbon degradation	3
WM01_S1_002	Cysteine and methionine metabolism	25
WM01_S1_002	Methionine biosynthesis	5
WM01_S1_002	Bifidobacterium shunt	6
WM01_S1_002	Glycolysis	29
WM01_S1_002	EMP	9
WM01_S1_002	Glycolysis III (EMP)	9
WM01_S1_002	Gluconeogenesis in archea	9
WM01_S1_002	Regulation of stress-activated protein kinase signaling cascade	1
WM01_S1_002	Lysine degradation VIII	1
WM01_S1_002	Methionine degradation	8
WM01_S1_002	Arginine and proline metabolism	43
WM01_S1_002	Methane oxidation to cO2	3
WM01_S1_002	TCA cycle	12
WM01_S1_002	Reductive TCA cycle	5
WM01_S1_002	Fatty acid activation	10
WM01_S1_002	Cellular response to cation stress	2
WM01_S1_002	Polycyclic aromatic hydrocarbon degradation	6
WM01_S1_002	Pyrimidine metabolism	49
WM01_S1_002	Oxydation deamination	4
WM01_S1_002	Ammonia assimilation	13
WM01_S1_002	From formate	4
WM01_S1_002	From CO2	4
WM01_S1_002	Hydrogen production VII (chlorophyta, cyanobacteria)	2
WM01_S1_002	Sulfur compounds cycle	33
WM01_S1_002	Response to oxidative stress	20
WM01_S1_002	Nitoaromatics degradation	1
WM01_S1_002	Response to nitrosative stress	19
WM01_S1_002	Reductive acetyl coenzyme A pathway	39
WM01_S1_002	Acetoin biosynthesis	50
WM01_S1_002	Acetate formation from acetyl-coA I	2
WM01_S1_002	Glycosyltransferase	25
WM01_S1_002	Glycoside hydrolase	27
WM01_S1_002	Degradation of pyrimidine bases	1
WM01_S1_002	Galactose	16
WM01_S1_002	Gluconeogenesis	4
WM01_S1_002	Hexose	1
WM01_S1_002	Cellular response to oxidative stress	9
WM01_S1_002	Pentose	14
WM01_S1_002	EMP  in archea	6
WM01_S1_002	From acetate	3
WM01_S1_002	nan	4
WM01_S1_002	Chemoautotrophic oxidation of sulfur compounds	4
WM01_S1_002	Mannose	62
WM01_S1_002	Cellular response to osmotic stress	120
WM01_S1_002	Carbohydrate esterase	8
WM01_S1_002	Disaccaride phosphorylase	5
WM01_S1_002	Pectin	1
WM01_S1_002	Chitin	4
WM01_S1_002	Other aromatics degradation	3
WM01_S1_002	BTEX and related aromatics degradation	5
WM01_S1_002	Histidine degradation	3
WM01_S1_002	Formaldehyde oxidation (tetrahydrofolate pathway)	1
WM01_S1_002	Glutamate degradation V (via hydroxyglutarate)	5
WM01_S1_002	Regulation of translation in response to oxidative stress	1
WM01_S1_002	Fatty acid beta-oxidation IV (unsaturated)	6
WM01_S1_002	Lysine degradation X	2
WM01_S1_002	ABC transporters, prokaryotic type	76
WM01_S1_002	Major Facilitator superfamily (MFS)	13
WM01_S1_002	Regulation of response to osmotic stress	106
WM01_S1_002	Acetyl-coA fermentation to butyrate II (clostridium)	5
WM01_S1_002	From methanol	2
WM01_S1_002	From trimethylamine	1
WM01_S1_002	From dimethylamine	1
WM01_S1_002	From methylamine	1
WM01_S1_002	Nitrogenated compounds Reduction	3
WM01_S1_002	Transamination	3
WM01_S1_002	Regulation of translational initiation in response to osmotic stress	4
WM01_S1_002	Polysaccharide lyase	2
WM01_S1_002	Deamination of cystein and methionine	1
WM01_S1_002	Lysine degradation Iv	1
WM01_S1_002	Lysine degradation v	1
WM01_S1_002	Lysine degradation vI	1
WM01_S1_002	Methanol oxidation to formaldehyde	2
WM01_S1_004	Acetylene degradation	11
WM01_S1_004	Heterolactic fermentation	13
WM01_S1_004	Lysine fermentation to acetate and butyrate	12
WM01_S1_004	Pyruvate Fermentation	139
WM01_S1_004	Response to osmotic stress	89
WM01_S1_004	Starch	7
WM01_S1_004	Xylose	7
WM01_S1_004	Lysine biosynthesis	21
WM01_S1_004	Amino acid biosynthesis precursor pyruvate and oxaloacetate	157
WM01_S1_004	Tryptophan metabolism	16
WM01_S1_004	Histidine degradation	4
WM01_S1_004	Succinate fermentation to butyrate	7
WM01_S1_004	Aromatic carboxylic acid degradation	13
WM01_S1_004	Mixed acid fermentation	17
WM01_S1_004	TCA cycle	12
WM01_S1_004	Reductive TCA cycle	6
WM01_S1_004	Histidine biosynthesis, pRpp => histidine	9
WM01_S1_004	Valine, leucine and isoleucine biosynthesis	8
WM01_S1_004	Glycine, serine and threonine metabolism	30
WM01_S1_004	Polysaccharide biosynthesis and assembly of cell surface structure	137
WM01_S1_004	Purine metabolism	64
WM01_S1_004	Glutamate degradation V (via hydroxyglutarate)	3
WM01_S1_004	Formaldehyde oxidation (glutathione-dependent)	1
WM01_S1_004	Cysteine and methionine metabolism	20
WM01_S1_004	Methionine biosynthesis	7
WM01_S1_004	Bifidobacterium shunt	3
WM01_S1_004	Homolactic fermentation	3
WM01_S1_004	Glycolysis	14
WM01_S1_004	EMP	9
WM01_S1_004	Glycolysis III (EMP)	9
WM01_S1_004	Gluconeogenesis in archea	8
WM01_S1_004	Regulation of stress-activated protein kinase signaling cascade	1
WM01_S1_004	Valine, leucine and isoleucine degradation	30
WM01_S1_004	Arginine and proline metabolism	29
WM01_S1_004	Fatty acid activation	6
WM01_S1_004	Fatty acid beta-oxidation II (core pathway)	11
WM01_S1_004	Cellular response to cation stress	3
WM01_S1_004	Incomplete TCA fork	6
WM01_S1_004	Pyrimidine metabolism	42
WM01_S1_004	Oxydation deamination	6
WM01_S1_004	Alanine, aspartate and glutamate metabolism (contain asparagin as well)	23
WM01_S1_004	Ammonia assimilation	7
WM01_S1_004	Phenylalanine metabolism	21
WM01_S1_004	Cellular response to stress	45
WM01_S1_004	Hydrogen oxidation aerobic	1
WM01_S1_004	Hydrogen production	1
WM01_S1_004	Methionine degradation	8
WM01_S1_004	Polycyclic aromatic hydrocarbon degradation	4
WM01_S1_004	Phenylalanine, tyrosine and tryptophan biosynthesis	18
WM01_S1_004	Reductive acetyl coenzyme A pathway	21
WM01_S1_004	Serine pathway for formaldehyde fixation	3
WM01_S1_004	Acetoin biosynthesis	29
WM01_S1_004	Acetate formation from acetyl-coA I	1
WM01_S1_004	Fatty acid beta-oxidation I	12
WM01_S1_004	Glycosyltransferase	10
WM01_S1_004	Degradation of pyrimidine bases	2
WM01_S1_004	Response to nitrosative stress	18
WM01_S1_004	Sulfur compounds cycle	16
WM01_S1_004	Pentose	6
WM01_S1_004	EMP  in archea	7
WM01_S1_004	From acetate	4
WM01_S1_004	Response to oxidative stress	12
WM01_S1_004	nan	4
WM01_S1_004	Chemoautotrophic oxidation of sulfur compounds	2
WM01_S1_004	Cellular response to oxidative stress	4
WM01_S1_004	Mannose	19
WM01_S1_004	Gluconeogenesis	1
WM01_S1_004	Glycoside hydrolase	14
WM01_S1_004	Chitin	4
WM01_S1_004	Carbohydrate esterase	8
WM01_S1_004	D-glutamine and D-glutamate metabolism	5
WM01_S1_004	Other aromatics degradation	1
WM01_S1_004	Galactose	6
WM01_S1_004	Formaldehyde oxidation (tetrahydrofolate pathway)	1
WM01_S1_004	Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)	1
WM01_S1_004	Regulation of translation in response to oxidative stress	1
WM01_S1_004	Polysaccharide lyase	1
WM01_S1_004	Fatty acid beta-oxidation IV (unsaturated)	3
WM01_S1_004	Lysine degradation X	1
WM01_S1_004	Pyruvate fermentation to butanol	17
WM01_S1_004	Fatty acid beta-oxidation III (unsaturated)	1
WM01_S1_004	ABC transporters, prokaryotic type	74
WM01_S1_004	Major Facilitator superfamily (MFS)	26
WM01_S1_004	Hydrogen production VII (chlorophyta, cyanobacteria)	1
WM01_S1_004	Phosphotransferase system (pts)	2
WM01_S1_004	Cellular response to osmotic stress	28
WM01_S1_004	Regulation of response to osmotic stress	21
WM01_S1_004	Acetyl-coA fermentation to butyrate II (clostridium)	4
WM01_S1_004	Methane oxidation to cO2	1
WM01_S1_004	Transamination	3
WM01_S1_004	BTEX and related aromatics degradation	1
WM01_S1_004	Regulation of translational initiation in response to osmotic stress	14
WM01_S1_004	From methanol	1
WM01_S1_004	Deamination of cystein and methionine	1
WM01_S1_004	Lysine degradation Iv	1
WM01_S1_004	Lysine degradation v	1
WM01_S1_004	Lysine degradation vI	1
