bin	name	count
WM01_S1_004	Sensory system	4
WM01_S1_004	Cellular community - eukaryotes	2
WM01_S1_006	Amino acid metabolism	227
WM01_S1_006	Carbohydrate metabolism	224
WM01_S1_006	Glycan biosynthesis and metabolism	111
WM01_S1_006	Energy metabolism	109
WM01_S1_006	Signal transduction	172
WM01_S1_006	Endocrine system	42
WM01_S1_006	Metabolism of other amino acids	50
WM01_S1_006	Transport and catabolism	52
WM01_S1_006	Cancer: overview	37
WM01_S1_006	Metabolism of terpenoids and polyketides	45
WM01_S1_006	Lipid metabolism	97
WM01_S1_006	Protein families: signaling and cellular processes	488
WM01_S1_006	Metabolism of cofactors and vitamins	138
WM01_S1_006	Biosynthesis of other secondary metabolites	50
WM01_S1_006	Protein families: metabolism	399
WM01_S1_006	Xenobiotics biodegradation and metabolism	45
WM01_S1_006	Nucleotide metabolism	94
WM01_S1_006	Unclassified: metabolism	196
WM01_S1_006	Infectious disease: bacterial	34
WM01_S1_006	Neurodegenerative disease	43
WM01_S1_006	Cardiovascular disease	22
WM01_S1_006	Protein families: genetic information processing	699
WM01_S1_006	Cell growth and death	64
WM01_S1_006	Excretory system	5
WM01_S1_006	Nervous system	17
WM01_S1_006	Substance dependence	6
WM01_S1_006	Drug resistance: antineoplastic	6
WM01_S1_006	Folding, sorting and degradation	47
WM01_S1_006	Translation	84
WM01_S1_006	Digestive system	24
WM01_S1_006	Drug resistance: antimicrobial	40
WM01_S1_006	Cellular community - prokaryotes	51
WM01_S1_006	Endocrine and metabolic disease	28
WM01_S1_006	Environmental adaptation	15
WM01_S1_006	Infectious disease: viral	75
WM01_S1_006	Replication and repair	94
WM01_S1_006	Infectious disease: parasitic	15
WM01_S1_006	Aging	16
WM01_S1_006	Development and regeneration	3
WM01_S1_006	Cancer: specific types	23
WM01_S1_006	Unclassified: signaling and cellular processes	61
WM01_S1_006	Membrane transport	46
WM01_S1_006	Poorly characterized	93
WM01_S1_006	Cell motility	5
WM01_S1_006	Transcription	15
WM01_S1_006	Immune system	20
WM01_S1_006	Unclassified: genetic information processing	34
WM01_S1_006	Immune disease	3
WM01_S1_006	Cellular community - eukaryotes	18
WM01_S1_006	Circulatory system	1
WM01_S1_006	Sensory system	1
WM01_S1_006	Signaling molecules and interaction	14
WM01_S1_006	Viral protein families	1
WM01_S1_007	Amino acid metabolism	271
WM01_S1_007	Carbohydrate metabolism	314
WM01_S1_007	Biosynthesis of other secondary metabolites	76
WM01_S1_007	Glycan biosynthesis and metabolism	116
WM01_S1_007	Energy metabolism	132
WM01_S1_007	Signal transduction	183
WM01_S1_007	Metabolism of other amino acids	69
WM01_S1_007	Transport and catabolism	28
WM01_S1_007	Cancer: overview	28
WM01_S1_007	Cardiovascular disease	55
WM01_S1_007	Protein families: signaling and cellular processes	595
WM01_S1_007	Lipid metabolism	102
WM01_S1_007	Metabolism of cofactors and vitamins	138
WM01_S1_007	Protein families: metabolism	433
WM01_S1_007	Metabolism of terpenoids and polyketides	62
WM01_S1_007	Xenobiotics biodegradation and metabolism	53
WM01_S1_007	Nucleotide metabolism	82
WM01_S1_007	Unclassified: metabolism	184
WM01_S1_007	Infectious disease: bacterial	40
WM01_S1_007	Neurodegenerative disease	38
WM01_S1_007	Protein families: genetic information processing	525
WM01_S1_007	Endocrine system	22
WM01_S1_007	Poorly characterized	95
WM01_S1_007	Cell growth and death	26
WM01_S1_007	Excretory system	1
WM01_S1_007	Nervous system	8
WM01_S1_007	Substance dependence	3
WM01_S1_007	Drug resistance: antineoplastic	3
WM01_S1_007	Folding, sorting and degradation	35
WM01_S1_007	Translation	48
WM01_S1_007	Digestive system	9
WM01_S1_007	Cellular community - prokaryotes	66
WM01_S1_007	Endocrine and metabolic disease	16
WM01_S1_007	Environmental adaptation	22
WM01_S1_007	Infectious disease: viral	15
WM01_S1_007	Drug resistance: antimicrobial	53
WM01_S1_007	Replication and repair	87
WM01_S1_007	Aging	11
WM01_S1_007	Immune system	20
WM01_S1_007	Development and regeneration	1
WM01_S1_007	Immune disease	3
WM01_S1_007	Infectious disease: parasitic	5
WM01_S1_007	Cancer: specific types	9
WM01_S1_007	Unclassified: signaling and cellular processes	48
WM01_S1_007	Membrane transport	56
WM01_S1_007	Transcription	4
WM01_S1_007	Cell motility	20
WM01_S1_007	Unclassified: genetic information processing	27
WM01_S1_007	Signaling molecules and interaction	24
WM01_S1_007	Cellular community - eukaryotes	14
WM01_S1_007	Circulatory system	1
WM01_S1_012	Amino acid metabolism	232
WM01_S1_012	Carbohydrate metabolism	228
WM01_S1_012	Biosynthesis of other secondary metabolites	54
WM01_S1_012	Glycan biosynthesis and metabolism	100
WM01_S1_012	Energy metabolism	114
WM01_S1_012	Signal transduction	96
WM01_S1_012	Metabolism of other amino acids	44
WM01_S1_012	Transport and catabolism	31
WM01_S1_012	Cancer: overview	10
WM01_S1_012	Lipid metabolism	101
WM01_S1_012	Protein families: signaling and cellular processes	368
WM01_S1_012	Metabolism of cofactors and vitamins	114
WM01_S1_012	Protein families: metabolism	323
WM01_S1_012	Metabolism of terpenoids and polyketides	41
WM01_S1_012	Xenobiotics biodegradation and metabolism	41
WM01_S1_012	Nucleotide metabolism	78
WM01_S1_012	Unclassified: metabolism	146
WM01_S1_012	Infectious disease: bacterial	21
WM01_S1_012	Neurodegenerative disease	23
WM01_S1_012	Cardiovascular disease	25
WM01_S1_012	Protein families: genetic information processing	478
WM01_S1_012	Endocrine system	16
WM01_S1_012	Poorly characterized	69
WM01_S1_012	Cell growth and death	18
WM01_S1_012	Excretory system	1
WM01_S1_012	Nervous system	6
WM01_S1_012	Substance dependence	3
WM01_S1_012	Drug resistance: antineoplastic	4
WM01_S1_012	Folding, sorting and degradation	33
WM01_S1_012	Translation	61
WM01_S1_012	Digestive system	7
WM01_S1_012	Drug resistance: antimicrobial	42
WM01_S1_012	Cellular community - prokaryotes	51
WM01_S1_012	Endocrine and metabolic disease	12
WM01_S1_012	Infectious disease: viral	5
WM01_S1_012	Replication and repair	65
WM01_S1_012	Infectious disease: parasitic	7
WM01_S1_012	Immune system	19
WM01_S1_012	Development and regeneration	1
WM01_S1_012	Immune disease	2
WM01_S1_012	Cancer: specific types	2
WM01_S1_012	Aging	11
WM01_S1_012	Environmental adaptation	11
WM01_S1_012	Unclassified: signaling and cellular processes	42
WM01_S1_012	Membrane transport	40
WM01_S1_012	Transcription	3
WM01_S1_012	Cell motility	6
WM01_S1_012	Unclassified: genetic information processing	31
WM01_S1_012	Signaling molecules and interaction	8
WM01_S1_012	Cellular community - eukaryotes	5
WM01_S1_016	Carbohydrate metabolism	209
WM01_S1_016	Amino acid metabolism	203
WM01_S1_016	Lipid metabolism	99
WM01_S1_016	Energy metabolism	92
WM01_S1_016	Excretory system	2
WM01_S1_016	Metabolism of other amino acids	39
WM01_S1_016	Cancer: overview	8
WM01_S1_016	Cardiovascular disease	7
WM01_S1_016	Protein families: signaling and cellular processes	223
WM01_S1_016	Metabolism of cofactors and vitamins	102
WM01_S1_016	Biosynthesis of other secondary metabolites	35
WM01_S1_016	Protein families: metabolism	198
WM01_S1_016	Glycan biosynthesis and metabolism	37
WM01_S1_016	Metabolism of terpenoids and polyketides	55
WM01_S1_016	Xenobiotics biodegradation and metabolism	87
WM01_S1_016	Nucleotide metabolism	42
WM01_S1_016	Unclassified: metabolism	131
WM01_S1_016	Signal transduction	27
WM01_S1_016	Infectious disease: bacterial	6
WM01_S1_016	Neurodegenerative disease	8
WM01_S1_016	Protein families: genetic information processing	245
WM01_S1_016	Endocrine system	12
WM01_S1_016	Nervous system	5
WM01_S1_016	Substance dependence	3
WM01_S1_016	Transport and catabolism	12
WM01_S1_016	Drug resistance: antineoplastic	2
WM01_S1_016	Digestive system	6
WM01_S1_016	Cellular community - prokaryotes	30
WM01_S1_016	Translation	30
WM01_S1_016	Environmental adaptation	5
WM01_S1_016	Infectious disease: viral	1
WM01_S1_016	Endocrine and metabolic disease	2
WM01_S1_016	Membrane transport	56
WM01_S1_016	Folding, sorting and degradation	21
WM01_S1_016	Replication and repair	61
WM01_S1_016	Cell growth and death	10
WM01_S1_016	Aging	3
WM01_S1_016	Immune system	1
WM01_S1_016	Drug resistance: antimicrobial	12
WM01_S1_016	Unclassified: signaling and cellular processes	20
WM01_S1_016	Poorly characterized	40
WM01_S1_016	Cell motility	2
WM01_S1_016	Transcription	1
WM01_S1_016	Unclassified: genetic information processing	15
WM01_S1_016	Immune disease	1
WM01_S1_016	Circulatory system	2
WM01_S1_016	Sensory system	1
WM01_S1_017	Carbohydrate metabolism	72
WM01_S1_017	Lipid metabolism	21
WM01_S1_017	Amino acid metabolism	46
WM01_S1_017	Metabolism of cofactors and vitamins	51
WM01_S1_017	Biosynthesis of other secondary metabolites	14
WM01_S1_017	Protein families: metabolism	80
WM01_S1_017	Nucleotide metabolism	13
WM01_S1_017	Xenobiotics biodegradation and metabolism	27
WM01_S1_017	Protein families: signaling and cellular processes	123
WM01_S1_017	Energy metabolism	27
WM01_S1_017	Endocrine system	7
WM01_S1_017	Unclassified: metabolism	71
WM01_S1_017	Protein families: genetic information processing	189
WM01_S1_017	Signal transduction	18
WM01_S1_017	Transport and catabolism	2
WM01_S1_017	Cancer: overview	4
WM01_S1_017	Folding, sorting and degradation	9
WM01_S1_017	Translation	27
WM01_S1_017	Environmental adaptation	3
WM01_S1_017	Metabolism of other amino acids	11
WM01_S1_017	Metabolism of terpenoids and polyketides	9
WM01_S1_017	Glycan biosynthesis and metabolism	20
WM01_S1_017	Drug resistance: antimicrobial	3
WM01_S1_017	Cell growth and death	4
WM01_S1_017	Aging	1
WM01_S1_017	Immune disease	1
WM01_S1_017	Cellular community - prokaryotes	25
WM01_S1_017	Replication and repair	30
WM01_S1_017	Membrane transport	31
WM01_S1_017	Unclassified: signaling and cellular processes	9
WM01_S1_017	Transcription	1
WM01_S1_017	Cell motility	1
WM01_S1_017	Unclassified: genetic information processing	14
WM01_S1_017	Poorly characterized	36
WM01_S1_017	Immune system	5
WM01_S1_017	Cancer: specific types	1
WM01_S1_017	Infectious disease: bacterial	1
WM01_S1_017	Cardiovascular disease	2
WM01_S1_017	Digestive system	1
WM01_S1_017	Neurodegenerative disease	1
WM01_S1_017	Substance dependence	1
WM01_S1_023	Amino acid metabolism	84
WM01_S1_023	Carbohydrate metabolism	125
WM01_S1_023	Metabolism of other amino acids	27
WM01_S1_023	Lipid metabolism	26
WM01_S1_023	Energy metabolism	37
WM01_S1_023	Protein families: signaling and cellular processes	160
WM01_S1_023	Metabolism of cofactors and vitamins	57
WM01_S1_023	Biosynthesis of other secondary metabolites	20
WM01_S1_023	Protein families: metabolism	141
WM01_S1_023	Glycan biosynthesis and metabolism	59
WM01_S1_023	Metabolism of terpenoids and polyketides	25
WM01_S1_023	Signal transduction	20
WM01_S1_023	Nucleotide metabolism	31
WM01_S1_023	Drug resistance: antineoplastic	3
WM01_S1_023	Folding, sorting and degradation	12
WM01_S1_023	Protein families: genetic information processing	163
WM01_S1_023	Unclassified: metabolism	60
WM01_S1_023	Translation	22
WM01_S1_023	Cellular community - prokaryotes	33
WM01_S1_023	Drug resistance: antimicrobial	12
WM01_S1_023	Transport and catabolism	3
WM01_S1_023	Endocrine system	3
WM01_S1_023	Cancer: overview	3
WM01_S1_023	Infectious disease: viral	1
WM01_S1_023	Endocrine and metabolic disease	4
WM01_S1_023	Xenobiotics biodegradation and metabolism	5
WM01_S1_023	Cell growth and death	6
WM01_S1_023	Aging	2
WM01_S1_023	Environmental adaptation	3
WM01_S1_023	Replication and repair	32
WM01_S1_023	Membrane transport	43
WM01_S1_023	Unclassified: signaling and cellular processes	16
WM01_S1_023	Poorly characterized	26
WM01_S1_023	Cell motility	4
WM01_S1_023	Unclassified: genetic information processing	16
WM01_S1_023	Infectious disease: bacterial	1
WM01_S1_023	Immune system	1
WM01_S1_023	Substance dependence	1
WM01_S1_025	Carbohydrate metabolism	420
WM01_S1_025	Lipid metabolism	107
WM01_S1_025	Xenobiotics biodegradation and metabolism	50
WM01_S1_025	Protein families: signaling and cellular processes	903
WM01_S1_025	Biosynthesis of other secondary metabolites	68
WM01_S1_025	Amino acid metabolism	246
WM01_S1_025	Signal transduction	219
WM01_S1_025	Endocrine system	24
WM01_S1_025	Cancer: overview	27
WM01_S1_025	Metabolism of other amino acids	48
WM01_S1_025	Cardiovascular disease	22
WM01_S1_025	Unclassified: metabolism	277
WM01_S1_025	Metabolism of cofactors and vitamins	150
WM01_S1_025	Energy metabolism	153
WM01_S1_025	Protein families: metabolism	565
WM01_S1_025	Glycan biosynthesis and metabolism	125
WM01_S1_025	Metabolism of terpenoids and polyketides	76
WM01_S1_025	Nucleotide metabolism	61
WM01_S1_025	Infectious disease: bacterial	60
WM01_S1_025	Nervous system	6
WM01_S1_025	Neurodegenerative disease	30
WM01_S1_025	Substance dependence	5
WM01_S1_025	Circulatory system	1
WM01_S1_025	Environmental adaptation	22
WM01_S1_025	Endocrine and metabolic disease	46
WM01_S1_025	Protein families: genetic information processing	661
WM01_S1_025	Transport and catabolism	47
WM01_S1_025	Folding, sorting and degradation	55
WM01_S1_025	Cell motility	67
WM01_S1_025	Drug resistance: antineoplastic	1
WM01_S1_025	Translation	47
WM01_S1_025	Digestive system	4
WM01_S1_025	Cellular community - prokaryotes	146
WM01_S1_025	Drug resistance: antimicrobial	89
WM01_S1_025	Cell growth and death	43
WM01_S1_025	Cancer: specific types	7
WM01_S1_025	Infectious disease: viral	8
WM01_S1_025	Replication and repair	70
WM01_S1_025	Aging	21
WM01_S1_025	Immune system	36
WM01_S1_025	Unclassified: signaling and cellular processes	94
WM01_S1_025	Membrane transport	111
WM01_S1_025	Poorly characterized	118
WM01_S1_025	Transcription	12
WM01_S1_025	Unclassified: genetic information processing	42
WM01_S1_025	Immune disease	1
WM01_S1_025	Development and regeneration	6
WM01_S1_025	Infectious disease: parasitic	2
WM01_S1_025	Cellular community - eukaryotes	3
WM01_S1_033	Amino acid metabolism	78
WM01_S1_033	Lipid metabolism	30
WM01_S1_033	Metabolism of cofactors and vitamins	40
WM01_S1_033	Biosynthesis of other secondary metabolites	23
WM01_S1_033	Protein families: metabolism	182
WM01_S1_033	Glycan biosynthesis and metabolism	35
WM01_S1_033	Metabolism of terpenoids and polyketides	15
WM01_S1_033	Unclassified: metabolism	64
WM01_S1_033	Carbohydrate metabolism	78
WM01_S1_033	Energy metabolism	32
WM01_S1_033	Metabolism of other amino acids	21
WM01_S1_033	Folding, sorting and degradation	14
WM01_S1_033	Protein families: genetic information processing	144
WM01_S1_033	Xenobiotics biodegradation and metabolism	23
WM01_S1_033	Signal transduction	72
WM01_S1_033	Digestive system	4
WM01_S1_033	Protein families: signaling and cellular processes	210
WM01_S1_033	Translation	14
WM01_S1_033	Transport and catabolism	5
WM01_S1_033	Endocrine system	6
WM01_S1_033	Environmental adaptation	7
WM01_S1_033	Nucleotide metabolism	17
WM01_S1_033	Replication and repair	18
WM01_S1_033	Cell growth and death	27
WM01_S1_033	Aging	3
WM01_S1_033	Immune system	3
WM01_S1_033	Drug resistance: antimicrobial	12
WM01_S1_033	Nervous system	2
WM01_S1_033	Development and regeneration	1
WM01_S1_033	Substance dependence	4
WM01_S1_033	Cellular community - prokaryotes	39
WM01_S1_033	Unclassified: signaling and cellular processes	14
WM01_S1_033	Membrane transport	30
WM01_S1_033	Neurodegenerative disease	7
WM01_S1_033	Cardiovascular disease	2
WM01_S1_033	Cell motility	13
WM01_S1_033	Infectious disease: bacterial	7
WM01_S1_033	Poorly characterized	22
WM01_S1_033	Transcription	1
WM01_S1_033	Unclassified: genetic information processing	17
WM01_S1_033	Endocrine and metabolic disease	2
WM01_S1_033	Cancer: overview	1
WM01_S1_033	Infectious disease: parasitic	1
WM01_S1_033	Drug resistance: antineoplastic	1
WM01_S1_034	Carbohydrate metabolism	20
WM01_S1_034	Metabolism of other amino acids	14
WM01_S1_034	Cancer: overview	2
WM01_S1_034	Cardiovascular disease	3
WM01_S1_034	Protein families: signaling and cellular processes	81
WM01_S1_034	Glycan biosynthesis and metabolism	19
WM01_S1_034	Protein families: metabolism	68
WM01_S1_034	Energy metabolism	19
WM01_S1_034	Signal transduction	12
WM01_S1_034	Infectious disease: bacterial	3
WM01_S1_034	Neurodegenerative disease	8
WM01_S1_034	Protein families: genetic information processing	223
WM01_S1_034	Amino acid metabolism	14
WM01_S1_034	Metabolism of cofactors and vitamins	8
WM01_S1_034	Nucleotide metabolism	21
WM01_S1_034	Folding, sorting and degradation	17
WM01_S1_034	Drug resistance: antineoplastic	2
WM01_S1_034	Translation	51
WM01_S1_034	Metabolism of terpenoids and polyketides	4
WM01_S1_034	Unclassified: metabolism	12
WM01_S1_034	Xenobiotics biodegradation and metabolism	3
WM01_S1_034	Drug resistance: antimicrobial	10
WM01_S1_034	Biosynthesis of other secondary metabolites	3
WM01_S1_034	Replication and repair	53
WM01_S1_034	Unclassified: signaling and cellular processes	9
WM01_S1_034	Cellular community - prokaryotes	7
WM01_S1_034	Environmental adaptation	2
WM01_S1_034	Cell growth and death	9
WM01_S1_034	Transcription	6
WM01_S1_034	Membrane transport	13
WM01_S1_034	Cell motility	1
WM01_S1_034	Unclassified: genetic information processing	7
WM01_S1_034	Aging	2
WM01_S1_034	Poorly characterized	16
WM01_S1_034	Signaling molecules and interaction	2
WM01_S1_034	Digestive system	2
WM01_S1_034	Infectious disease: viral	1
WM01_S1_034	Lipid metabolism	2
WM01_S1_036	Amino acid metabolism	38
WM01_S1_036	Carbohydrate metabolism	48
WM01_S1_036	Unclassified: metabolism	50
WM01_S1_036	Energy metabolism	29
WM01_S1_036	Protein families: signaling and cellular processes	130
WM01_S1_036	Lipid metabolism	9
WM01_S1_036	Metabolism of cofactors and vitamins	31
WM01_S1_036	Biosynthesis of other secondary metabolites	7
WM01_S1_036	Protein families: metabolism	67
WM01_S1_036	Signal transduction	28
WM01_S1_036	Xenobiotics biodegradation and metabolism	40
WM01_S1_036	Drug resistance: antineoplastic	2
WM01_S1_036	Transport and catabolism	3
WM01_S1_036	Metabolism of terpenoids and polyketides	4
WM01_S1_036	Glycan biosynthesis and metabolism	12
WM01_S1_036	Metabolism of other amino acids	6
WM01_S1_036	Aging	4
WM01_S1_036	Cancer: overview	7
WM01_S1_036	Cancer: specific types	2
WM01_S1_036	Cardiovascular disease	3
WM01_S1_036	Endocrine and metabolic disease	9
WM01_S1_036	Nucleotide metabolism	12
WM01_S1_036	Endocrine system	1
WM01_S1_036	Nervous system	1
WM01_S1_036	Environmental adaptation	2
WM01_S1_036	Protein families: genetic information processing	115
WM01_S1_036	Drug resistance: antimicrobial	6
WM01_S1_036	Infectious disease: bacterial	6
WM01_S1_036	Folding, sorting and degradation	7
WM01_S1_036	Cell growth and death	2
WM01_S1_036	Cellular community - prokaryotes	50
WM01_S1_036	Translation	12
WM01_S1_036	Membrane transport	37
WM01_S1_036	Unclassified: signaling and cellular processes	10
WM01_S1_036	Replication and repair	4
WM01_S1_036	Cell motility	4
WM01_S1_036	Transcription	1
WM01_S1_036	Unclassified: genetic information processing	3
WM01_S1_036	Poorly characterized	21
WM01_S1_036	Immune system	1
WM01_S1_036	Neurodegenerative disease	2
WM01_S1_036	Substance dependence	1
WM01_S1_039	Amino acid metabolism	78
WM01_S1_039	Carbohydrate metabolism	108
WM01_S1_039	Metabolism of other amino acids	19
WM01_S1_039	Cancer: overview	8
WM01_S1_039	Cardiovascular disease	10
WM01_S1_039	Protein families: signaling and cellular processes	142
WM01_S1_039	Metabolism of cofactors and vitamins	91
WM01_S1_039	Lipid metabolism	18
WM01_S1_039	Energy metabolism	96
WM01_S1_039	Biosynthesis of other secondary metabolites	23
WM01_S1_039	Protein families: metabolism	123
WM01_S1_039	Glycan biosynthesis and metabolism	23
WM01_S1_039	Xenobiotics biodegradation and metabolism	7
WM01_S1_039	Signal transduction	23
WM01_S1_039	Infectious disease: bacterial	12
WM01_S1_039	Neurodegenerative disease	12
WM01_S1_039	Protein families: genetic information processing	231
WM01_S1_039	Endocrine system	11
WM01_S1_039	Nucleotide metabolism	41
WM01_S1_039	Unclassified: metabolism	46
WM01_S1_039	Metabolism of terpenoids and polyketides	14
WM01_S1_039	Drug resistance: antineoplastic	2
WM01_S1_039	Translation	23
WM01_S1_039	Cell growth and death	14
WM01_S1_039	Cellular community - prokaryotes	29
WM01_S1_039	Endocrine and metabolic disease	3
WM01_S1_039	Transport and catabolism	1
WM01_S1_039	Infectious disease: viral	1
WM01_S1_039	Folding, sorting and degradation	16
WM01_S1_039	Replication and repair	47
WM01_S1_039	Aging	9
WM01_S1_039	Drug resistance: antimicrobial	16
WM01_S1_039	Membrane transport	50
WM01_S1_039	Unclassified: signaling and cellular processes	13
WM01_S1_039	Environmental adaptation	6
WM01_S1_039	Poorly characterized	29
WM01_S1_039	Transcription	5
WM01_S1_039	Unclassified: genetic information processing	12
WM01_S1_039	Immune system	4
WM01_S1_039	Cancer: specific types	1
WM01_S1_043	Amino acid metabolism	109
WM01_S1_043	Carbohydrate metabolism	119
WM01_S1_043	Lipid metabolism	35
WM01_S1_043	Metabolism of cofactors and vitamins	66
WM01_S1_043	Biosynthesis of other secondary metabolites	14
WM01_S1_043	Protein families: metabolism	161
WM01_S1_043	Glycan biosynthesis and metabolism	42
WM01_S1_043	Energy metabolism	79
WM01_S1_043	Metabolism of other amino acids	29
WM01_S1_043	Unclassified: metabolism	83
WM01_S1_043	Xenobiotics biodegradation and metabolism	45
WM01_S1_043	Nervous system	10
WM01_S1_043	Neurodegenerative disease	25
WM01_S1_043	Substance dependence	3
WM01_S1_043	Signal transduction	77
WM01_S1_043	Protein families: signaling and cellular processes	283
WM01_S1_043	Endocrine system	5
WM01_S1_043	Cardiovascular disease	7
WM01_S1_043	Aging	6
WM01_S1_043	Protein families: genetic information processing	165
WM01_S1_043	Cell motility	18
WM01_S1_043	Nucleotide metabolism	27
WM01_S1_043	Drug resistance: antineoplastic	2
WM01_S1_043	Translation	16
WM01_S1_043	Metabolism of terpenoids and polyketides	32
WM01_S1_043	Digestive system	2
WM01_S1_043	Cellular community - prokaryotes	77
WM01_S1_043	Cancer: overview	7
WM01_S1_043	Cancer: specific types	1
WM01_S1_043	Transport and catabolism	9
WM01_S1_043	Endocrine and metabolic disease	8
WM01_S1_043	Folding, sorting and degradation	11
WM01_S1_043	Infectious disease: parasitic	2
WM01_S1_043	Excretory system	1
WM01_S1_043	Drug resistance: antimicrobial	21
WM01_S1_043	Cell growth and death	18
WM01_S1_043	Replication and repair	38
WM01_S1_043	Membrane transport	88
WM01_S1_043	Unclassified: signaling and cellular processes	15
WM01_S1_043	Environmental adaptation	10
WM01_S1_043	Unclassified: genetic information processing	11
WM01_S1_043	Infectious disease: bacterial	19
WM01_S1_043	Poorly characterized	28
WM01_S1_043	Immune system	21
WM02_S2_002	Amino acid metabolism	222
WM02_S2_002	Carbohydrate metabolism	231
WM02_S2_002	Glycan biosynthesis and metabolism	115
WM02_S2_002	Metabolism of terpenoids and polyketides	37
WM02_S2_002	Signal transduction	166
WM02_S2_002	Digestive system	14
WM02_S2_002	Energy metabolism	119
WM02_S2_002	Metabolism of other amino acids	48
WM02_S2_002	Transport and catabolism	15
WM02_S2_002	Cancer: overview	16
WM02_S2_002	Cardiovascular disease	20
WM02_S2_002	Protein families: signaling and cellular processes	527
WM02_S2_002	Lipid metabolism	74
WM02_S2_002	Metabolism of cofactors and vitamins	133
WM02_S2_002	Biosynthesis of other secondary metabolites	43
WM02_S2_002	Protein families: metabolism	400
WM02_S2_002	Xenobiotics biodegradation and metabolism	36
WM02_S2_002	Nucleotide metabolism	83
WM02_S2_002	Unclassified: metabolism	167
WM02_S2_002	Infectious disease: bacterial	27
