bin	name	count
WM01_S1_002	Glycine, serine and threonine metabolism [PATH:ko00260]	28
WM01_S1_002	Cysteine and methionine metabolism [PATH:ko00270]	30
WM01_S1_002	Lysine biosynthesis [PATH:ko00300]	16
WM01_S1_002	Pentose and glucuronate interconversions [PATH:ko00040]	9
WM01_S1_002	Ascorbate and aldarate metabolism [PATH:ko00053]	9
WM01_S1_002	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	37
WM01_S1_002	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	30
WM01_S1_002	Histidine metabolism [PATH:ko00340]	19
WM01_S1_002	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	13
WM01_S1_002	Citrate cycle (TCA cycle) [PATH:ko00020]	21
WM01_S1_002	Pyruvate metabolism [PATH:ko00620]	30
WM01_S1_002	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	23
WM01_S1_002	Carbon fixation in photosynthetic organisms [PATH:ko00710]	15
WM01_S1_002	Carbon fixation pathways in prokaryotes [PATH:ko00720]	22
WM01_S1_002	Methane metabolism [PATH:ko00680]	17
WM01_S1_002	Pentose phosphate pathway [PATH:ko00030]	23
WM01_S1_002	Glutathione metabolism [PATH:ko00480]	15
WM01_S1_002	Central carbon metabolism in cancer [PATH:ko05230]	5
WM01_S1_002	Diabetic cardiomyopathy [PATH:ko05415]	14
WM01_S1_002	Exosome [BR:ko04147]	56
WM01_S1_002	Butanoate metabolism [PATH:ko00650]	26
WM01_S1_002	Terpenoid backbone biosynthesis [PATH:ko00900]	14
WM01_S1_002	Glycerophospholipid metabolism [PATH:ko00564]	16
WM01_S1_002	Fatty acid biosynthesis [PATH:ko00061]	31
WM01_S1_002	Biotin metabolism [PATH:ko00780]	21
WM01_S1_002	Prodigiosin biosynthesis [PATH:ko00333]	10
WM01_S1_002	Lipid biosynthesis proteins [BR:ko01004]	41
WM01_S1_002	Polyketide sugar unit biosynthesis [PATH:ko00523]	10
WM01_S1_002	Streptomycin biosynthesis [PATH:ko00521]	9
WM01_S1_002	Phenylalanine metabolism [PATH:ko00360]	26
WM01_S1_002	Benzoate degradation [PATH:ko00362]	21
WM01_S1_002	Peptidoglycan biosynthesis [PATH:ko00550]	24
WM01_S1_002	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	35
WM01_S1_002	Purine metabolism [PATH:ko00230]	44
WM01_S1_002	Drug metabolism - other enzymes [PATH:ko00983]	10
WM01_S1_002	Enzymes with EC numbers	156
WM01_S1_002	Vitamin B6 metabolism [PATH:ko00750]	5
WM01_S1_002	Glycolysis / Gluconeogenesis [PATH:ko00010]	28
WM01_S1_002	Monobactam biosynthesis [PATH:ko00261]	7
WM01_S1_002	HIF-1 signaling pathway [PATH:ko04066]	7
WM01_S1_002	Pathogenic Escherichia coli infection [PATH:ko05130]	1
WM01_S1_002	Salmonella infection [PATH:ko05132]	15
WM01_S1_002	Alzheimer disease [PATH:ko05010]	2
WM01_S1_002	Membrane trafficking [BR:ko04131]	29
WM01_S1_002	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	32
WM01_S1_002	Lysine degradation [PATH:ko00310]	16
WM01_S1_002	Tyrosine metabolism [PATH:ko00350]	11
WM01_S1_002	Nicotinate and nicotinamide metabolism [PATH:ko00760]	18
WM01_S1_002	Arginine biosynthesis [PATH:ko00220]	15
WM01_S1_002	Chloroalkane and chloroalkene degradation [PATH:ko00625]	1
WM01_S1_002	Glucagon signaling pathway [PATH:ko04922]	5
WM01_S1_002	Sulfur metabolism [PATH:ko00920]	18
WM01_S1_002	Transporters [BR:ko02000]	279
WM01_S1_002	Steroid biosynthesis [PATH:ko00100]	10
WM01_S1_002	Porphyrin and chlorophyll metabolism [PATH:ko00860]	50
WM01_S1_002	Oxidative phosphorylation [PATH:ko00190]	36
WM01_S1_002	Legionellosis [PATH:ko05134]	6
