OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU9863	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	?	?	?
OTU9869	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	?	?
OTU9864	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Trachydiscus minutus	?	?
OTU9866	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	?
OTU9872	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517	?
OTU9868	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU9870	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	?	?
OTU9871	Bacteria	Patescibacteria	Parcubacteria	Candidatus Azambacteria	Candidatus Azambacteria bacterium GW2011_GWF2_42_22	?	?
OTU9875	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	Hypsibius dujardini
OTU9874	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	?	?
OTU9873	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	?	?
OTU9876	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU9877	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	?	?
OTU9882	Bacteria	Proteobacteria	Alphaproteobacteria	Ferrovibrionales	Taonella	?	?
OTU9878	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	?
OTU9879	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU9880	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	?	?	?
OTU9886	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	?	?
OTU9881	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	?	?
OTU9884	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9885	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?
OTU9883	Bacteria	Patescibacteria	Parcubacteria	?	?	?	?
OTU9888	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9887	Bacteria	Acidobacteriota	Subgroup 11	uncultured Acidobacteria bacterium	?	?	?
OTU9889	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9890	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	?	?
OTU9892	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	?	?
OTU9891	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Monodopsis sp. MarTras21	?
OTU9899	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	?
OTU9893	Bacteria	Dependentiae	Babeliae	Babeliales	?	?	?
OTU9896	Bacteria	Chloroflexi	TK10	?	?	?	?
OTU9897	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU9895	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9898	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9900	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	?	?
OTU9901	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9894	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	Candidatus Peribacteria bacterium RIFOXYC2_FULL_55_14	?	?
OTU9902	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	?
OTU9903	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	Brevibacillus agri
OTU9904	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU9905	Bacteria	Acidobacteriota	Subgroup 18	?	?	?	?
OTU9910	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	?	?
OTU9907	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	?	?
OTU9909	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	?	?
OTU9908	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	metagenome	?	?
OTU9911	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	?
OTU9912	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	?
OTU9917	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	?	?
OTU9913	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	?	?
OTU9914	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	?	?
OTU9915	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	?
OTU9916	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	?	?
OTU9919	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	metagenome
OTU9918	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Gymnosporangium	Gymnosporangium ellisii
OTU9920	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	metagenome	?	?
OTU9927	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira	?
OTU9922	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9921	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	?
OTU9923	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	?
OTU9926	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	?	?
OTU9924	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	?
OTU9929	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	uncultured archaeon	?	?
OTU9925	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU9930	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU9928	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	?	?
OTU9931	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9932	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	?	?
OTU9933	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	?	?
OTU9934	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	?	?
OTU9940	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	?	?
OTU9936	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	?	?
OTU9937	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	?
OTU9935	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	marine metagenome
OTU9938	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	?
OTU9939	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU9943	Bacteria	Myxococcota	Polyangia	Blfdi19	?	?	?
OTU9941	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9944	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	?
OTU9946	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	?	?	?
OTU9942	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU9947	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	?	?
OTU9948	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	metagenome	?	?
OTU9950	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	metagenome
OTU9949	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
OTU9952	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	?	?	?
OTU9951	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	?	?
OTU9953	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	?	?
OTU9954	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	?	?
OTU9959	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU9957	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9958	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	?	?
OTU9955	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	?	?	?
OTU9956	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	?	?
OTU9964	Bacteria	Planctomycetota	OM190	?	?	?	?
OTU9962	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	?	?
OTU9961	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	?
OTU9960	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella	?
OTU9963	Bacteria	?	?	?	?	?	?
OTU9966	Bacteria	SAR324 clade(Marine group B)	?	?	?	?	?
OTU9965	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	?	?	?
OTU9971	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira	?
OTU9967	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	?
OTU9968	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	?	?
OTU9969	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	?	?	?
OTU9970	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	?	?	?
OTU9975	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU9974	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	?	?
OTU9973	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	metagenome
OTU9977	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	?
OTU9972	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU9976	Bacteria	Planctomycetota	Pla3 lineage	?	?	?	?
OTU9978	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured Hyphomicrobiaceae bacterium
OTU9980	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	?	?
OTU9979	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9982	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	?	?
OTU9981	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU9987	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU9985	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	?	?	?
OTU9988	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	?	?
OTU9984	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	?	?	?
OTU9983	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	metagenome	?	?
OTU9986	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	?	?
OTU9989	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	?	?
OTU9990	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	uncultured Chloroflexi bacterium
OTU9991	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU9992	Bacteria	Myxococcota	Polyangia	mle1-27	metagenome	?	?
OTU9993	Bacteria	Zixibacteria	?	?	?	?	?
OTU9995	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	?	?
OTU9999	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	?
OTU9996	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	?	?
OTU9997	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	?	?
OTU9998	Bacteria	Proteobacteria	Gammaproteobacteria	?	symbiont of Cochliopodium minus	?	?
OTU10000	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	metagenome	?	?
OTU10004	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	?	?
OTU10003	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	?
OTU10002	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU10005	Bacteria	Actinobacteriota	Actinobacteria	PeM15	?	?	?
OTU10001	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU10006	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	?	?	?
OTU10008	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	?	?	?
OTU10007	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	?	?
OTU10009	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	?	?
OTU10015	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	?	?
OTU10010	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavihumibacter	?
OTU10019	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU10016	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	?
OTU10013	Bacteria	Planctomycetota	OM190	?	?	?	?
OTU10011	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	?	?	?
OTU10017	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
OTU10014	Bacteria	Acidobacteriota	Subgroup 22	?	?	?	?
OTU10012	Bacteria	Myxococcota	Polyangia	mle1-27	metagenome	?	?
OTU10018	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU10020	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	?	?
OTU10022	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	?	?
OTU10021	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	metagenome
OTU10023	Bacteria	Firmicutes	Clostridia	Christensenellales	?	?	?
OTU10026	Bacteria	Myxococcota	Polyangia	mle1-27	metagenome	?	?
OTU10030	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	?
OTU10027	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU10025	Bacteria	Myxococcota	bacteriap25	?	?	?	?
OTU10024	Bacteria	Patescibacteria	Parcubacteria	?	?	?	?
OTU10031	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	?
OTU10029	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	?
OTU10032	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU10028	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	?	?
OTU10033	Bacteria	Chloroflexi	P2-11E	?	?	?	?
OTU10034	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU10044	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	?	?	?
OTU10035	Bacteria	Desulfobacterota	Desulfobacteria	?	?	?	?
OTU10037	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	?	?
OTU10036	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	?	?
OTU10038	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	?	?
OTU10040	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	?	?	?
OTU10039	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured Verrucomicrobia bacterium	?
OTU10047	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU10045	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	metagenome	?
OTU10041	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	?	?
OTU10042	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU10043	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	?	?
OTU10046	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU10048	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU10049	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Pinus greggii	?	?
OTU10052	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU10051	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	?
OTU10050	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	?	microbial mat metagenome	?
OTU10055	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	metagenome	?	?
OTU10061	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	metagenome
OTU10053	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 12	?	?	?
OTU10056	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	?
OTU10059	Bacteria	Verrucomicrobiota	Verrucomicrobiae	?	?	?	?
OTU10057	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	?	?
OTU10060	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	?
OTU10054	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU10058	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	?
OTU10062	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	?	?	?
OTU10063	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	?	?
OTU10064	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	metagenome	?
OTU10067	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?
OTU10065	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	metagenome
OTU10066	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU10068	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU10072	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	?
OTU10069	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	?
OTU10071	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Peptoniphilus	Peptoniphilus lacrimalis
OTU10070	Bacteria	Chloroflexi	SL56 marine group	marine metagenome	?	?	?
OTU10074	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	?
OTU10078	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	?
OTU10076	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	?	?
OTU10079	Bacteria	Planctomycetota	OM190	uncultured planctomycete	?	?	?
OTU10073	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	?
OTU10075	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	?	?
OTU10077	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	uncultured Ignavibacterium sp.	?	?
OTU10080	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	?	?	?
OTU10081	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU10082	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU10084	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter	?
OTU10083	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	?
OTU10085	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	metagenome
OTU10086	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	?	?
OTU10089	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	?	?
OTU10087	Bacteria	Proteobacteria	Gammaproteobacteria	?	metagenome	?	?
OTU10091	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	?
OTU10088	Bacteria	?	?	?	?	?	?
OTU10090	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	?	?
OTU10094	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	?	?
OTU10092	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	?	?
OTU10095	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	metagenome
OTU10096	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	?	?
OTU10100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?
OTU10097	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	?
OTU10101	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	?	?	?
OTU10098	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	?
OTU10099	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	?	?
OTU10102	Bacteria	Acidobacteriota	AT-s3-28	uncultured Acidobacteriaceae bacterium	?	?	?
OTU10103	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	?	?
OTU10104	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus funiculus
OTU10107	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	?	?
OTU10105	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU10108	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	uncultured soil bacterium	?
OTU10109	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU10106	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	metagenome	?	?
OTU10093	Eukaryota	Ciliophora	Intramacronucleata	Spirotrichea	Oligotrichia	Spirostrombidium	?
OTU10112	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU10116	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU10113	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	uncultured euryarchaeote	?	?
OTU10114	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU10111	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU10115	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	?	?	?
OTU10110	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Gymnosporangium	Gymnosporangium ellisii
OTU10118	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	?	?
OTU10117	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU10120	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU10125	Bacteria	Planctomycetota	OM190	metagenome	?	?	?
OTU10122	Bacteria	Planctomycetota	Pla3 lineage	?	?	?	?
OTU10123	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium denitrificans
OTU10127	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	?
OTU10124	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU10121	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU10119	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU10126	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	uncultured actinobacterium	?	?
OTU10131	Bacteria	Planctomycetota	vadinHA49	?	?	?	?
OTU10130	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	?	?
OTU10129	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	?	?	?
OTU10132	Bacteria	Actinobacteriota	Thermoleophilia	?	?	?	?
OTU10134	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU10139	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU10137	Bacteria	Planctomycetota	vadinHA49	?	?	?	?
OTU10136	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	?	?	?
OTU10138	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	?	?
OTU10141	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	?	?	?
OTU10143	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	metagenome
OTU10142	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	?
