Genome	WM01_S1_R1_001_val_1.fq.gz Relative Abundance (%)	WM01_S1_R1_001_val_1.fq.gz Mean	WM01_S1_R2_001_val_2.fq.gz Relative Abundance (%)	WM01_S1_R2_001_val_2.fq.gz Mean	WM02_S2_R1_001_val_1.fq.gz Relative Abundance (%)	WM02_S2_R1_001_val_1.fq.gz Mean	WM02_S2_R2_001_val_2.fq.gz Relative Abundance (%)	WM02_S2_R2_001_val_2.fq.gz Mean	WM03_S3_R1_001_val_1.fq.gz Relative Abundance (%)	WM03_S3_R1_001_val_1.fq.gz Mean	WM03_S3_R2_001_val_2.fq.gz Relative Abundance (%)	WM03_S3_R2_001_val_2.fq.gz Mean	WM04_S4_R1_001_val_1.fq.gz Relative Abundance (%)	WM04_S4_R1_001_val_1.fq.gz Mean	WM04_S4_R2_001_val_2.fq.gz Relative Abundance (%)	WM04_S4_R2_001_val_2.fq.gz Mean	WM05_S5_R1_001_val_1.fq.gz Relative Abundance (%)	WM05_S5_R1_001_val_1.fq.gz Mean	WM05_S5_R2_001_val_2.fq.gz Relative Abundance (%)	WM05_S5_R2_001_val_2.fq.gz Mean	WM11_S6_R1_001_val_1.fq.gz Relative Abundance (%)	WM11_S6_R1_001_val_1.fq.gz Mean	WM11_S6_R2_001_val_2.fq.gz Relative Abundance (%)	WM11_S6_R2_001_val_2.fq.gz Mean	WM12_S7_R1_001_val_1.fq.gz Relative Abundance (%)	WM12_S7_R1_001_val_1.fq.gz Mean	WM12_S7_R2_001_val_2.fq.gz Relative Abundance (%)	WM12_S7_R2_001_val_2.fq.gz Mean	WM13_S8_R1_001_val_1.fq.gz Relative Abundance (%)	WM13_S8_R1_001_val_1.fq.gz Mean	WM13_S8_R2_001_val_2.fq.gz Relative Abundance (%)	WM13_S8_R2_001_val_2.fq.gz Mean	WM14_S9_R1_001_val_1.fq.gz Relative Abundance (%)	WM14_S9_R1_001_val_1.fq.gz Mean	WM14_S9_R2_001_val_2.fq.gz Relative Abundance (%)	WM14_S9_R2_001_val_2.fq.gz Mean	WM15_S10_R1_001_val_1.fq.gz Relative Abundance (%)	WM15_S10_R1_001_val_1.fq.gz Mean	WM15_S10_R2_001_val_2.fq.gz Relative Abundance (%)	WM15_S10_R2_001_val_2.fq.gz Mean	WM16_S11_R1_001_val_1.fq.gz Relative Abundance (%)	WM16_S11_R1_001_val_1.fq.gz Mean	WM16_S11_R2_001_val_2.fq.gz Relative Abundance (%)	WM16_S11_R2_001_val_2.fq.gz Mean	WM17_S12_R1_001_val_1.fq.gz Relative Abundance (%)	WM17_S12_R1_001_val_1.fq.gz Mean	WM17_S12_R2_001_val_2.fq.gz Relative Abundance (%)	WM17_S12_R2_001_val_2.fq.gz Mean	WM18_S13_R1_001_val_1.fq.gz Relative Abundance (%)	WM18_S13_R1_001_val_1.fq.gz Mean	WM18_S13_R2_001_val_2.fq.gz Relative Abundance (%)	WM18_S13_R2_001_val_2.fq.gz Mean	WM19_S14_R1_001_val_1.fq.gz Relative Abundance (%)	WM19_S14_R1_001_val_1.fq.gz Mean	WM19_S14_R2_001_val_2.fq.gz Relative Abundance (%)	WM19_S14_R2_001_val_2.fq.gz Mean	WM20_S15_R1_001_val_1.fq.gz Relative Abundance (%)	WM20_S15_R1_001_val_1.fq.gz Mean	WM20_S15_R2_001_val_2.fq.gz Relative Abundance (%)	WM20_S15_R2_001_val_2.fq.gz Mean	WM21_S16_R1_001_val_1.fq.gz Relative Abundance (%)	WM21_S16_R1_001_val_1.fq.gz Mean	WM21_S16_R2_001_val_2.fq.gz Relative Abundance (%)	WM21_S16_R2_001_val_2.fq.gz Mean	WM22_S17_R1_001_val_1.fq.gz Relative Abundance (%)	WM22_S17_R1_001_val_1.fq.gz Mean	WM22_S17_R2_001_val_2.fq.gz Relative Abundance (%)	WM22_S17_R2_001_val_2.fq.gz Mean	WM23_S18_R1_001_val_1.fq.gz Relative Abundance (%)	WM23_S18_R1_001_val_1.fq.gz Mean	WM23_S18_R2_001_val_2.fq.gz Relative Abundance (%)	WM23_S18_R2_001_val_2.fq.gz Mean	WM24_S19_R1_001_val_1.fq.gz Relative Abundance (%)	WM24_S19_R1_001_val_1.fq.gz Mean	WM24_S19_R2_001_val_2.fq.gz Relative Abundance (%)	WM24_S19_R2_001_val_2.fq.gz Mean
WM17_S12_MAGScoT_cleanbin_000034	0	0	0	0	0	0	0	0	0	0	0	0	0.007047784	0.37887254	0.007330474	0.39240065	0	0	0	0	0.040090334	1.9696023	0.04020993	1.9802054	0.04910392	3.3723803	0.04900842	3.3647854	0	0	0	0	0.008304387	0.41178375	0.008443301	0.41926563	0.015740797	0.8242302	0.015714815	0.8251143	0.008669625	0.59831685	0.008646184	0.6004089	0.22522195	14.5760565	0.22171707	14.385626	0.01998293	1.112975	0.019939555	1.112634	0.0069234585	0.43688017	0.006969184	0.44104573	0.044464447	3.0598125	0.044421066	3.061964	0.071153134	3.8547933	0.069794394	3.8244503	0.007892576	0.4058738	0.008051832	0.41456017	0.059833333	2.6669817	0.05987145	2.6712823	0.014185939	0.5568858	0.014225608	0.56055915
WM11_S6_MAGScoT_cleanbin_000007	0.08393573	3.5679398	0.085386455	3.6091764	0.06414696	4.455897	0.065169096	4.4772515	0.020759787	1.0653988	0.021445805	1.0936195	0.27316225	14.684571	0.27431348	14.684013	0.33480266	18.490429	0.33197224	18.348825	0.18920319	9.295384	0.1893965	9.3271475	0.05765819	3.9598746	0.057715107	3.9625633	0.005337918	0.27458823	0.005925255	0.3044043	0	0	0	0	0.090399556	4.733563	0.09060587	4.7573075	0.004323977	0.29841065	0.0048438213	0.33636492	0.25747153	16.663204	0.25391456	16.47469	0.011960018	0.66612864	0.012132852	0.67701715	0.0037654014	0.23760223	0.004212081	0.26656207	0.28983334	19.944828	0.288321	19.874094	0.011988924	0.64951205	0.012644451	0.69286466	0.08618258	4.431918	0.0879135	4.526353	0.09210925	4.1056323	0.09323488	4.1598573	0.0780175	3.0626693	0.07750598	3.054118
WM13_S8_MAGScoT_cleanbin_000040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053913448	3.7026913	0.05364802	3.6833282	0.23731303	12.207636	0.23621781	12.135464	0.04274311	2.119472	0.043173075	2.1438284	0.31450835	16.4685	0.31129318	16.344608	0.04042884	2.7901156	0.040177748	2.7900255	0.01749504	1.1322551	0.017392196	1.1284544	0	0	0	0	0	0	0	0	0.019021936	1.3089911	0.019164773	1.3210363	0.02820681	1.5281326	0.027874077	1.5273864	0.012817793	0.65915185	0.01324494	0.6819347	0.008626065	0.384494	0.00898895	0.40105966	0	0	0	0
WM11_S6_MAGScoT_cleanbin_000001	0.030727316	1.3061566	0.032982137	1.3941127	0.011012538	0.76497376	0.012981898	0.89188325	0	0	0	0	0.38812074	20.864471	0.38970643	20.861006	0.24383795	13.466645	0.24185087	13.367621	0.22246869	10.929688	0.22224508	10.944831	0.19090293	13.110915	0.1910468	13.1167555	0.77898496	40.071823	0.7743959	39.783844	0.49095064	24.34442	0.4910807	24.3854	0.74896365	39.217743	0.74280584	39.0014	0.4215216	29.090473	0.4174567	28.989056	0.28132346	18.20687	0.2776849	18.016975	0.29472667	16.41518	0.29418328	16.415525	0.076934606	4.854684	0.07707939	4.8779793	0.19252037	13.248254	0.19301195	13.304401	0.18764718	10.165976	0.18574229	10.177924	0.11494296	5.9109135	0.11588049	5.9662733	0.21038745	9.3777075	0.21105267	9.416529	0.1997944	7.8431644	0.20025118	7.8908844
WM23_S18_MAGScoT_cleanbin_000017	0.030352985	1.2902445	0.030542124	1.2909765	0.14031136	9.746573	0.13581336	9.330658	0.44289455	22.729486	0.4147546	21.150229	0.0849521	4.5668283	0.08198201	4.388501	0.033602905	1.855816	0.032721978	1.8086145	0.06776919	3.32944	0.06564846	3.2329683	0.01752412	1.2035292	0.0176201	1.2097484	0.058889277	3.0293276	0.05617451	2.8859115	0.05767312	2.8597958	0.0560278	2.7821503	0.09355321	4.8986964	0.089382336	4.693065	0.0899337	6.2065945	0.084054746	5.836935	0.69635403	45.067078	0.63682723	41.319138	0.49784636	27.728195	0.4752776	26.520647	0.34627637	21.850536	0.3229962	20.440855	1.0100961	69.509575	0.95223075	65.637695	0.48268968	26.150202	0.44021437	24.121964	0.5489774	28.231028	0.5142261	26.47567	0.84097713	37.485302	0.7886342	35.186462	0.8334061	32.71634	0.76461667	30.129667
WM13_S8_MAGScoT_cleanbin_000030	0.031283546	1.3298008	0.02393941	1.0118883	0.04411163	3.0641656	0.03644851	2.504088	0.0055264235	0.2836178	0	0	0.17298116	9.299067	0.13298537	7.1187143	0.372236	20.557795	0.27412558	15.151515	0.1050001	5.1585617	0.08576522	4.223652	0.1037716	7.1268716	0.081200406	5.5750003	0.104516245	5.3764277	0.07896853	4.0569324	0.875575	43.41651	0.6845111	33.990498	0.12778942	6.6913967	0.09784886	5.1376047	0.441316	30.456543	0.32053572	22.258661	0.063166514	4.0880504	0.046591084	3.0229602	0.01952714	1.0875891	0.01641823	0.9161427	0.015723404	0.9921693	0.012666436	0.801597	0.013683023	0.9415947	0.01150354	0.7929442	0.05931446	3.2134209	0.043174792	2.3658037	0.10631202	5.4670696	0.079944745	4.1160703	0.067317344	3.0005703	0.050683215	2.261331	0.0612909	2.4060466	0.044711784	1.7618649
WM23_S18_MAGScoT_cleanbin_000031	0.026822718	1.14018	0.02632921	1.112902	0.019310951	1.3414139	0.01962326	1.3481585	0.024406513	1.2525499	0.022088513	1.126394	0.09726401	5.228688	0.09207425	4.9287395	0.100346856	5.5419407	0.09374628	5.1815605	0.10634995	5.224879	0.10177698	5.012178	0.14703949	10.098442	0.13974832	9.594742	0.0727406	3.7418542	0.06938195	3.5644312	0.16676117	8.269067	0.15921256	7.9059553	0.12313921	6.447899	0.11726208	6.1569057	0.14428282	9.95739	0.13499086	9.374043	0.1132319	7.3282127	0.10306938	6.6874304	0.38747466	21.580898	0.37084547	20.6933	0.24981596	15.763745	0.23603871	14.93774	0.36615896	25.19716	0.34740865	23.947035	0.32361427	17.532131	0.29835498	16.348644	0.08605011	4.4251056	0.0815065	4.1964793	0.1506582	6.715365	0.14234582	6.3510375	0.17882504	7.0199876	0.16629004	6.552648
WM04_S4_MAGScoT_cleanbin_000019	0.10825899	4.601873	0.10156353	4.2929606	0.20178443	14.016732	0.19147307	13.154596	0	0	0	0	0.2632351	14.150909	0.24538258	13.135343	0.06384865	3.5262237	0.058748055	3.2471325	0.08308125	4.081708	0.07910575	3.8956952	0.112067856	7.696645	0.10473282	7.190672	0.12194696	6.2730823	0.11383847	5.8483424	0.0538686	2.6711438	0.051106106	2.5377557	0.059070006	3.0930638	0.05473889	2.8740935	0.024642551	1.7006564	0.023219308	1.6123966	0.11774582	7.620348	0.10714085	6.9515986	0.08716715	4.8548865	0.08336066	4.6515527	0.07630088	4.814695	0.07111605	4.500589	0.16179131	11.133638	0.15283231	10.534801	0.14122999	7.651277	0.12835032	7.0330772	0.13055694	6.7138586	0.12116888	6.238554	0.1441677	6.4260607	0.13453506	6.002546	0.14576265	5.7220845	0.13290939	5.237286
WM01_S1_MAGScoT_cleanbin_000031	0.07532583	3.20195	0.07614761	3.218662	0.08311676	5.7736135	0.084474295	5.803559	0.6815755	34.97867	0.67885673	34.618004	0.13354106	7.1788583	0.13442016	7.1955175	0.11495574	6.3487573	0.11363545	6.280878	0.14299221	7.02508	0.14152531	6.9696507	0.1245766	8.555726	0.123383805	8.471198	0.11911692	6.127502	0.11822216	6.07355	0.20924896	10.375879	0.20879048	10.367826	0.06660237	3.4874783	0.06621851	3.476837	0.13979825	9.647897	0.1384187	9.61208	0.17362842	11.236993	0.17196238	11.157402	0.21395563	11.916534	0.2116097	11.807892	0.18524358	11.689136	0.18322858	11.595644	0.28261927	19.448393	0.27855	19.200575	0.20777318	11.256323	0.20307712	11.127803	0.18803835	9.669826	0.1872113	9.638843	0.17270714	7.698163	0.17215829	7.68118	0.36210093	14.214699	0.35567316	14.015277
WM03_S3_MAGScoT_cleanbin_000031	0.0516533	2.1956782	0.05246494	2.2176259	0.22204667	15.424226	0.21235178	14.589007	2.2456238	115.24611	2.0751545	105.8216	0.13969022	7.5094233	0.1341838	7.1828656	0.12406932	6.8520813	0.11637788	6.4324574	0.11286251	5.5448346	0.10860076	5.348226	0.1363886	9.366956	0.12878487	8.84202	0.10870173	5.591733	0.10343669	5.313961	0.21011993	10.419067	0.19856295	9.859962	0.30862755	16.160564	0.2857884	15.0054655	0.18625154	12.853778	0.17050621	11.840303	0.87164	56.411346	0.78261536	50.778282	1.3026854	72.55474	1.2327772	68.78938	1.977854	124.80543	1.8170321	114.99111	1.3604599	93.619804	1.2666484	87.310646	0.9265155	50.194916	0.8280626	45.37447	0.554861	28.53359	0.512537	26.388702	0.87494314	38.99929	0.8109844	36.18366	0.7809756	30.65812	0.7058498	27.813967
WM02_S2_MAGScoT_cleanbin_000023	0.46835867	19.908989	0.36793202	15.552016	1.0799973	75.02081	0.89127153	61.232197	0.5617623	28.829815	0.4371006	22.289753	0.68367565	36.75282	0.5354413	28.662197	0.37728307	20.83653	0.2859596	15.805608	0.084153496	4.134386	0.071673706	3.529692	0.06942865	4.7682514	0.056982026	3.9122317	0.057800304	2.9733095	0.0475055	2.4405496	0.065061554	3.226161	0.054201268	2.691451	0.058428206	3.0594575	0.04659542	2.4465165	0.059388578	4.098584	0.04554145	3.1624923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WM03_S3_MAGScoT_cleanbin_000011	0.07867582	3.3443513	0.08192835	3.4630065	0.09045994	6.283699	0.09314727	6.3994102	0.7406915	38.01252	0.74182206	37.82889	0.14294288	7.684278	0.14459085	7.7399554	0.13205567	7.2931504	0.13174725	7.281956	0.15595019	7.6616945	0.1567807	7.720929	0.13486049	9.262008	0.13549075	9.302427	0.12940387	6.656674	0.12900148	6.6273274	0.22481243	11.147614	0.22507648	11.176535	0.07605716	3.9825568	0.07641905	4.012421	0.15502939	10.699043	0.15381591	10.6812935	0.18858692	12.205087	0.18668512	12.112655	0.22705479	12.646109	0.2263307	12.629329	0.19640037	12.393146	0.19604197	12.406541	0.2986761	20.55334	0.29849732	20.575554	0.22273016	12.066633	0.21937852	12.021053	0.20571727	10.57896	0.20543066	10.576892	0.1895443	8.448655	0.18965186	8.46169	0.38728836	15.203463	0.3837287	15.120804
WM02_S2_MAGScoT_cleanbin_000024	0.052481353	2.2308772	0.03918179	1.6561642	0.599075	41.614082	0.5086679	34.946537	0	0	0	0	0.08439563	4.536914	0.06312557	3.379115	0.02140131	1.1819482	0.016220521	0.89654344	0.014712248	0.72279966	0.012567033	0.6188846	0.028485717	1.9563545	0.022663498	1.5560144	0.011370698	0.5849208	0.009014711	0.4631221	0.074355125	3.6869946	0.059244387	2.9418752	0.0419422	2.1962059	0.03137223	1.6472151	0.017355718	1.1977702	0.012254208	0.8509575	0.02935474	1.8997985	0.020860855	1.3535107	0.009829067	0.54744256	0.008551916	0.47719976	0.0100411065	0.63360816	0.008217876	0.52006936	0.034164775	2.3510427	0.02714647	1.8712183	0.0066698566	0.36134622	0	0	0.02237319	1.1505357	0.017985359	0.926002	0.016585963	0.7392945	0.013645857	0.60883665	0	0	0	0
WM12_S7_MAGScoT_cleanbin_000028	0.03374249	1.4343257	0.027713548	1.1714163	0.077052034	5.352334	0.06468443	4.443954	0	0	0.0050203074	0.2560084	0.14993484	8.060149	0.11823541	6.3291473	0.15399747	8.504948	0.1158072	6.400915	1.5485151	76.07716	1.2640178	62.248672	0.24874498	17.083416	0.1977827	13.579225	0.43905047	22.585226	0.34162197	17.5505	0.031331178	1.5535969	0.026583819	1.3200623	0.112167984	5.873416	0.087298065	4.5836296	2.1144896	145.92728	1.544813	107.27501	0.03195652	2.068182	0.024518432	1.5908246	0.047832932	2.6641166	0.040155184	2.2406728	0.03970698	2.5055673	0.031597212	1.9996336	0.2356261	16.214567	0.1894499	13.058867	0.1866671	10.112879	0.13656084	7.4829807	0.04822841	2.480134	0.0380778	1.9604903	0.0691899	3.0840364	0.05396602	2.4078	0.11301746	4.4366336	0.08165462	3.2175949
WM13_S8_MAGScoT_cleanbin_000011	0.55435306	23.564438	0.5534813	23.394947	0.18838191	13.085741	0.18888593	12.976854	0.024464017	1.255501	0.025164614	1.2832584	0.124468505	6.691139	0.12500331	6.6914325	0.3553234	19.623745	0.3508747	19.393606	0.20008442	9.829969	0.19824487	9.7629	0.34684506	23.820778	0.34482583	23.67481	0.13809313	7.1036587	0.13776255	7.077419	0.059700467	2.9603245	0.060146406	2.9866662	0.069031544	3.6146767	0.06852949	3.5981758	0.14519341	10.020233	0.14377905	9.984314	0.08306806	5.376051	0.08232101	5.3412185	0.028817737	1.605041	0.029125014	1.6251856	0.10618442	6.70039	0.105311625	6.66466	0.08179561	5.62875	0.08184658	5.6417217	0.089582816	4.85324	0.088631645	4.856655	0.15014406	7.7211213	0.14913069	7.6782074	0.2376209	10.591598	0.23584692	10.522773	0.19647795	7.7129736	0.19471917	7.672896
WM16_S11_MAGScoT_cleanbin_000004	0.048171952	2.0476933	0.04900336	2.0713093	0.027511755	1.9110736	0.028534818	1.9604009	0.0891945	4.5774894	0.090659164	4.623124	0.0282716	1.5198158	0.029396158	1.5735778	0.04560986	2.5189345	0.045292508	2.503415	0.07258828	3.5661974	0.07342135	3.6157575	0.043106776	2.960506	0.0432993	2.972813	0.12576881	6.4696827	0.12550588	6.447745	0.16586982	8.224868	0.16659918	8.27275	0.05379485	2.8168423	0.05403609	2.8371925	0.1194028	8.240346	0.11824183	8.210957	0.25064868	16.22164	0.24653853	15.996113	0.19872937	11.068487	0.19773915	11.033911	0.10756732	6.7876515	0.106470585	6.7380047	0.10453439	7.1935143	0.10500189	7.2378273	0.23440988	12.699392	0.2300762	12.607244	0.2635552	13.55326	0.26192355	13.485512	0.2432374	10.841946	0.24262187	10.82505	0.39028275	15.32101	0.38486135	15.165436
WM20_S15_MAGScoT_cleanbin_000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00852797	0.58568764	0.0075328383	0.5171843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0071935505	0.45392334	0.006149744	0.38918734	0.24789464	17.058825	0.21726912	14.976459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WM15_S10_MAGScoT_cleanbin_000012	0.030183299	1.2830315	0.029670158	1.2541196	0.022133064	1.5374486	0.022390714	1.5382884	0.026215153	1.3453699	0.023493746	1.1980532	0.107669055	5.7880397	0.103097394	5.518809	0.11237174	6.206049	0.105940275	5.8555484	0.117412224	5.768358	0.11229276	5.530045	0.16382322	11.251122	0.15501386	10.642833	0.08133385	4.1839004	0.07709638	3.9607527	0.18764997	9.304865	0.17852107	8.86475	0.14183973	7.427109	0.13384277	7.027483	0.1630641	11.253543	0.15110266	10.492882	0.071938	4.655729	0.06600808	4.2827897	0.4164528	23.194876	0.3993059	22.281403	0.26975462	17.021902	0.2535331	16.044874	0.39877117	27.441366	0.379419	26.153522	0.33087695	17.925594	0.30343714	16.627127	0.07410987	3.8110821	0.06965364	3.5862176	0.1265767	5.6419683	0.119858794	5.3477354	0.15880889	6.23423	0.1475015	5.812287
WM04_S4_MAGScoT_cleanbin_000006	0.012734365	0.54131234	0.011903182	0.5031323	0.18576586	12.904019	0.17334628	11.909248	0	0	0	0	0.5963442	32.058083	0.5362824	28.707226	0.015051044	0.8312367	0.013250793	0.73240006	0.031057257	1.5258152	0.028691437	1.4129579	0.024166372	1.6597087	0.022017257	1.5116454	0.0200415	1.0309561	0.018381758	0.9443452	0.023729013	1.1766337	0.022097526	1.0972883	0.1688774	8.842873	0.15180898	7.9708085	0.03403981	2.3491895	0.03015809	2.09424	0.026257496	1.6993493	0.022903306	1.4860308	0.030807346	1.7158548	0.028819144	1.6081178	0.020311357	1.2816757	0.018415699	1.16544	0.025655081	1.7654496	0.02348259	1.6186656	0.105639204	5.7231107	0.09248805	5.0679703	0.020662073	1.0625421	0.01863553	0.95947707	0.03537542	1.5768068	0.032150228	1.4344456	0.020873351	0.81940794	0.018458286	0.72734755
WM23_S18_MAGScoT_cleanbin_000010	0.008860781	0.376654	0.009434298	0.3987757	0	0	0.004619208	0.31734917	0.33145458	17.010353	0.3311518	16.886942	0.010236364	0.5502832	0.010845591	0.58056504	0.014795612	0.81712973	0.015037974	0.8311814	0	0	0	0	0	0	0.0040951907	0.2811647	0	0	0	0	0	0	0	0	0	0	0	0	0.007999067	0.5520396	0.008352791	0.58003503	0.15695159	10.157692	0.15453717	10.026805	0.07493063	4.173358	0.07445631	4.154687	0.017857838	1.1268553	0.017931676	1.1348083	0.03303314	2.2731695	0.0332262	2.2902968	0.0586723	3.1786313	0.057794344	3.1668959	0.09506167	4.8885226	0.094757386	4.87872	0.6217497	27.713566	0.61858886	27.599558	0.13441028	5.2764335	0.13309571	5.244628
WM13_S8_MAGScoT_cleanbin_000039	0.19749433	8.395088	0.18126333	7.6617694	0.46021456	31.968292	0.42505467	29.202133	1.2147276	62.340206	1.0993876	56.062798	1.0957991	58.90762	0.99457	53.239384	0.39242622	21.672855	0.34963858	19.325283	0.4681926	23.001884	0.43328944	21.338064	0.43998352	30.21738	0.4040934	27.743961	0.24550743	12.629166	0.22354932	11.4846325	1.2327355	61.126774	1.1287907	56.051918	1.6824936	88.09988	1.5151918	79.55592	0.32331955	22.313253	0.2856005	19.83269	0.22563995	14.603108	0.19914055	12.920797	1.0068022	56.075146	0.931642	51.98593	1.1531007	72.76231	1.0425055	65.9751	0.9166607	63.079838	0.8394657	57.864746	0.22155787	12.003122	0.19378133	10.618432	0.15229969	7.831974	0.13687906	7.0474143	0.16701655	7.444514	0.15070261	6.7238927	0.1353311	5.312581	0.118802615	4.6814094
WM03_S3_MAGScoT_cleanbin_000021	0.6429705	27.331387	0.42474422	17.953394	1.4842168	103.09947	1.092076	75.02788	0.33703107	17.29654	0.22080773	11.2599945	1.0609623	57.034874	0.71599346	38.327168	0.79497015	43.904488	0.50287056	27.794748	0.6245453	30.683353	0.45736802	22.523855	0.016362445	1.1237472	0.012916641	0.8868216	0.77795285	40.01873	0.5327806	27.37109	0.2198314	10.900623	0.15549612	7.7214093	0.9599699	50.266594	0.6415078	33.682697	0.96581477	66.65378	0.6077031	42.200157	0.14281659	9.242894	0.090813056	5.892206	0.19647956	10.943183	0.1448951	8.085195	0.18864451	11.903738	0.12934512	8.185622	0.80466765	55.373055	0.5736225	39.54006	0.19667648	10.655147	0.12288957	6.7338505	0.18450345	9.488045	0.123668626	6.3672566	0.52748847	23.512014	0.34896812	15.569898	0.056073777	2.2012422	0.0356315	1.4040569
WM03_S3_MAGScoT_cleanbin_000045	0	0	0	0	0	0	0	0	0.25300062	12.984072	0.25332946	12.918425	0.011028834	0.59288454	0.011228411	0.6010574	0	0	0	0	0.054755945	2.6901107	0.055376243	2.7270958	0.102253534	7.022613	0.10259122	7.0436354	0.08486119	4.3653502	0.08503805	4.368748	0.04604031	2.282968	0.046680853	2.3180127	0.10518441	5.5077376	0.104390614	5.4810824	0.15212396	10.498531	0.15005204	10.419923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WM23_S18_MAGScoT_cleanbin_000012	0.0077368952	0.32887992	0.0078852195	0.33329815	0.17635499	12.250303	0.1570432	10.789193	0.04048148	2.0775223	0.035376363	1.8040023	0.025772426	1.3854661	0.023497177	1.2578052	0.044194657	2.4407759	0.03706871	2.048868	0.020240754	0.9944102	0.018942235	0.93284214	0.056068674	3.850709	0.04917307	3.3760898	0.1640002	8.436346	0.14083664	7.2353473	0.038705725	1.9192731	0.03501155	1.7385548	0.057150587	2.9925578	0.04891197	2.568148	0.45270845	31.242771	0.36938784	25.651054	0.068298385	4.420178	0.056076553	3.6384044	0.011921657	0.66399205	0.01169157	0.6523935	0.023346981	1.473228	0.020860657	1.3201693	0.1796579	12.363126	0.156269	10.771692	0.7928952	42.9559	0.63570577	34.8341	0.44454482	22.86061	0.3745407	19.283766	0.95067924	42.375114	0.8018371	35.77553	1.1808826	46.356937	0.94240576	37.135437
WM22_S17_MAGScoT_cleanbin_000027	0	0	0.012744679	0.5387013	0.0037754544	0.26225775	0.013164755	0.90444595	0	0	0.008605066	0.43881157	0.044017743	2.366292	0.05443425	2.9138684	0.3542629	19.565178	0.3498517	19.33706	1.1708266	57.521664	1.1506337	56.664886	1.9738383	135.56013	1.9406022	133.2365	0.9907868	50.967133	0.9803333	50.36368	2.032701	100.79409	1.9965932	99.14404	2.6620326	139.39114	2.5943935	136.21997	2.9616423	204.39183	2.871762	199.42107	0.5875538	38.025677	0.5759053	37.366356	2.29674	127.9199	2.2576487	125.97755	3.9266207	247.7754	3.820929	241.80798	2.6288066	180.90083	2.5880435	178.39499	0.81933767	44.38845	0.79290134	43.44778	0.30251735	15.556882	0.30463964	15.684809	0.37762615	16.832123	0.37701085	16.82108	0.30250922	11.875357	0.2996082	11.806041
WM04_S4_MAGScoT_cleanbin_000034	0.20228456	8.598711	0.20010108	8.458016	0.31176913	21.656694	0.31010294	21.304712	0.4742252	24.337387	0.4675586	23.842945	0.43874454	23.58589	0.43183562	23.116182	0.19108881	10.553424	0.1859972	10.280469	0.1959914	9.628883	0.19375724	9.5419	0.13030323	8.949022	0.12830284	8.808927	0.14747094	7.586063	0.14512935	7.4558816	0.08919468	4.422833	0.0885754	4.3983536	0.07790714	4.0794263	0.076584764	4.0211225	0.031074487	2.1445436	0.030826539	2.1406586	0.013176547	0.85276806	0.013372366	0.8676367	0	0	0.004882	0.27241722	0	0	0.004206728	0.2662233	0	0	0	0	0.013737922	0.74426585	0.014002205	0.76726407	0.026568562	1.3662817	0.02644734	1.3616793	0.018984435	0.8462029	0.019279948	0.86021274	0.017209483	0.6755786	0.017446227	0.6874674
WM03_S3_MAGScoT_cleanbin_000009	0.4830764	20.53461	0.3559317	15.044777	0.6921316	48.078148	0.55068016	37.832863	1.2298855	63.118114	0.88878125	45.323013	0.12702022	6.828313	0.09469746	5.0691595	0.043215334	2.3866897	0.03155194	1.7439442	0.04442417	2.18252	0.03633364	1.789311	0.026820548	1.8419933	0.021409664	1.4699296	0.018257497	0.93918526	0.0145212645	0.746016	0.043051045	2.1347413	0.034352172	1.7058122	0.032841068	1.7196462	0.02495366	1.3102047	0.10406587	7.1818986	0.07382049	5.126247	0.122708164	7.9415045	0.08621074	5.5935946	0.05151969	2.8694553	0.042121407	2.3503885	0.06742165	4.2544026	0.050900474	3.221243	0.099488825	6.846305	0.07767958	5.3544884	0.15782984	8.550591	0.110643245	6.0628014	0.09314629	4.7900248	0.07019828	3.6142592	0.13504416	6.019392	0.10093753	4.503526	0.20845138	8.183005	0.14397243	5.6732235
