Genome	WM01_S1_R1_001_val_1.fq.gz Relative Abundance (%)	WM01_S1_R1_001_val_1.fq.gz Mean	WM01_S1_R2_001_val_2.fq.gz Relative Abundance (%)	WM01_S1_R2_001_val_2.fq.gz Mean	WM02_S2_R1_001_val_1.fq.gz Relative Abundance (%)	WM02_S2_R1_001_val_1.fq.gz Mean	WM02_S2_R2_001_val_2.fq.gz Relative Abundance (%)	WM02_S2_R2_001_val_2.fq.gz Mean	WM03_S3_R1_001_val_1.fq.gz Relative Abundance (%)	WM03_S3_R1_001_val_1.fq.gz Mean	WM03_S3_R2_001_val_2.fq.gz Relative Abundance (%)	WM03_S3_R2_001_val_2.fq.gz Mean	WM04_S4_R1_001_val_1.fq.gz Relative Abundance (%)	WM04_S4_R1_001_val_1.fq.gz Mean	WM04_S4_R2_001_val_2.fq.gz Relative Abundance (%)	WM04_S4_R2_001_val_2.fq.gz Mean	WM05_S5_R1_001_val_1.fq.gz Relative Abundance (%)	WM05_S5_R1_001_val_1.fq.gz Mean	WM05_S5_R2_001_val_2.fq.gz Relative Abundance (%)	WM05_S5_R2_001_val_2.fq.gz Mean	WM11_S6_R1_001_val_1.fq.gz Relative Abundance (%)	WM11_S6_R1_001_val_1.fq.gz Mean	WM11_S6_R2_001_val_2.fq.gz Relative Abundance (%)	WM11_S6_R2_001_val_2.fq.gz Mean	WM12_S7_R1_001_val_1.fq.gz Relative Abundance (%)	WM12_S7_R1_001_val_1.fq.gz Mean	WM12_S7_R2_001_val_2.fq.gz Relative Abundance (%)	WM12_S7_R2_001_val_2.fq.gz Mean	WM13_S8_R1_001_val_1.fq.gz Relative Abundance (%)	WM13_S8_R1_001_val_1.fq.gz Mean	WM13_S8_R2_001_val_2.fq.gz Relative Abundance (%)	WM13_S8_R2_001_val_2.fq.gz Mean	WM14_S9_R1_001_val_1.fq.gz Relative Abundance (%)	WM14_S9_R1_001_val_1.fq.gz Mean	WM14_S9_R2_001_val_2.fq.gz Relative Abundance (%)	WM14_S9_R2_001_val_2.fq.gz Mean	WM15_S10_R1_001_val_1.fq.gz Relative Abundance (%)	WM15_S10_R1_001_val_1.fq.gz Mean	WM15_S10_R2_001_val_2.fq.gz Relative Abundance (%)	WM15_S10_R2_001_val_2.fq.gz Mean	WM16_S11_R1_001_val_1.fq.gz Relative Abundance (%)	WM16_S11_R1_001_val_1.fq.gz Mean	WM16_S11_R2_001_val_2.fq.gz Relative Abundance (%)	WM16_S11_R2_001_val_2.fq.gz Mean	WM17_S12_R1_001_val_1.fq.gz Relative Abundance (%)	WM17_S12_R1_001_val_1.fq.gz Mean	WM17_S12_R2_001_val_2.fq.gz Relative Abundance (%)	WM17_S12_R2_001_val_2.fq.gz Mean	WM18_S13_R1_001_val_1.fq.gz Relative Abundance (%)	WM18_S13_R1_001_val_1.fq.gz Mean	WM18_S13_R2_001_val_2.fq.gz Relative Abundance (%)	WM18_S13_R2_001_val_2.fq.gz Mean	WM19_S14_R1_001_val_1.fq.gz Relative Abundance (%)	WM19_S14_R1_001_val_1.fq.gz Mean	WM19_S14_R2_001_val_2.fq.gz Relative Abundance (%)	WM19_S14_R2_001_val_2.fq.gz Mean	WM20_S15_R1_001_val_1.fq.gz Relative Abundance (%)	WM20_S15_R1_001_val_1.fq.gz Mean	WM20_S15_R2_001_val_2.fq.gz Relative Abundance (%)	WM20_S15_R2_001_val_2.fq.gz Mean	WM21_S16_R1_001_val_1.fq.gz Relative Abundance (%)	WM21_S16_R1_001_val_1.fq.gz Mean	WM21_S16_R2_001_val_2.fq.gz Relative Abundance (%)	WM21_S16_R2_001_val_2.fq.gz Mean	WM22_S17_R1_001_val_1.fq.gz Relative Abundance (%)	WM22_S17_R1_001_val_1.fq.gz Mean	WM22_S17_R2_001_val_2.fq.gz Relative Abundance (%)	WM22_S17_R2_001_val_2.fq.gz Mean	WM23_S18_R1_001_val_1.fq.gz Relative Abundance (%)	WM23_S18_R1_001_val_1.fq.gz Mean	WM23_S18_R2_001_val_2.fq.gz Relative Abundance (%)	WM23_S18_R2_001_val_2.fq.gz Mean	WM24_S19_R1_001_val_1.fq.gz Relative Abundance (%)	WM24_S19_R1_001_val_1.fq.gz Mean	WM24_S19_R2_001_val_2.fq.gz Relative Abundance (%)	WM24_S19_R2_001_val_2.fq.gz Mean
WM02_S2_MAGScoT_cleanbin_000001	0.010278531	0.43691975	0.0117163425	0.49523482	0.2253628	15.654575	0.22755538	15.633525	2.023757	103.85985	2.021548	103.08796	0.01570583	0.8443091	0.01704154	0.9122344	0.033298764	1.8390191	0.033837993	1.8702993	0.045741655	2.2472467	0.04581166	2.256072	0.2137405	14.679363	0.21258049	14.595201	0.034286454	1.7637318	0.0348712	1.7914743	0.20987242	10.406795	0.21107394	10.4812155	0.0393406	2.0599794	0.03967954	2.0833945	0.012966283	0.8948421	0.013672248	0.9494291	0.1809079	11.708112	0.17901532	11.615016	0.0075193318	0.41879886	0.00829684	0.46296647	0	0	0.0051188907	0.32394964	0.007319226	0.50367117	0.008148859	0.5617045	0.008096243	0.4386222	0.009297107	0.5094438	0.0487582	2.5073786	0.05008823	2.5788646	0.010592867	0.47216126	0.011602015	0.5176467	0.12794794	5.0227475	0.12692302	5.0013933
WM18_S13_MAGScoT_cleanbin_000002	0.14465816	6.1491284	0.14655083	6.194516	0.1003048	6.9675617	0.102120444	7.015886	0	0	0	0	0.030072648	1.6166359	0.032025665	1.7143356	0.08412782	4.6461983	0.08414059	4.650633	0.26015693	12.781278	0.26088136	12.84754	0.35315263	24.253971	0.35314974	24.246305	0.24157292	12.42677	0.24189425	12.427085	0.15885028	7.876796	0.1601641	7.9532056	0.16882096	8.839918	0.16870287	8.85783	0.47513318	32.790367	0.4704014	32.66564	0.4007572	25.936455	0.39585602	25.684252	0.63919777	35.600945	0.6352429	35.446762	0.10870033	6.8591466	0.108900346	6.8917723	0.120359875	8.282542	0.12134927	8.364659	0.12780823	6.9241405	0.12743196	6.9827547	0.14007817	7.203485	0.14111714	7.265619	0.30398878	13.549847	0.30492306	13.604741	0.22184609	8.70883	0.22229894	8.759675
WM11_S6_MAGScoT_cleanbin_000024	0.07605682	3.233023	0.07504166	3.171915	0.15399675	10.697214	0.15200198	10.442849	0.09379924	4.8138065	0.091635756	4.6729255	0.11510641	6.187854	0.11206998	5.9991117	0.0636809	3.516959	0.061852526	3.418723	0.16332535	8.02403	0.15988383	7.873747	0.08208093	5.63719	0.08001763	5.4937935	0.058517348	3.0101953	0.0578765	2.9733498	0.05614583	2.784063	0.055169255	2.739518	0.034348886	1.7985996	0.03365377	1.7670083	0.038075615	2.6277127	0.03632789	2.5226836	0.0049503953	0.32038277	0.0050868024	0.33004603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0071506514	0.36772048	0.007265237	0.3740612	0.006526007	0.29088703	0.0065376977	0.2916922	0	0	0	0
WM04_S4_MAGScoT_cleanbin_000001	0.009396668	0.39943346	0.009598836	0.40573055	0	0	0	0	0	0	0	0	0.5960183	32.040565	0.5874356	31.445457	0	0	0	0	0.059933722	2.9444902	0.05941473	2.9259777	0.018720997	1.2857289	0.018557834	1.2741306	0.013005708	0.6690275	0.012878684	0.6616301	0	0	0	0	0	0	0	0	0	0	0	0	0.009360474	0.60579705	0.009010259	0.5846109	0.07356725	4.0974226	0.07267562	4.055324	0.0126265315	0.79675215	0.0125155635	0.79204905	0.0056066276	0.38581905	0.0058030654	0.4000079	0.016270693	0.8814813	0.015560236	0.8526379	0.018150259	0.9333726	0.017541619	0.9031555	0.019295476	0.8600671	0.018819692	0.83967745	0.06471148	2.5403256	0.063224494	2.4913568
WM18_S13_MAGScoT_cleanbin_000025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15511596	7.6916246	0.15441343	7.667647	0	0	0	0	0	0	0	0	0	0	0	0	0.12610288	7.0234623	0.12483349	6.9657497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WM12_S7_MAGScoT_cleanbin_000021	0.30292502	12.876736	0.27751642	11.730265	0.69291574	48.132626	0.63836783	43.85719	2.0578363	105.60881	1.8591115	94.80459	1.671476	89.85468	1.5055813	80.59384	0.6120301	33.8011	0.54277205	30.000189	0.76695454	37.679794	0.71353877	35.139412	0.69218373	47.538097	0.6328383	43.448963	0.38093618	19.595764	0.3494991	17.955181	1.8307796	90.781555	1.6744014	83.14509	2.5602114	134.05954	2.2935905	120.42615	0.5125837	35.37494	0.45041227	31.277557	0.46977964	30.403494	0.41607553	26.99615	1.6730167	93.18082	1.561043	87.10672	1.920496	121.18605	1.7331439	109.682236	1.5499973	106.66278	1.4215659	97.989174	0.43560678	23.59944	0.3834739	21.012817	0.30050883	15.453594	0.27371427	14.092572	0.3615658	16.116257	0.33057395	14.749206	0.30778438	12.082438	0.27546707	10.854762
WM24_S19_MAGScoT_cleanbin_000008	0.0068046544	0.28925222	0.0068221046	0.28836164	0.17134175	11.902064	0.15195255	10.439454	0.034619916	1.776705	0.029730713	1.5161048	0.025123293	1.35057	0.022689825	1.2145875	0.041857496	2.3116994	0.03518144	1.9445544	0.01876246	0.92178303	0.017354362	0.85464466	0.05450166	3.7430887	0.047293305	3.2470303	0.15552945	8.000602	0.13310139	6.837956	0.035970908	1.7836636	0.032346006	1.6061928	0.053126723	2.7818573	0.045001443	2.362824	0.43483797	30.009474	0.3520469	24.446867	0.05834921	3.7762809	0.047289215	3.0682569	0.0105564045	0.58795255	0.010051958	0.56090266	0.023269495	1.4683385	0.020408534	1.2915567	0.17243259	11.865917	0.14899544	10.270323	0.7524263	40.763454	0.6027004	33.025543	0.41714835	21.451752	0.34930718	17.984583	0.8960973	39.942204	0.7522188	33.561718	1.1585585	45.48058	0.9192383	36.222527
WM13_S8_MAGScoT_cleanbin_000017	0.10653698	4.528673	0.11371329	4.806515	0.05512071	3.8288991	0.061145846	4.2008457	0	0	0.00830768	0.4236465	0.123423345	6.6349535	0.13125782	7.0262375	6.6074924	364.91757	6.520609	360.4082	2.19205	107.69347	2.1863825	107.672066	0.6832394	46.923817	0.6833395	46.916237	1.908983	98.200134	1.9072651	97.98391	0.17561516	8.708104	0.17966083	8.921347	0.9823395	51.437927	0.97801274	51.35106	1.5993502	110.37595	1.5790795	109.65454	0.085780635	5.551605	0.09041232	5.8662047	0.05965052	3.3223126	0.0633472	3.5347948	0.35713983	22.536036	0.35709456	22.598776	0.11491761	7.9080343	0.118939	8.198519	0.63148075	34.21111	0.6215643	34.059204	0.12845998	6.6060224	0.13167016	6.7792273	0.08913578	3.9730947	0.09452679	4.2174983	0.114354715	4.489129	0.11864797	4.6753154
WM12_S7_MAGScoT_cleanbin_000001	0.09475707	4.027933	0.095728196	4.0463085	0.086163916	5.9852805	0.0874985	6.011328	0	0	0	0	0.18696113	10.050597	0.18770571	10.047896	0.34728557	19.179834	0.3448361	19.059837	0.13455154	6.610397	0.13445227	6.6213274	0.32477012	22.304703	0.3232837	22.195784	0.45656765	23.486328	0.4554518	23.3984	0.12938625	6.4157834	0.12889631	6.4005537	0.3921672	20.534925	0.39002985	20.478716	0.14154324	9.768324	0.14073485	9.772918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WM02_S2_MAGScoT_cleanbin_000056	0.16010746	6.8058467	0.15515529	6.558215	0.23507962	16.329544	0.22637577	15.552483	0	0	0	0	0.0431982	2.3222353	0.042135555	2.2555184	0.90350777	49.89879	0.8553673	47.278004	0.014562646	0.7154498	0.014436435	0.71094644	0.0068997573	0.47386453	0.006792107	0.4663277	0	0	0	0	0.007997689	0.39657566	0.008034764	0.39897913	0.008289873	0.43407995	0.008282162	0.4348592	0.008129843	0.56106484	0.008122835	0.5640664	0.022886246	1.4811666	0.021782115	1.4132847	0.01122684	0.62529325	0.011167545	0.62315273	0.012707738	0.8018764	0.012394236	0.7843708	0.0191105	1.3150856	0.018848168	1.2992127	0.060434885	3.274121	0.05701677	3.124288	0.058194507	2.9926383	0.056048606	2.8857431	0.034853835	1.5535578	0.03386157	1.5108005	0.13416128	5.2666593	0.12734403	5.0179825
WM23_S18_MAGScoT_cleanbin_000038	0.009974953	0.42401525	0.009364831	0.39583945	0.32997832	22.921577	0.29627806	20.354916	0	0	0	0	0.62335765	33.51026	0.5467351	29.266758	0.018089514	0.9990449	0.015811846	0.873955	0.15333028	7.53298	0.13894345	6.8425026	0.07269913	4.9928627	0.06501755	4.463929	0.0335529	1.7259971	0.03038734	1.5611204	0.11747666	5.825231	0.10529947	5.2288146	0.12507406	6.5492125	0.11019052	5.7856092	0.05140116	3.5473485	0.044398945	3.0831542	0.06934345	4.487813	0.05974109	3.8761697	0.02968049	1.6530932	0.027292877	1.5229517	0.019806977	1.2498487	0.018103102	1.1456571	0.09908467	6.8184934	0.08819761	6.079501	0.17179278	9.307048	0.14481235	7.935129	0	0	0	0	0.100084096	4.4610996	0.08733352	3.8965564	0.09488316	3.7247503	0.080596454	3.1758978
WM24_S19_MAGScoT_cleanbin_000011	0.19313248	8.209674	0.19423948	8.210255	0.16379008	11.377495	0.16572905	11.385928	0.0062046903	0.31842664	0.00853114	0.4350418	0.30290368	16.2834	0.3041055	16.278782	0.2267368	12.522184	0.22505137	12.439077	0.24728616	12.148949	0.24677013	12.152608	0.7830904	53.78143	0.7774526	53.377792	0.77476686	39.854836	0.7704526	39.581264	0.3323154	16.478285	0.33117628	16.44509	0.45801204	23.982738	0.4554278	23.91247	0.41385603	28.561447	0.40942734	28.43148	0.1339503	8.66908	0.13396232	8.691851	0.49889466	27.786581	0.49380344	27.554398	1.6098964	101.58677	1.5920339	100.75207	0.44238678	30.442762	0.43978179	30.314354	0.13464604	7.2945857	0.13444914	7.367268	0.046300523	2.380993	0.047948588	2.4687018	0.22283119	9.932368	0.22426093	10.005841	0.085350454	3.3505328	0.08591423	3.3854446
WM14_S9_MAGScoT_cleanbin_000033	0	0	0	0	0	0	0	0	0	0	0	0	0.10767185	5.7881894	0.10171012	5.444548	0	0	0	0	0.041657347	2.0465884	0.039972655	1.9685202	0	0	0	0	0.15182488	7.8100348	0.14376567	7.3858232	0.2783516	13.8024235	0.2652038	13.169122	0.04130161	2.162663	0.03878344	2.0363443	0.010016482	0.69126755	0.009371491	0.6507757	0.0062662805	0.40554512	0.005734743	0.37208623	0	0	0	0	0.013052328	0.8236207	0.012259763	0.7758607	0.0068628425	0.47226524	0.0066662426	0.45950708	0.016860211	0.913419	0.015588907	0.8542089	0	0	0	0	0	0	0	0	0.009105317	0.35743997	0.008476265	0.33400664
WM20_S15_MAGScoT_cleanbin_000029	0.03033395	1.2894354	0.029030496	1.2270819	0.09944133	6.907581	0.09389934	6.451079	0	0	0	0	0.041485827	2.230182	0.03956424	2.1178758	0.05205131	2.8746817	0.048482567	2.6797366	0.04647932	2.2834876	0.04473682	2.2031398	0.047477715	3.260695	0.045231692	3.1054857	0.02951777	1.5184257	0.02814147	1.445741	0.037411593	1.8551021	0.036046945	1.789969	0.0223582	1.1707352	0.02131114	1.1189523	0.026748512	1.8459952	0.025156245	1.7469016	0.16019784	10.367785	0.14688024	9.530003	0.14248785	7.9360447	0.13658369	7.621415	0.0899835	5.6780877	0.08458346	5.352875	0.27228516	18.737253	0.25767514	17.761663	0.17878503	9.68586	0.16323882	8.944826	0.08319913	4.278495	0.07751178	3.9908054	0.22777897	10.152908	0.21423557	9.55854	0.17863512	7.0125327	0.1644438	6.4798975
WM17_S12_MAGScoT_cleanbin_000043	0.019369766	0.82336986	0.017646	0.74587387	0.03308963	2.2985346	0.030791359	2.11543	0.07035131	3.6104512	0.06293179	3.2091794	0.015219994	0.81819165	0.014037001	0.75140136	0.012094854	0.66797274	0.010780647	0.5958697	0.08192849	4.0250735	0.07273684	3.5820472	0.017129604	1.1764344	0.015610003	1.0717405	0.021280387	1.0946859	0.019502535	1.001924	0.025113378	1.2452792	0.022914564	1.1378595	0.014532528	0.76096207	0.013099782	0.6878108	0.056727916	3.914964	0.048328515	3.3560321	0.44552508	28.833775	0.38943663	25.267742	0.035275403	1.964709	0.032581784	1.8180743	0.029364279	1.852928	0.026204664	1.6583656	0.07413267	5.101426	0.06766543	4.6642084	0.09682824	5.2457676	0.08420025	4.6138325	0.15365124	7.901477	0.13772541	7.090991	0.3889915	17.338717	0.35226387	15.716944	0.17690057	6.9444404	0.1543135	6.0807137
WM05_S5_MAGScoT_cleanbin_000021	0.17233615	7.3256636	0.17298466	7.3118405	0.063398704	4.40392	0.06373805	4.378936	0.059390936	3.0479615	0.059207406	3.0192559	0.06685143	3.5937781	0.06689653	3.5809746	0.08304714	4.5865145	0.08225299	4.546301	0.10272587	5.0468307	0.10248862	5.0472236	0.074282594	5.101612	0.07400676	5.081104	0.088596925	4.557521	0.08830425	4.536546	0.05985232	2.9678545	0.059392378	2.949224	0.048592135	2.5444143	0.048682086	2.556078	0.026895547	1.8561426	0.026771683	1.8590809	0.095081665	6.1535554	0.09318317	6.045985	0.06808203	3.791916	0.0679597	3.792174	0.024604023	1.5525491	0.0247049	1.5634528	0.028899193	1.9886926	0.029107742	2.0064096	0.044734746	2.4235501	0.043801747	2.4001582	0.01218748	0.6267382	0.012092698	0.62261	0.025649266	1.1432779	0.026026359	1.1612171	0.058836777	2.309707	0.059056643	2.327123
WM13_S8_MAGScoT_cleanbin_000026	0	0	0	0	0.12019705	8.349355	0.12101355	8.313881	0.00746027	0.3828634	0.0078533115	0.40047625	0.067961104	3.6534314	0.06846072	3.664706	0.23746674	13.114777	0.2350621	12.992393	0.15587133	7.6578193	0.15569581	7.6675014	0.05068317	3.4808407	0.050789353	3.4870594	0.41499543	21.347809	0.4141965	21.278946	0.1542171	7.6470532	0.15457202	7.6755223	0.03686944	1.9305826	0.03681112	1.9327868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WM16_S11_MAGScoT_cleanbin_000022	0.04065135	1.7280073	0.029911423	1.2643176	0.06013526	4.1772294	0.04787278	3.288959	0.01097586	0.5632846	0.00980907	0.5002093	0.23345585	12.550046	0.16812636	8.999813	0.48844433	26.975729	0.33479744	18.50498	0.14414658	7.0817933	0.11453353	5.640395	0.13421018	9.217346	0.1006934	6.9133363	0.119255066	6.1346087	0.08845416	4.5442476	1.1119281	55.136383	0.835307	41.47851	0.17048338	8.926967	0.12456835	6.540525	0.5988342	41.32735	0.40491676	28.118254	0.083150916	5.381413	0.056467935	3.663798	0.025233064	1.405388	0.02135011	1.1913432	0.023685388	1.4945819	0.018202394	1.1519408	0.021812286	1.5010084	0.017895643	1.2335547	0.07859479	4.257952	0.052615292	2.8831048	0.134043	6.8931274	0.095174745	4.9002085	0.084737316	3.7770398	0.060326993	2.691607	0.07779722	3.0540216	0.05145801	2.0276995
WM04_S4_MAGScoT_cleanbin_000041	0.16962864	7.210573	0.16940418	7.1604977	0.061475895	4.2703547	0.061403375	4.2185388	0.05595238	2.8714936	0.05647166	2.8797476	0.06980914	3.7527776	0.07001688	3.7480073	0.077784315	4.2958603	0.07631543	4.218119	0.09945084	4.885931	0.09938761	4.8945093	0.07227732	4.9638934	0.0719245	4.9381413	0.08668772	4.459309	0.08560869	4.3980646	0.058327697	2.8922539	0.058321703	2.8960578	0.04740684	2.4823494	0.047298413	2.4834273	0.025833553	1.7828511	0.025954152	1.80231	0.092354365	5.977048	0.090956636	5.9015217	0.06594266	3.6727612	0.06533643	3.6457944	0.023785556	1.5009027	0.02389309	1.5120772	0.028182069	1.9393438	0.027846228	1.9194529	0.043480925	2.3556232	0.042420473	2.32447	0.011107975	0.57122487	0.01139842	0.586864	0.02527437	1.1265674	0.025363782	1.1316549	0.057529595	2.258392	0.057089735	2.249617
WM04_S4_MAGScoT_cleanbin_000003	3.1602147	134.3344	3.1740582	134.16339	1.5448261	107.30963	1.5600265	107.17705	0.090397365	4.639221	0.10119003	5.1601415	1.561673	83.95193	1.5703843	84.06275	1.4017545	77.41588	1.3927875	76.98238	2.2766407	111.84933	2.2719307	111.88504	2.6463988	181.75053	2.639526	181.22272	3.4902227	179.5408	3.48075	178.82019	3.151295	156.26102	3.1496687	156.40186	2.8351092	148.4539	2.8111274	147.59969	2.8469927	196.47952	2.8110185	195.20293	0.9472049	61.301804	0.9379167	60.854668	1.5179936	84.5466	1.5080814	84.15145	1.9642777	123.948746	1.9532762	123.61333	1.3653637	93.95725	1.3679441	94.29301	0.8501404	46.057217	0.84300613	46.19332	0.7316345	37.624126	0.7382166	38.008144	0.88038117	39.24168	0.88705486	39.577694	0.7201565	28.270592	0.7238016	28.521353
WM15_S10_MAGScoT_cleanbin_000036	0.15972824	6.7897267	0.15987106	6.757545	0.028354015	1.9695802	0.030458009	2.0925283	0.005643537	0.2896281	0.007490442	0.3819718	0.04425904	2.3792636	0.046356622	2.4814723	0.0408605	2.2566373	0.040242065	2.2242663	0.07795628	3.829923	0.0788518	3.8831887	0.15692888	10.777631	0.15529634	10.662226	0.031801917	1.6359247	0.03278482	1.6842886	0.15745303	7.807511	0.15728298	7.8101387	0.2129729	11.151831	0.20941591	10.995489	0.33037186	22.799953	0.32243556	22.39059	0.2252524	14.578028	0.22202186	14.405401	0.79328626	44.1831	0.7788338	43.459187	0.6798872	42.901855	0.66633564	42.169136	0.79745734	54.87688	0.78032047	53.78784	0.79335374	42.980743	0.7643092	41.881046	0.0809048	4.160509	0.081299365	4.185815	0.15175004	6.764032	0.14933525	6.662885	0.25985885	10.201066	0.2521776	9.937041
WM18_S13_MAGScoT_cleanbin_000003	0.046836067	1.9909074	0.047956053	2.027041	0.025031488	1.7387846	0.025860896	1.7766969	0.09105973	4.673214	0.091559865	4.6690555	0.025753852	1.3844674	0.027034502	1.4471582	0.044116035	2.4364336	0.04414568	2.4400275	0.06771763	3.3269067	0.06847998	3.3724113	0.040685117	2.7941904	0.040812917	2.8021045	0.12342582	6.349156	0.123212546	6.3299265	0.16387929	8.126165	0.16448753	8.167892	0.052304234	2.7387898	0.05183098	2.7214124	0.118581645	8.183676	0.11682373	8.112481	0.24225149	15.678184	0.23819643	15.454853	0.19408274	10.809688	0.19349977	10.797352	0.10628675	6.706846	0.10555927	6.680332	0.103455536	7.119273	0.10358356	7.140061	0.23070061	12.49844	0.22609341	12.389003	0.24895068	12.802228	0.24843252	12.790906	0.22914372	10.21374	0.22973764	10.250196	0.37820005	14.84669	0.37431365	14.7498045
WM19_S14_MAGScoT_cleanbin_000006	0.16086307	6.8379664	0.16222748	6.8571477	0	0	0	0	0	0	0	0	0.104886726	5.6384673	0.10616749	5.6831512	0	0	0	0	0.034966256	1.7178609	0.035448037	1.7456979	0.08320076	5.7140985	0.08331433	5.720137	0.37611118	19.347563	0.3744818	19.238644	0.1773754	8.795388	0.17753935	8.816002	0.016515063	0.8647729	0.016869025	0.8857168	0.2649605	18.285719	0.26185524	18.18377	0.16373141	10.596472	0.16226341	10.528105	0.266772	14.85821	0.26471958	14.7714405	0.27149498	17.131721	0.269617	17.062746	0.08289881	5.704666	0.08288663	5.7134123	0.37766385	20.460321	0.3696767	20.256786	0.084155045	4.3276525	0.084350556	4.34291	0.07137221	3.18131	0.07152218	3.1911025	0.009065658	0.3558831	0.0098570855	0.38841778
WM12_S7_MAGScoT_cleanbin_000014	0.033071443	1.4058008	0.027297178	1.1538168	0.017185312	1.1937586	0.015237349	1.0468374	0	0	0	0	0.15660378	8.418657	0.12300193	6.5843	0.13214232	7.297935	0.09672822	5.3463783	0.16542968	8.127413	0.14360252	7.071947	0.8845976	60.75278	0.75230354	51.651127	0.099077865	5.0966716	0.081843615	4.204637	0.41606247	20.630993	0.35261145	17.509487	0.03411367	1.7862831	0.027126608	1.4242964	0.06270048	4.3271484	0.047312755	3.2854953	0.027909186	1.8062443	0.02042443	1.3251942	0.19358486	10.781958	0.16739962	9.340954	0.037138443	2.343489	0.029889543	1.8915635	0.04056441	2.7914321	0.033826724	2.3316913	0.04483892	2.429194	0.03396132	1.8609427	0.015973013	0.8214082	0.013406449	0.6902503	0.015215788	0.67822105	0.01284159	0.57295275	0.039552875	1.5526948	0.030690866	1.2093716
WM04_S4_MAGScoT_cleanbin_000033	0.6344686	26.96999	0.48473042	20.488935	0.24144872	16.771967	0.20069414	13.788103	0	0	0	0	0.67456645	36.26313	0.5352257	28.650658	0.2007487	11.086918	0.15057187	8.322433	0.08599196	4.224708	0.07262651	3.576614	0.27820364	19.10659	0.22505021	15.451339	0.050250106	2.5849195	0.04057277	2.084387	0.068399474	3.3916762	0.053988803	2.6809006	0.067184046	3.5179367	0.052187655	2.7401397	0.01738631	1.1998814	0.013495037	0.9371233	0.11395859	7.375243	0.082879394	5.377448	0.08558886	4.7669816	0.0717182	4.0018992	0.07583661	4.7853985	0.05973419	3.7802858	0.18078262	12.440522	0.14760725	10.174633	0.11587478	6.277634	0.08572445	4.6973524	0.056058917	2.882816	0.044297975	2.2807448	0.16773313	7.4764547	0.13113624	5.8509007	0.1745871	6.853623	0.12919715	5.091005
WM01_S1_MAGScoT_cleanbin_000041	0.22491582	9.56072	0.20465505	8.650507	0.33656493	23.379108	0.3139171	21.566755	0.337819	17.336977	0.3062304	15.616086	0.21608788	11.6163845	0.19506897	10.442052	0.089726314	4.9553905	0.079957075	4.419401	0.08003591	3.932093	0.0739197	3.6402993	0.047870997	3.287705	0.043858014	3.0111725	0.042858824	2.2047038	0.039269503	2.017433	0.039485138	1.9579215	0.036301065	1.8025876	0.039004445	2.0423772	0.035321444	1.8545704	0.032523982	2.2445776	0.029040337	2.0166209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057355515	0.29494932	0.0054570683	0.280965	0	0	0	0	0	0	0	0
WM03_S3_MAGScoT_cleanbin_000040	0.36832058	15.6565695	0.30557188	12.916134	0.51293325	35.630337	0.446492	30.674921	0.18561092	9.525611	0.15290311	7.7972274	0.45244473	24.322382	0.3743979	20.041538	0.31454623	17.37171	0.25476187	14.081241	0.14977978	7.358547	0.1291443	6.359927	0.13806747	9.482259	0.1163911	7.991098	0.14136826	7.2721353	0.11866824	6.096467	0.1695295	8.406339	0.14379105	7.1401753	0.13306989	6.9678955	0.10999362	5.7752714	0.16601142	11.456947	0.1324279	9.196067	0.0066227214	0.42861345	0.0057149874	0.3708044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066830073	0.34367204	0.0063323365	0.32602942	0.0070338165	0.3135219	0.006356411	0.28360376	0	0	0	0
WM04_S4_MAGScoT_cleanbin_000020	0.03797309	1.6141601	0.027705105	1.1710594	0.057091326	3.9657855	0.0452837	3.1110837	0.005794685	0.29738507	0.0049314774	0.25147855	0.22278754	11.976542	0.16035713	8.583926	0.4601241	25.411663	0.31976667	17.674198	0.11643832	5.720511	0.09185409	4.5235085	0.12206279	8.383081	0.09176926	6.3006296	0.10756716	5.5333695	0.079466075	4.0824933	1.0575052	52.43776	0.7975692	39.60458	0.15548958	8.14185	0.11224901	5.8936915	0.53613013	36.99995	0.36622205	25.431215	0.07818912	5.060293	0.05351165	3.4719858	0.018670589	1.0398824	0.014901648	0.831517	0.01640713	1.0353135	0.012494336	0.7907056	0.013463457	0.92648536	0.010805407	0.74482155	0.07146244	3.87155	0.04896649	2.683165	0.12697513	6.529665	0.09058703	4.6640034	0.080627605	3.5938554	0.057740495	2.5762055	0.072985075	2.8651154	0.048749384	1.9209663
